Transaction_ID,Customer_Age,Annual_Income,Transaction_Amount,Transactions_Last_30_Days,Distance_From_Home_Km,Online_Transaction,Device_Type,Merchant_Category,International_Transaction,Previous_Fraud_Count,Account_Age_Months,Fraud
TXN01363,35,61238.0,188.23,22,0.2,No,Mobile,Dining,No,0,63,0
TXN01364,50,31004.0,54.87,10,4.1,Yes,Mobile,Dining,No,1,56,0
TXN01365,37,55365.0,127.15,10,0.2,No,Mobile,Dining,No,0,53,0
TXN01366,29,65438.0,226.63,19,5.6,Yes,Mobile,Fuel,No,1,81,0
TXN01367,30,51302.0,10.1,13,0.8,No,Mobile,Travel,Yes,0,138,0
TXN01368,27,75836.0,83.91,10,0.5,Yes,Tablet,Grocery,No,0,52,0
TXN01369,35,57506.0,117.85,12,13.3,Yes,Desktop,Clothing,No,0,54,0
TXN01370,52,43478.0,102.56,11,28.5,Yes,Mobile,Fuel,No,0,49,0
TXN01371,29,42618.0,384.97,9,6.3,No,Mobile,Clothing,No,0,85,1
TXN01372,40,79221.0,48.83,15,21.8,Yes,Mobile,Clothing,Yes,0,70,0
TXN01373,31,40983.0,73.01,7,0.4,Yes,Mobile,Electronics,No,0,101,0
TXN01374,35,83035.0,25.91,14,18.0,Yes,Mobile,Grocery,No,1,67,0
TXN01375,21,95350.0,401.71,12,0.8,No,Desktop,Dining,No,1,57,0
TXN01376,36,25956.0,98.54,9,21.9,No,Mobile,Electronics,No,0,63,0
TXN01377,36,91574.0,84.5,21,25.7,Yes,Desktop,Travel,No,0,131,0
TXN01378,44,139007.0,115.07,13,18.5,No,Mobile,Travel,No,0,69,0
TXN01379,40,61604.0,199.63,5,20.6,Yes,Tablet,Healthcare,Yes,0,10,0
TXN01380,25,72018.0,158.44,12,9.9,No,Mobile,Healthcare,No,0,52,0
TXN01381,50,87706.0,998.05,16,3.7,Yes,Desktop,Clothing,No,0,67,0
TXN01382,40,48587.0,172.54,8,12.4,Yes,Desktop,Healthcare,No,0,47,0
TXN01383,40,59702.0,82.71,12,6.9,Yes,Tablet,Fuel,No,0,55,1
TXN01384,38,30446.0,76.59,13,0.2,No,Desktop,Travel,No,0,45,0
TXN01385,32,58541.0,87.64,13,7.8,No,Desktop,Healthcare,Yes,0,76,0
TXN01386,40,68819.0,36.09,12,12.6,No,Mobile,Dining,Yes,0,55,0
TXN01387,43,69381.0,123.89,6,0.2,Yes,Mobile,Fuel,No,0,89,0
TXN01388,19,88834.0,224.59,12,11.7,Yes,Mobile,Fuel,No,0,59,0
TXN01389,32,38810.0,73.46,20,12.7,Yes,Mobile,Dining,No,0,87,1
TXN01390,35,43279.0,62.9,11,2.1,No,Desktop,Travel,Yes,0,84,0
TXN01391,41,129064.0,403.53,12,6.8,No,Mobile,Electronics,No,1,64,0
TXN01392,51,51402.0,38.33,10,40.0,Yes,Mobile,Fuel,No,0,105,0
TXN01393,30,60181.0,22.95,5,25.9,Yes,Mobile,Electronics,No,0,104,0
TXN01394,33,53366.0,47.71,10,6.3,No,Mobile,Electronics,No,0,102,0
TXN01395,32,38000.0,34.99,15,5.2,Yes,Mobile,Healthcare,Yes,0,74,0
TXN01396,29,114197.0,163.44,19,1.6,Yes,Mobile,Electronics,No,0,29,0
TXN01397,34,43374.0,89.92,9,0.4,Yes,Mobile,Clothing,No,0,75,0
TXN01398,46,33117.0,100.66,12,4.2,No,Mobile,Electronics,No,0,69,0
TXN01399,26,44903.0,301.82,10,33.8,No,Mobile,Dining,No,0,67,0
TXN01400,43,22344.0,69.02,12,38.2,No,Tablet,Healthcare,No,1,45,0
TXN01401,19,41028.0,223.09,15,20.1,No,Tablet,Grocery,No,0,70,0
TXN01402,32,35576.0,402.04,10,5.2,Yes,Mobile,Travel,No,0,57,0
TXN01403,34,72615.0,83.34,15,1.9,No,Mobile,Grocery,No,0,60,0
TXN01404,56,40621.0,216.4,14,10.9,No,Mobile,Clothing,No,0,50,0
TXN01405,35,82010.0,98.89,11,12.5,No,Tablet,Grocery,No,0,55,0
TXN01406,18,103198.0,251.33,19,6.6,Yes,Desktop,Fuel,No,0,75,0
TXN01407,18,78168.0,34.13,17,14.1,No,Desktop,Grocery,No,1,53,0
TXN01408,38,49919.0,32.17,15,16.5,No,Tablet,Grocery,No,0,38,0
TXN01409,45,58606.0,87.75,9,18.3,No,Tablet,Dining,No,0,31,0
TXN01410,42,27691.0,58.93,13,8.4,No,Desktop,Electronics,No,0,106,0
TXN01411,40,51787.0,79.37,15,18.8,Yes,Desktop,Grocery,Yes,0,119,0
TXN01412,51,37343.0,100.67,9,0.3,No,Desktop,Grocery,No,0,37,0
TXN01413,32,75172.0,213.47,14,13.7,Yes,Desktop,Clothing,No,0,68,0
TXN01414,48,175050.0,86.61,17,3.2,Yes,Mobile,Fuel,No,0,86,0
TXN01415,20,68872.0,62.08,8,3.8,No,Tablet,Travel,No,0,44,0
TXN01416,28,22451.0,90.58,13,1.1,Yes,Desktop,Fuel,No,0,63,0
TXN01417,18,46748.0,64.86,12,2.6,Yes,Mobile,Travel,Yes,0,52,0
TXN01418,35,58117.0,56.84,17,58.0,No,Mobile,Travel,No,0,68,0
TXN01419,37,57205.0,33.02,11,6.4,Yes,Desktop,Travel,No,0,74,0
TXN01420,39,39586.0,126.86,9,31.5,No,Mobile,Dining,No,0,25,0
TXN01421,39,61419.0,76.14,17,2.1,Yes,Desktop,Dining,No,0,93,0
TXN01422,28,31444.0,259.96,16,2.7,Yes,Mobile,Electronics,No,0,72,0
TXN01423,36,35950.0,37.7,11,9.8,Yes,Tablet,Travel,Yes,0,67,0
TXN01424,22,73548.0,77.78,12,5.2,No,Mobile,Dining,No,0,7,0
TXN01425,53,34823.0,511.74,18,12.4,Yes,Mobile,Healthcare,No,0,82,1
TXN01426,35,70072.0,56.59,7,6.6,No,Desktop,Dining,Yes,0,90,1
TXN01427,33,29698.0,99.31,9,20.0,No,Mobile,Clothing,No,0,36,0
TXN01428,55,121693.0,45.37,17,6.8,No,Desktop,Clothing,No,0,38,0
TXN01429,24,38819.0,40.8,8,10.2,Yes,Mobile,Healthcare,No,0,46,0
TXN01430,26,49734.0,413.78,9,4.6,Yes,Tablet,Clothing,No,0,89,0
TXN01431,26,63823.0,137.6,11,14.6,No,Mobile,Grocery,No,0,30,0
TXN01432,37,42646.0,133.54,17,12.8,Yes,Mobile,Healthcare,No,0,18,0
TXN01433,43,58666.0,30.89,14,6.1,Yes,Tablet,Travel,No,0,65,0
TXN01434,46,71253.0,159.89,11,3.9,Yes,Mobile,Fuel,No,0,72,0
TXN01435,66,84742.0,302.91,16,11.4,No,Tablet,Clothing,No,0,68,0
TXN01436,18,78532.0,300.99,11,34.4,Yes,Desktop,Grocery,No,1,55,0
TXN01437,45,50908.0,204.83,14,1.7,Yes,Mobile,Dining,No,0,162,0
TXN01438,32,51488.0,48.61,12,19.3,No,Mobile,Dining,Yes,0,45,0
TXN01439,32,158291.0,154.16,13,9.4,No,Mobile,Dining,No,0,26,0
TXN01440,31,84334.0,204.7,9,8.9,Yes,Mobile,Dining,No,0,26,0
TXN01441,28,36325.0,28.56,14,39.1,Yes,Mobile,Fuel,No,0,43,1
TXN01442,57,57531.0,48.93,15,11.2,Yes,Desktop,Electronics,No,0,49,0
TXN01443,47,47300.0,244.21,14,21.3,Yes,Tablet,Electronics,No,0,45,0
TXN01444,38,51750.0,241.85,6,8.7,Yes,Mobile,Travel,No,0,49,0
TXN01445,53,31629.0,34.77,16,3.4,Yes,Mobile,Healthcare,No,0,85,0
TXN01446,21,45694.0,226.67,9,14.2,Yes,Desktop,Healthcare,No,0,91,0
TXN01447,23,124280.0,129.51,17,30.8,Yes,Mobile,Clothing,Yes,0,133,0
TXN01448,18,71373.0,224.15,9,22.1,Yes,Desktop,Dining,No,0,65,0
TXN01449,30,18000.0,72.23,12,2.7,No,Mobile,Travel,No,0,57,0
TXN01450,40,95093.0,201.07,11,4.6,Yes,Tablet,Fuel,No,0,33,0
TXN01451,39,89807.0,235.7,11,8.7,Yes,Desktop,Travel,No,0,40,0
TXN01452,40,46789.0,90.6,13,10.2,Yes,Mobile,Electronics,No,0,47,0
TXN01453,22,75952.0,121.72,12,2.6,Yes,Desktop,Electronics,No,0,69,0
TXN01454,47,37360.0,71.43,11,3.1,No,Desktop,Healthcare,No,0,11,0
TXN01455,41,44510.0,449.8,15,17.1,No,Desktop,Clothing,No,2,56,0
TXN01456,46,107951.0,108.99,16,15.7,Yes,Mobile,Electronics,No,0,53,0
TXN01457,18,48670.0,57.39,9,21.9,No,Mobile,Travel,No,0,89,0
TXN01458,41,23711.0,67.68,14,32.4,No,Mobile,Healthcare,No,0,54,0
TXN01459,25,53455.0,132.81,16,4.4,Yes,Mobile,Dining,No,0,49,0
TXN01460,34,53089.0,219.24,7,23.6,Yes,Mobile,Grocery,Yes,0,53,0
TXN01461,44,94311.0,41.22,7,13.2,No,Desktop,Electronics,No,0,52,0
TXN01462,39,55356.0,526.17,13,38.0,No,Mobile,Travel,No,0,51,0
TXN01463,29,45496.0,153.61,15,3.8,Yes,Mobile,Grocery,No,0,49,0
TXN01464,38,88024.0,174.28,11,3.8,Yes,Mobile,Electronics,Yes,0,55,0
TXN01465,21,58072.0,111.02,9,14.6,No,Mobile,Electronics,No,0,61,1
TXN01466,51,39245.0,121.86,15,31.6,Yes,Mobile,Fuel,No,0,37,0
TXN01467,36,92488.0,106.58,14,20.9,No,Desktop,Electronics,No,0,31,1
TXN01468,50,60008.0,270.89,15,15.6,Yes,Tablet,Healthcare,No,0,41,0
TXN01469,32,55072.0,119.24,16,5.9,Yes,Mobile,Grocery,No,0,33,0
TXN01470,32,59584.0,221.66,14,15.2,Yes,Mobile,Grocery,No,0,35,0
TXN01471,30,33972.0,84.81,9,19.4,No,Desktop,Dining,No,0,62,0
TXN01472,48,43375.0,140.33,16,16.8,Yes,Mobile,Healthcare,No,0,43,0
TXN01473,30,55089.0,63.08,12,13.6,No,Mobile,Grocery,Yes,0,75,0
TXN01474,45,50387.0,317.58,11,0.6,Yes,Mobile,Travel,No,0,44,0
TXN01475,34,97507.0,61.59,8,12.9,Yes,Mobile,Travel,No,0,76,0
TXN01476,18,60653.0,92.53,17,7.8,Yes,Desktop,Clothing,No,0,43,0
TXN01477,32,80805.0,93.27,9,39.1,No,Tablet,Clothing,No,0,31,0
TXN01478,25,55233.0,90.41,10,11.2,No,Mobile,Clothing,No,0,52,0
TXN01479,38,88470.0,213.9,10,11.2,Yes,Mobile,Electronics,No,0,95,0
TXN01480,25,65774.0,93.15,6,61.5,Yes,Mobile,Dining,No,0,48,0
TXN01481,48,55333.0,366.0,7,1.2,No,Mobile,Electronics,No,0,147,0
TXN01482,37,54672.0,62.35,15,3.9,Yes,Tablet,Dining,No,0,29,0
TXN01483,36,35796.0,137.41,6,12.8,Yes,Mobile,Healthcare,No,0,131,0
TXN01484,45,69092.0,64.51,11,4.5,Yes,Mobile,Fuel,No,0,59,0
TXN01485,49,54014.0,168.05,11,5.1,No,Mobile,Dining,No,0,81,0
TXN01486,38,43879.0,118.48,14,26.8,No,Mobile,Fuel,No,0,129,0
TXN01487,30,90490.0,106.0,12,10.4,Yes,Desktop,Clothing,No,0,106,0
TXN01488,18,31335.0,310.53,9,1.3,Yes,Mobile,Healthcare,No,0,35,0
TXN01489,30,45477.0,71.1,9,4.5,No,Desktop,Healthcare,No,0,28,0
TXN01490,31,87340.0,191.85,8,0.9,Yes,Desktop,Healthcare,No,0,56,0
TXN01491,39,63391.0,64.87,16,9.7,Yes,Desktop,Fuel,No,0,87,0
TXN01492,34,53828.0,131.32,14,2.3,Yes,Desktop,Healthcare,No,0,29,0
TXN01493,46,61577.0,46.11,14,23.3,Yes,Desktop,Electronics,No,0,97,0
TXN01494,31,59625.0,70.63,16,10.3,No,Mobile,Travel,No,0,64,0
TXN01495,37,27794.0,112.37,9,0.7,Yes,Desktop,Dining,No,1,48,0
TXN01496,51,47001.0,512.45,17,4.3,Yes,Desktop,Electronics,No,0,58,0
TXN01497,42,113837.0,130.08,12,11.5,Yes,Mobile,Fuel,No,0,57,0
TXN01498,37,40880.0,450.89,19,4.9,No,Desktop,Fuel,No,1,86,0
TXN01499,31,47660.0,143.13,13,8.6,No,Mobile,Healthcare,No,0,65,0
TXN01500,31,43103.0,88.04,13,28.8,Yes,Desktop,Grocery,No,0,55,0
TXN01501,29,52888.0,411.16,11,5.2,No,Mobile,Grocery,No,0,39,0
TXN01502,32,42306.0,170.22,19,4.9,Yes,Desktop,Dining,No,1,36,0
TXN01503,46,68468.0,71.76,16,20.6,No,Mobile,Travel,Yes,0,59,0
TXN01504,36,60107.0,174.85,9,4.6,Yes,Mobile,Grocery,No,0,87,0
TXN01505,23,77900.0,94.96,15,1.0,Yes,Mobile,Clothing,Yes,0,80,0
TXN01506,57,34275.0,24.44,15,2.4,Yes,Mobile,Healthcare,No,0,114,0
TXN01507,42,47190.0,253.73,13,35.7,Yes,Tablet,Clothing,No,0,34,0
TXN01508,23,49688.0,288.14,11,32.5,No,Mobile,Fuel,No,0,64,0
TXN01509,33,67517.0,522.09,13,3.1,No,Mobile,Healthcare,No,0,39,0
TXN01510,39,38489.0,168.21,16,9.7,No,Desktop,Electronics,Yes,1,38,0
TXN01511,57,83045.0,98.35,14,1.8,Yes,Mobile,Travel,No,0,49,0
TXN01512,26,93805.0,234.04,12,13.5,No,Mobile,Dining,No,0,142,0
TXN01513,49,35246.0,236.83,14,2.5,Yes,Mobile,Electronics,No,0,73,0
TXN01514,53,44099.0,445.02,13,0.6,Yes,Desktop,Dining,No,0,29,0
TXN01515,31,43292.0,115.79,14,20.9,No,Tablet,Electronics,No,0,73,0
TXN01516,35,179811.0,105.11,13,4.7,Yes,Desktop,Healthcare,No,0,87,0
TXN01517,27,45326.0,67.7,10,1.4,No,Tablet,Electronics,No,1,57,0
TXN01518,36,117011.0,184.47,18,21.5,Yes,Mobile,Travel,No,1,30,0
TXN01519,38,31104.0,34.77,14,17.2,Yes,Tablet,Dining,No,0,57,0
TXN01520,45,35233.0,223.27,16,13.8,No,Mobile,Grocery,No,0,65,0
TXN01521,50,40381.0,192.05,9,29.1,Yes,Mobile,Electronics,No,0,64,0
TXN01522,30,37591.0,191.63,14,8.1,Yes,Mobile,Clothing,No,0,52,0
TXN01523,18,48754.0,134.03,12,1.6,Yes,Mobile,Electronics,Yes,0,12,0
TXN01524,38,39980.0,409.07,11,0.8,Yes,Desktop,Clothing,No,0,44,0
TXN01525,41,38040.0,241.07,10,4.6,Yes,Mobile,Grocery,No,0,73,0
TXN01526,41,92633.0,73.83,17,1.1,No,Desktop,Travel,No,0,105,0
TXN01527,34,95396.0,74.9,17,9.2,Yes,Mobile,Travel,No,0,42,0
TXN01528,39,84311.0,59.37,4,0.2,No,Mobile,Travel,No,1,30,0
TXN01529,55,69626.0,186.52,16,7.0,No,Mobile,Fuel,No,0,73,0
TXN01530,42,57344.0,53.91,15,2.4,Yes,Mobile,Fuel,No,0,76,0
TXN01531,34,43977.0,285.49,11,5.5,No,Tablet,Travel,Yes,0,43,0
TXN01532,32,35817.0,345.8,12,13.5,Yes,Desktop,Travel,No,1,79,0
TXN01533,36,64760.0,59.4,11,5.2,Yes,Mobile,Grocery,No,0,35,0
TXN01534,56,32434.0,103.45,11,5.0,Yes,Mobile,Fuel,No,0,34,0
TXN01535,36,35166.0,121.61,18,56.2,Yes,Mobile,Clothing,No,0,56,0
TXN01536,38,92402.0,243.39,12,15.2,No,Mobile,Healthcare,Yes,0,50,0
TXN01537,33,129363.0,434.83,19,8.7,Yes,Desktop,Healthcare,No,0,26,0
TXN01538,50,65649.0,31.16,12,10.4,No,Mobile,Dining,No,1,69,0
TXN01539,60,90490.0,93.03,11,11.6,No,Desktop,Travel,No,0,48,0
TXN01540,43,49240.0,97.0,18,0.3,Yes,Desktop,Travel,No,0,56,0
TXN01541,39,30126.0,39.13,10,1.0,No,Mobile,Travel,No,0,132,0
TXN01542,38,72444.0,81.4,13,12.6,No,Desktop,Electronics,Yes,0,40,0
TXN01543,18,71059.0,168.97,15,5.4,No,Desktop,Fuel,No,1,77,0
TXN01544,46,56803.0,96.02,14,0.7,Yes,Mobile,Dining,Yes,0,31,0
TXN01545,39,49317.0,34.88,12,4.2,Yes,Desktop,Electronics,No,0,46,1
TXN01546,43,84803.0,1196.02,15,1.7,Yes,Desktop,Electronics,No,0,60,0
TXN01547,30,35295.0,148.48,11,29.8,Yes,Mobile,Healthcare,No,0,36,0
TXN01548,34,38828.0,131.22,9,2.7,Yes,Mobile,Dining,No,0,116,0
TXN01549,33,34942.0,49.86,10,1.9,No,Mobile,Dining,No,0,86,0
TXN01550,49,57144.0,147.83,10,11.8,No,Tablet,Dining,No,0,87,0
TXN01551,34,33710.0,105.23,15,8.9,Yes,Mobile,Dining,No,0,50,0
TXN01552,61,40424.0,26.49,14,10.3,Yes,Mobile,Clothing,No,1,52,0
TXN01553,43,40035.0,50.97,11,6.9,No,Mobile,Dining,No,0,78,0
TXN01554,24,48914.0,226.66,13,7.6,Yes,Mobile,Clothing,Yes,0,69,0
TXN01555,37,28163.0,568.33,17,18.1,Yes,Mobile,Travel,No,0,59,0
TXN01556,31,57201.0,160.97,8,3.0,Yes,Mobile,Clothing,No,0,10,0
TXN01557,18,96411.0,290.02,14,6.1,Yes,Mobile,Clothing,No,0,70,0
TXN01558,56,58458.0,105.94,21,38.0,Yes,Desktop,Dining,No,0,43,0
TXN01559,46,110049.0,111.97,16,2.5,Yes,Tablet,Dining,Yes,0,15,0
TXN01560,44,100247.0,287.23,7,4.2,Yes,Mobile,Fuel,No,1,46,0
TXN01561,40,78047.0,453.83,10,2.6,Yes,Tablet,Travel,No,1,49,0
TXN01562,23,56880.0,339.8,11,0.2,Yes,Mobile,Healthcare,No,0,23,0
TXN01563,33,55560.0,51.13,10,3.8,Yes,Desktop,Electronics,No,0,84,0
TXN01564,47,77559.0,113.74,17,0.6,No,Mobile,Travel,No,0,60,0
TXN01565,26,46112.0,149.83,6,2.0,Yes,Mobile,Grocery,No,1,47,0
TXN01566,18,23575.0,97.49,17,5.4,Yes,Mobile,Dining,No,0,55,0
TXN01567,36,68630.0,163.66,9,0.3,No,Mobile,Electronics,No,0,38,0
TXN01568,36,33061.0,231.35,10,16.8,Yes,Desktop,Grocery,No,0,65,0
TXN01569,39,35672.0,267.67,14,19.1,Yes,Mobile,Clothing,No,1,56,0
TXN01570,46,55006.0,462.29,9,6.4,No,Mobile,Electronics,No,0,44,0
TXN01571,45,52695.0,92.2,12,50.1,Yes,Tablet,Travel,Yes,0,43,0
TXN01572,41,29134.0,40.3,8,13.6,No,Desktop,Healthcare,No,1,58,0
TXN01573,51,59252.0,159.82,12,16.3,No,Mobile,Clothing,No,1,61,0
TXN01574,21,84953.0,541.61,10,2.6,Yes,Mobile,Grocery,No,0,59,0
TXN01575,44,33102.0,81.93,17,21.8,Yes,Desktop,Clothing,No,0,101,0
TXN01576,45,97510.0,207.88,14,34.8,Yes,Mobile,Clothing,No,0,67,0
TXN01577,24,27256.0,209.37,15,3.2,Yes,Desktop,Clothing,No,0,32,0
TXN01578,21,142612.0,139.86,12,13.9,No,Desktop,Dining,No,0,34,0
TXN01579,30,45708.0,120.67,15,16.5,Yes,Mobile,Dining,No,0,105,0
TXN01580,31,58725.0,57.33,14,4.4,Yes,Tablet,Grocery,No,0,120,0
TXN01581,46,23475.0,19.34,8,7.7,Yes,Mobile,Travel,No,0,79,0
TXN01582,31,53483.0,49.3,11,1.2,Yes,Desktop,Healthcare,No,0,45,0
TXN01583,29,60956.0,87.82,12,2.3,Yes,Mobile,Grocery,No,0,54,0
TXN01584,31,52908.0,288.71,14,0.8,Yes,Desktop,Travel,No,0,138,0
TXN01585,50,42689.0,110.5,8,9.9,No,Tablet,Electronics,No,1,27,1
TXN01586,38,35923.0,79.22,12,11.8,Yes,Desktop,Healthcare,No,0,45,0
TXN01587,36,91475.0,58.83,16,29.7,Yes,Desktop,Travel,No,0,41,0
TXN01588,37,55768.0,202.95,19,9.4,Yes,Mobile,Grocery,No,0,42,0
TXN01589,52,110021.0,355.73,11,3.6,Yes,Desktop,Grocery,No,0,49,0
TXN01590,30,43398.0,280.97,11,0.7,Yes,Desktop,Electronics,No,0,63,0
TXN01591,52,45226.0,194.89,13,25.9,Yes,Tablet,Clothing,No,0,73,0
TXN01592,40,79388.0,36.86,8,7.8,Yes,Tablet,Healthcare,No,0,107,1
TXN01593,36,26496.0,90.57,10,16.0,Yes,Mobile,Grocery,No,0,48,0
TXN01594,66,31858.0,569.83,13,0.2,Yes,Mobile,Fuel,No,0,76,0
TXN01595,26,90125.0,294.43,10,8.0,No,Tablet,Clothing,No,0,44,0
TXN01596,34,32459.0,35.08,17,4.7,Yes,Desktop,Healthcare,No,1,60,0
TXN01597,24,24258.0,114.78,17,0.4,No,Mobile,Healthcare,No,0,85,0
TXN01598,48,127507.0,160.45,11,17.9,Yes,Mobile,Grocery,No,0,36,0
TXN01599,57,29374.0,65.22,10,8.6,No,Mobile,Fuel,No,1,56,0
TXN01600,56,59751.0,18.92,17,4.9,Yes,Desktop,Grocery,No,0,39,0
TXN01601,51,56737.0,129.87,9,19.7,Yes,Desktop,Grocery,Yes,0,74,0
TXN01602,36,18000.0,63.9,12,7.1,No,Mobile,Electronics,Yes,0,33,0
TXN01603,34,48766.0,64.1,18,0.2,No,Mobile,Clothing,No,1,27,0
TXN01604,20,67297.0,90.36,10,34.7,No,Desktop,Fuel,No,0,42,0
TXN01605,60,64507.0,107.83,16,3.5,Yes,Tablet,Healthcare,No,0,84,0
TXN01606,43,82592.0,119.13,13,21.3,Yes,Mobile,Electronics,No,0,43,0
TXN01607,33,46199.0,59.16,7,20.3,Yes,Tablet,Fuel,No,0,30,0
TXN01608,53,75790.0,100.62,13,2.1,No,Mobile,Fuel,No,0,49,0
TXN01609,27,40332.0,29.42,13,7.7,No,Tablet,Healthcare,No,0,41,0
TXN01610,42,29155.0,153.9,14,0.5,Yes,Desktop,Healthcare,No,0,73,0
TXN01611,36,30672.0,12.21,12,5.3,No,Tablet,Dining,No,0,34,0
TXN01612,45,28485.0,95.19,10,15.8,Yes,Desktop,Fuel,No,1,47,0
TXN01613,37,86630.0,250.35,10,3.2,Yes,Mobile,Electronics,No,0,78,0
TXN01614,22,27821.0,51.42,11,1.5,Yes,Tablet,Electronics,No,0,61,0
TXN01615,39,62218.0,212.86,8,8.5,Yes,Desktop,Travel,No,0,31,0
TXN01616,50,48797.0,302.5,10,9.2,Yes,Mobile,Clothing,No,0,69,0
TXN01617,38,52517.0,8.51,9,13.5,Yes,Mobile,Clothing,No,0,64,1
TXN01618,47,101591.0,106.31,14,17.1,Yes,Mobile,Clothing,No,0,33,0
TXN01619,26,45152.0,12.02,12,14.3,Yes,Desktop,Grocery,No,0,94,0
TXN01620,38,72425.0,109.17,10,22.4,No,Desktop,Dining,No,0,60,0
TXN01621,31,55938.0,119.31,14,3.0,Yes,Mobile,Grocery,No,0,33,0
TXN01622,46,51363.0,16.47,9,10.1,Yes,Mobile,Electronics,Yes,0,93,0
TXN01623,38,154829.0,559.68,10,5.4,Yes,Mobile,Dining,No,0,54,0
TXN01624,46,28753.0,150.85,13,39.3,No,Mobile,Fuel,No,0,53,0
TXN01625,50,98243.0,60.84,16,7.0,Yes,Mobile,Healthcare,No,0,75,0
TXN01626,46,73900.0,387.53,24,38.5,No,Tablet,Clothing,No,0,63,0
TXN01627,41,44325.0,28.53,16,17.6,Yes,Desktop,Electronics,No,1,54,0
TXN01628,27,114494.0,44.89,17,15.2,Yes,Mobile,Healthcare,No,0,80,0
TXN01629,38,23943.0,19.07,12,8.1,Yes,Desktop,Electronics,No,0,94,0
TXN01630,32,43490.0,506.91,9,7.0,Yes,Mobile,Electronics,No,0,38,0
TXN01631,34,31929.0,156.55,13,9.0,Yes,Mobile,Electronics,No,0,97,0
TXN01632,34,66206.0,203.37,12,4.2,Yes,Tablet,Dining,Yes,1,174,0
TXN01633,27,33330.0,152.67,10,28.2,Yes,Mobile,Healthcare,No,0,37,0
TXN01634,18,66834.0,189.9,13,19.0,Yes,Mobile,Grocery,No,0,28,0
TXN01635,31,50574.0,127.73,12,19.4,No,Desktop,Grocery,No,0,117,0
TXN01636,40,44328.0,149.04,11,6.8,No,Mobile,Clothing,No,0,79,0
TXN01637,23,65511.0,130.79,18,0.9,Yes,Mobile,Fuel,No,0,55,0
TXN01638,38,48738.0,73.75,16,13.8,Yes,Mobile,Electronics,No,0,35,0
TXN01639,59,33698.0,115.61,13,5.6,Yes,Mobile,Healthcare,Yes,0,30,1
TXN01640,49,194018.0,149.36,11,24.5,Yes,Mobile,Healthcare,No,0,52,0
TXN01641,56,44173.0,131.1,15,18.2,No,Tablet,Clothing,No,0,70,0
TXN01642,42,20275.0,36.79,14,1.9,No,Desktop,Electronics,Yes,0,38,0
TXN01643,51,37652.0,40.92,14,11.0,Yes,Tablet,Clothing,No,0,43,0
TXN01644,30,31095.0,285.36,8,14.1,Yes,Desktop,Grocery,No,0,120,0
TXN01645,31,79766.0,93.87,12,10.1,Yes,Desktop,Healthcare,No,0,9,0
TXN01646,18,63566.0,191.57,11,8.7,No,Mobile,Clothing,No,0,69,0
TXN01647,51,65809.0,50.09,15,3.1,Yes,Desktop,Fuel,No,0,53,0
TXN01648,55,46564.0,36.93,17,3.2,No,Mobile,Clothing,No,0,103,0
TXN01649,32,48503.0,61.11,14,17.5,No,Mobile,Travel,No,0,33,0
TXN01650,35,46545.0,100.43,13,0.2,No,Desktop,Dining,No,1,26,0
TXN01651,30,53027.0,70.48,10,18.1,Yes,Desktop,Healthcare,No,1,32,0
TXN01652,42,80097.0,337.86,9,9.0,Yes,Mobile,Healthcare,No,0,50,0
TXN01653,50,63980.0,138.53,11,33.0,Yes,Mobile,Clothing,No,0,18,0
TXN01654,19,68881.0,526.71,12,71.1,No,Mobile,Healthcare,No,0,57,0
TXN01655,43,68864.0,165.84,15,13.1,Yes,Desktop,Clothing,No,0,93,0
TXN01656,35,81886.0,17.42,14,6.4,No,Tablet,Grocery,No,0,53,0
TXN01657,39,62615.0,279.31,16,7.7,No,Desktop,Dining,No,0,37,0
TXN01658,43,64639.0,35.87,15,2.7,No,Desktop,Grocery,No,0,54,0
TXN01659,36,93906.0,144.3,10,1.3,Yes,Mobile,Fuel,No,0,33,0
TXN01660,37,40775.0,64.57,12,10.4,Yes,Mobile,Electronics,No,0,76,0
TXN01661,36,37422.0,666.25,20,19.6,Yes,Desktop,Travel,No,0,49,0
TXN01662,49,32255.0,379.62,11,3.6,Yes,Mobile,Dining,No,0,77,0
TXN01663,43,59719.0,66.29,13,6.5,No,Mobile,Travel,No,2,63,0
TXN01664,40,23883.0,108.38,8,9.7,No,Desktop,Electronics,No,0,122,0
TXN01665,24,67715.0,145.94,13,28.6,Yes,Tablet,Grocery,No,0,79,1
TXN01666,34,52363.0,239.42,11,1.8,Yes,Mobile,Fuel,No,0,32,0
TXN01667,48,91645.0,122.83,12,3.2,Yes,Tablet,Electronics,No,0,46,0
TXN01668,38,40649.0,52.86,14,30.1,Yes,Mobile,Travel,No,0,34,0
TXN01669,45,50191.0,67.59,20,0.5,Yes,Mobile,Healthcare,No,0,18,0
TXN01670,57,91133.0,119.57,13,12.8,Yes,Mobile,Travel,No,0,48,0
TXN01671,49,102488.0,322.16,17,12.2,No,Desktop,Travel,No,0,53,0
TXN01672,39,40498.0,168.98,10,5.8,No,Mobile,Grocery,No,1,25,0
TXN01673,32,59688.0,64.64,14,7.6,Yes,Desktop,Healthcare,No,1,75,0
TXN01674,18,62792.0,201.58,21,23.2,No,Mobile,Clothing,Yes,0,105,0
TXN01675,36,65071.0,88.05,13,2.2,Yes,Mobile,Travel,No,0,63,0
