Student_ID,Age,Study_Hours,Attendance_Percentage,Assignment_Score,Midterm_Score,Final_Score,Projects_Completed,Sleep_Hours,Screen_Time_Hours,Study_Expenses,Travel_Distance_Km
STU0825,24,4.9,81.6,70.8,73.9,71.2,4,8.4,5.9,5591.12,10.4
STU0826,24,6.5,58.4,83.7,68.4,75.5,6,5.3,9.4,2104.89,7.2
STU0827,17,4.5,69.9,92.4,75.6,62.3,2,9.6,3.1,5662.34,11.3
STU0828,23,4.7,74.6,50.5,92.8,74.2,3,8.0,4.2,3211.83,2.6
STU0829,23,5.5,79.4,55.9,65.1,56.8,2,4.5,7.9,2081.85,8.3
STU0830,22,8.0,81.5,81.7,70.9,100.0,6,5.1,8.4,1288.22,9.8
STU0831,23,3.0,75.9,64.4,54.2,65.6,3,7.4,3.3,2322.32,16.0
STU0832,18,7.2,87.1,84.2,82.7,85.3,2,5.8,4.2,1925.3,14.7
STU0833,21,7.2,83.2,66.4,79.2,51.4,4,7.7,4.6,5398.03,5.1
STU0834,16,7.2,78.3,53.3,71.5,82.3,4,5.7,7.8,8989.17,18.1
STU0835,22,3.7,88.4,45.6,51.1,57.8,1,5.3,4.7,4887.09,21.3
STU0836,16,1.8,87.6,79.3,57.1,46.3,4,6.3,4.7,1544.72,17.1
STU0837,24,6.7,67.5,79.6,38.7,51.9,3,11.0,4.5,2590.73,19.7
STU0838,16,5.9,81.7,86.6,56.9,55.6,1,5.6,5.2,2157.32,20.1
STU0839,16,7.7,90.9,76.9,79.3,71.9,6,8.6,5.7,1704.42,26.7
STU0840,22,4.0,92.6,20.0,74.3,100.0,4,6.0,8.8,2356.47,17.2
STU0841,17,7.2,85.7,79.6,70.6,100.0,0,6.9,7.9,2293.97,21.9
STU0842,20,7.8,79.7,50.1,91.7,64.5,6,7.2,2.8,8249.39,14.6
STU0843,23,5.3,86.2,44.0,72.9,86.3,3,6.9,4.6,3095.91,20.1
STU0844,23,6.4,90.1,42.2,58.8,48.7,6,7.1,5.0,4276.47,9.4
STU0845,18,6.3,83.2,40.8,56.8,34.2,6,7.4,4.1,4941.92,14.8
STU0846,22,3.7,84.3,76.2,64.3,70.5,1,5.1,7.0,4084.48,14.6
STU0847,18,6.7,79.5,61.0,60.8,79.3,3,6.8,7.7,6070.57,12.1
STU0848,21,9.1,68.6,49.2,83.2,83.3,1,6.9,4.0,1963.57,8.5
STU0849,21,5.5,80.3,72.3,74.7,88.4,3,7.7,5.0,4664.53,8.7
STU0850,18,2.3,75.2,55.4,62.9,64.4,0,6.6,6.8,8948.99,16.7
STU0851,22,4.0,75.3,86.7,63.5,71.2,6,7.7,7.1,1564.7,7.7
STU0852,18,1.6,96.3,93.8,79.3,84.0,4,6.2,4.0,2004.64,17.8
STU0853,23,8.3,91.5,68.7,84.2,90.3,2,6.3,6.0,1909.12,17.2
STU0854,19,7.2,65.1,92.7,38.5,54.6,6,7.4,3.6,10149.26,5.6
STU0855,16,4.4,71.2,92.6,65.3,73.6,2,5.7,7.1,1252.35,17.4
STU0856,19,2.4,78.4,73.3,69.5,81.0,2,6.3,3.5,2685.85,10.2
STU0857,22,3.7,75.6,98.0,76.8,72.5,6,6.4,5.2,3442.45,16.8
STU0858,19,4.1,85.2,62.7,69.8,59.4,1,6.4,4.0,1749.39,46.5
STU0859,21,5.7,69.6,42.7,74.5,70.1,4,7.1,3.0,1312.38,38.2
STU0860,24,5.7,91.6,48.7,64.2,79.0,6,5.8,3.9,1467.27,15.5
STU0861,16,8.5,81.6,62.0,55.1,57.1,5,7.8,4.3,2124.43,9.1
STU0862,20,4.0,78.6,80.0,80.5,49.6,1,6.6,7.5,1766.03,14.2
STU0863,22,2.2,81.9,54.7,81.1,100.0,6,7.5,4.1,6388.06,3.4
STU0864,16,3.0,77.8,61.9,78.4,73.2,6,5.4,5.1,1776.05,12.0
STU0865,19,5.4,61.7,53.3,81.3,86.0,1,3.3,3.7,1764.71,23.7
STU0866,21,3.9,82.1,62.2,52.5,73.6,6,8.2,6.8,3230.7,23.8
STU0867,17,4.9,78.8,92.1,59.9,87.9,1,7.3,7.1,3019.28,16.4
STU0868,20,4.5,72.5,77.4,85.9,71.3,6,7.7,6.6,314.94,17.9
STU0869,16,7.7,93.0,63.3,73.7,80.0,5,8.7,4.3,1420.93,13.9
STU0870,21,4.2,88.7,90.3,68.9,51.1,6,5.8,3.7,1800.05,7.5
STU0871,21,4.7,100.0,72.4,64.0,40.0,1,4.6,3.2,1295.53,22.0
STU0872,19,7.1,90.3,74.0,88.3,61.9,4,8.3,6.5,4673.27,17.2
STU0873,23,4.3,75.6,89.1,39.7,45.8,6,7.8,4.1,945.55,6.4
STU0874,19,6.4,72.9,66.9,72.7,34.0,2,8.4,6.7,4950.29,2.4
STU0875,23,6.2,77.1,85.7,66.9,75.1,3,9.2,3.3,632.06,10.5
STU0876,23,5.8,75.3,84.7,48.0,39.9,1,5.5,4.6,2635.09,17.1
STU0877,20,3.0,83.1,69.8,93.9,86.1,6,8.2,4.1,6910.07,8.1
STU0878,19,8.2,66.6,51.1,25.0,94.5,4,6.7,3.6,1698.43,17.0
STU0879,17,10.4,88.5,72.2,69.9,45.5,0,8.3,1.5,2538.34,9.9
STU0880,18,5.5,82.9,89.1,76.5,74.9,3,9.4,2.4,4875.75,10.4
STU0881,18,3.2,87.3,84.3,52.4,100.0,1,7.0,7.3,4786.87,9.7
STU0882,19,5.6,70.6,97.7,72.4,62.0,1,6.0,3.3,3042.93,7.0
STU0883,19,7.7,84.5,64.6,64.4,80.4,6,5.2,6.3,2221.2,5.3
STU0884,20,4.1,95.0,83.7,83.8,100.0,3,4.1,5.0,2206.49,9.5
STU0885,19,5.2,73.4,56.9,100.0,41.5,3,8.9,4.3,1012.81,23.4
STU0886,23,6.2,73.1,75.0,73.4,52.7,1,9.0,4.2,1284.22,6.7
STU0887,21,8.1,89.1,88.6,77.7,79.6,4,8.3,4.8,2559.25,10.2
STU0888,21,7.2,72.3,85.6,52.4,100.0,0,6.6,6.3,2986.36,8.4
STU0889,23,7.3,79.7,73.5,71.4,57.9,6,8.0,2.5,13293.8,11.0
STU0890,22,4.6,96.8,68.0,62.0,100.0,4,7.4,4.9,4152.75,34.4
STU0891,23,6.4,73.3,57.1,80.5,72.2,5,5.5,5.8,1992.73,6.5
STU0892,17,3.9,97.4,68.6,45.2,36.6,2,8.5,6.5,3483.54,19.6
STU0893,24,7.4,78.6,52.3,50.8,97.0,2,7.7,7.0,794.36,34.0
STU0894,16,8.0,70.8,66.9,86.9,62.1,2,8.0,4.6,2641.09,12.2
STU0895,23,6.7,88.0,44.9,71.4,77.6,1,7.4,2.2,3901.45,8.2
STU0896,19,4.7,83.1,52.2,89.2,41.8,6,7.2,5.8,3923.2,14.7
STU0897,19,5.1,82.1,84.8,73.8,57.2,6,7.5,4.8,2394.64,11.7
STU0898,20,9.5,74.3,83.1,76.2,44.6,0,6.6,7.4,3620.74,10.2
STU0899,23,4.7,83.0,67.7,63.0,42.7,0,7.8,5.4,2099.23,9.6
STU0900,20,7.8,61.3,73.0,64.9,71.7,6,9.5,7.4,3233.3,18.5
STU0901,23,6.2,84.2,75.0,83.4,79.6,5,7.6,3.9,1355.74,10.8
STU0902,16,4.8,95.0,78.9,65.7,60.7,1,8.5,7.4,1200.24,5.9
STU0903,24,2.5,64.3,77.3,86.9,45.6,1,5.5,5.3,5684.02,20.9
STU0904,21,6.0,77.9,51.9,66.2,48.3,1,8.1,5.8,2216.32,14.6
STU0905,18,5.7,73.3,35.4,49.1,76.3,0,7.7,1.6,3332.48,16.8
STU0906,23,9.5,66.9,56.7,47.7,71.9,1,8.4,7.2,1501.1,10.1
STU0907,24,3.6,61.5,69.7,65.3,76.6,3,6.4,4.6,1202.21,6.6
STU0908,21,10.5,70.2,86.4,82.7,96.5,3,8.3,6.0,1754.49,27.7
STU0909,22,6.3,79.6,75.5,57.4,79.8,3,6.1,4.3,3295.17,14.5
STU0910,16,6.3,93.5,80.0,79.7,77.0,1,8.5,7.3,654.06,20.2
STU0911,20,4.2,66.8,58.5,69.6,100.0,3,8.6,5.5,2860.59,6.3
STU0912,20,6.2,84.9,70.9,77.7,65.3,6,5.6,5.3,3892.14,6.7
STU0913,19,6.5,84.2,73.0,63.4,100.0,5,7.5,8.8,1409.01,13.3
STU0914,21,7.6,98.7,60.7,70.9,94.2,1,6.7,0.5,2924.79,25.9
STU0915,22,3.3,87.7,56.0,83.0,64.9,5,7.6,4.2,2780.62,9.6
STU0916,24,8.6,88.3,68.6,67.7,83.7,3,7.1,4.7,1423.1,20.4
STU0917,16,6.3,89.0,81.9,59.6,66.3,1,6.7,3.3,2271.75,7.6
STU0918,21,6.8,72.8,58.4,38.9,45.6,4,6.2,5.7,2477.19,7.2
STU0919,22,5.0,76.3,68.9,76.7,69.9,2,8.9,2.3,1419.36,7.8
STU0920,18,3.5,93.2,92.3,55.7,45.1,4,6.0,2.4,1993.79,2.0
STU0921,23,5.7,61.5,64.2,59.7,74.0,2,6.3,5.9,2462.22,8.9
STU0922,20,5.9,75.2,72.1,50.9,83.6,2,5.4,3.2,3012.69,11.5
STU0923,24,2.5,68.7,70.4,64.3,66.3,3,8.1,6.0,8538.11,5.2
STU0924,20,7.2,84.3,69.2,100.0,73.9,2,8.3,3.8,1332.36,9.0
STU0925,24,7.7,77.8,97.0,73.6,73.6,2,7.5,3.3,6025.88,8.1
STU0926,19,3.9,88.3,76.6,57.7,84.4,4,6.0,3.0,1395.03,6.3
STU0927,24,3.3,80.9,48.4,60.7,71.5,2,4.8,3.1,2495.93,21.4
STU0928,20,4.8,66.5,94.9,45.0,64.6,1,7.7,4.1,4543.79,5.9
STU0929,24,5.6,67.0,76.1,49.9,83.6,5,8.2,3.4,3328.57,7.6
STU0930,18,4.9,81.9,66.4,47.4,72.7,6,6.3,4.8,541.05,1.9
STU0931,19,5.4,74.3,92.2,72.3,33.7,5,7.1,1.3,5062.89,6.1
STU0932,24,6.0,76.7,60.3,75.1,64.0,1,5.0,3.3,3084.67,9.2
STU0933,21,2.5,91.4,97.7,69.2,61.2,6,6.0,7.5,1741.54,15.6
STU0934,17,2.7,89.6,73.4,73.9,72.5,3,7.5,2.5,2296.18,22.7
STU0935,22,0.5,100.0,87.1,55.7,70.7,6,6.9,3.7,3300.33,17.5
STU0936,17,7.6,78.8,100.0,49.6,36.8,6,7.2,7.5,3659.19,2.4
STU0937,17,5.5,75.6,74.7,49.5,44.6,4,8.5,4.9,3573.38,11.8
STU0938,16,7.8,86.2,70.5,48.8,53.8,6,5.4,1.6,1570.64,15.1
STU0939,18,3.0,76.4,56.0,73.7,71.1,6,7.3,6.2,2480.17,22.5
STU0940,21,5.6,76.7,70.2,100.0,88.3,0,6.1,7.4,1445.18,1.9
STU0941,23,6.0,80.0,56.5,51.2,42.7,5,6.8,5.0,4113.91,18.9
STU0942,24,4.3,98.5,69.2,62.5,58.6,4,7.4,3.9,2133.22,21.3
STU0943,22,2.1,89.0,100.0,71.2,69.2,5,5.4,1.5,3320.1,9.0
STU0944,19,9.3,90.1,73.8,63.5,54.2,0,6.2,4.0,1790.02,56.7
STU0945,21,8.6,98.1,63.7,73.3,71.5,2,6.5,2.5,2643.19,5.8
STU0946,20,4.7,91.0,68.9,58.8,80.9,0,7.5,5.0,2207.04,19.7
STU0947,23,6.6,70.7,65.8,57.1,57.1,2,8.4,6.7,1135.8,16.7
STU0948,16,4.4,90.9,87.7,65.1,75.6,5,4.8,3.0,5080.2,3.7
STU0949,16,3.3,92.1,70.6,73.2,68.1,6,6.1,6.4,3860.58,37.3
STU0950,21,9.5,88.5,96.1,88.5,50.5,4,6.8,1.5,1095.64,29.8
STU0951,17,1.9,80.0,67.3,74.0,67.6,4,6.8,4.5,1467.63,16.3
STU0952,20,4.9,87.5,68.2,64.0,77.8,3,7.5,1.0,1698.56,21.0
STU0953,16,5.7,81.8,58.5,81.3,94.0,5,5.4,5.4,5884.76,28.0
STU0954,22,9.1,72.2,66.2,84.0,98.0,3,6.7,7.3,4392.62,6.7
STU0955,16,7.5,74.7,46.0,63.1,60.3,6,6.5,4.1,2877.9,5.4
STU0956,19,1.8,89.0,40.1,65.7,59.3,5,7.9,5.3,894.27,12.0
STU0957,24,5.5,72.9,81.4,61.2,70.7,6,7.1,4.0,3363.65,27.5
STU0958,16,5.5,73.9,45.8,81.1,60.8,2,6.4,5.7,2790.34,6.4
STU0959,19,5.0,89.5,78.1,69.2,90.6,5,8.6,6.6,1997.88,13.5
STU0960,21,6.9,83.3,64.5,45.5,71.7,5,6.3,5.0,5902.83,5.0
STU0961,21,2.4,87.8,86.1,74.5,70.9,2,6.0,3.9,2195.34,27.5
STU0962,23,4.6,69.7,46.1,91.8,80.9,1,7.8,5.6,5386.57,11.9
STU0963,16,6.6,87.5,81.0,93.1,72.7,6,6.4,8.6,1968.72,9.2
STU0964,22,7.0,75.4,77.0,60.3,75.2,1,7.1,5.6,1433.6,15.0
STU0965,16,5.8,71.8,77.4,56.9,74.5,5,9.3,2.5,1112.3,12.5
STU0966,22,4.9,76.9,88.9,98.4,67.5,1,6.4,8.8,2373.55,21.4
STU0967,18,5.2,95.6,73.1,93.1,54.7,4,5.7,3.4,2573.27,7.3
STU0968,23,7.1,78.4,35.3,75.5,99.9,5,6.7,3.4,1344.05,15.2
STU0969,18,5.6,100.0,78.7,40.6,54.6,0,6.6,7.0,1384.84,26.9
STU0970,16,3.2,61.4,76.8,58.3,98.1,2,8.0,4.2,5367.95,10.2
STU0971,23,2.8,66.5,68.3,50.5,75.8,3,5.2,6.0,4049.87,8.2
STU0972,18,2.2,95.2,59.4,97.0,59.8,2,10.5,5.9,8217.55,5.4
STU0973,17,8.7,97.8,66.6,43.6,79.4,5,6.1,5.9,873.88,43.0
STU0974,16,7.3,73.4,93.9,96.9,83.4,0,7.7,7.9,7588.18,40.1
STU0975,18,5.3,82.7,58.2,66.3,99.2,2,8.2,4.5,1498.65,4.5
STU0976,17,4.5,89.1,45.9,48.8,47.6,3,7.2,5.1,1063.26,12.8
STU0977,17,4.2,79.7,50.0,83.8,67.6,3,7.8,3.2,2941.63,8.1
STU0978,21,7.9,83.5,71.5,78.1,93.4,0,7.1,6.5,746.34,16.2
STU0979,16,9.7,82.1,97.1,47.7,82.7,3,7.8,5.4,5055.25,19.4
STU0980,17,4.2,67.2,100.0,67.6,78.3,4,6.4,7.5,2795.81,9.7
STU0981,21,8.0,78.6,81.8,90.0,95.1,3,6.2,5.7,1582.47,8.0
STU0982,18,5.6,82.1,57.3,61.4,66.9,6,4.7,8.5,4795.58,33.0
STU0983,19,5.0,83.0,58.9,94.9,29.2,0,7.6,4.7,2289.23,12.5
STU0984,16,8.8,64.7,85.1,56.1,63.8,0,6.6,5.5,2558.24,13.7
STU0985,23,5.5,89.5,92.0,42.0,100.0,2,7.5,5.1,3758.67,12.8
STU0986,22,6.2,83.3,62.4,68.7,75.1,3,6.6,3.6,1659.21,21.7
STU0987,22,6.0,71.4,93.4,44.6,55.7,3,8.6,1.1,1259.08,8.5
STU0988,18,1.9,100.0,68.6,70.0,92.7,5,6.8,5.4,2296.76,29.9
STU0989,18,6.1,78.5,82.7,68.1,84.4,5,6.2,1.8,1038.47,18.5
STU0990,17,4.3,79.2,89.2,55.9,72.5,0,6.5,5.9,1889.91,15.2
STU0991,16,2.4,88.4,49.8,98.1,79.9,5,7.7,7.3,1303.96,32.2
STU0992,22,4.4,100.0,78.8,67.9,52.7,2,10.8,4.9,2041.26,3.8
STU0993,22,4.3,88.8,93.4,81.8,63.8,6,8.8,5.8,1395.57,4.1
STU0994,17,7.8,90.3,63.6,82.9,68.9,2,5.4,5.8,2002.94,9.7
STU0995,22,3.2,72.0,56.2,96.2,88.7,4,7.3,6.9,4875.25,9.7
STU0996,23,3.8,82.9,79.4,48.6,60.7,6,6.0,4.8,1542.93,8.5
STU0997,16,6.0,76.7,74.0,39.9,69.6,4,6.5,2.6,3209.32,34.0
STU0998,24,2.6,89.0,67.1,95.6,94.5,0,6.6,1.5,771.56,15.5
STU0999,22,4.1,90.0,72.0,77.3,100.0,2,6.9,4.3,2017.6,37.9
STU1000,18,1.8,98.3,46.9,70.0,55.2,2,8.1,1.7,1462.38,18.3
STU1001,23,7.5,60.4,78.1,65.9,72.4,4,6.7,5.1,2595.73,11.1
STU1002,22,4.8,75.7,95.9,63.0,44.4,6,7.2,5.5,1745.72,5.4
STU1003,23,5.5,95.0,61.3,81.8,69.8,5,7.0,3.9,4384.9,12.4
STU1004,21,7.5,68.0,59.6,44.9,65.1,4,6.1,6.5,1986.03,4.6
STU1005,24,3.9,90.1,74.6,75.6,91.3,0,6.3,5.3,5194.02,21.4
STU1006,20,4.8,93.3,100.0,84.5,50.1,6,6.2,3.7,641.73,18.0
STU1007,18,3.2,81.7,88.5,79.9,47.7,2,7.9,4.1,2566.21,14.1
STU1008,18,3.2,67.8,70.6,66.9,95.9,0,6.5,7.7,2728.08,22.5
STU1009,16,3.5,80.8,72.6,68.0,59.2,4,9.3,1.6,1361.61,2.9
STU1010,23,4.4,96.6,90.0,88.6,73.4,3,6.0,4.5,2501.78,16.2
STU1011,17,4.7,97.4,58.4,77.3,75.0,4,6.0,5.4,3420.19,6.4
STU1012,18,6.1,84.1,81.2,96.1,56.6,2,5.6,3.8,5067.13,12.2
STU1013,23,3.5,72.2,55.2,40.1,56.6,0,6.9,3.6,2076.65,3.0
STU1014,23,6.2,99.4,85.9,82.5,89.2,5,6.3,7.2,1878.94,2.4
STU1015,19,6.6,90.2,67.6,55.0,81.5,5,6.5,9.1,1691.12,13.0
STU1016,19,4.5,72.9,75.0,66.8,69.7,2,8.3,4.3,2582.19,13.5
STU1017,20,3.7,85.4,66.6,90.0,67.7,4,6.8,5.1,1360.76,15.1
STU1018,21,5.7,85.0,82.5,52.0,75.4,4,6.5,6.2,4071.89,14.4
STU1019,20,5.1,75.6,69.4,100.0,76.5,1,7.4,3.0,870.6,11.2
STU1020,22,6.0,85.5,100.0,85.7,91.4,4,7.2,5.1,2397.15,51.2
STU1021,17,9.0,93.1,93.3,77.3,69.6,2,8.0,8.1,1019.75,12.6
STU1022,22,5.7,79.0,52.4,53.1,77.5,6,8.1,9.8,2423.09,12.2
STU1023,22,4.1,94.1,74.9,65.1,82.2,6,7.6,2.5,4228.11,8.0
STU1024,16,3.5,64.4,83.0,62.3,82.5,0,8.2,3.2,2819.45,8.0
STU1025,22,3.6,100.0,65.1,48.3,94.6,0,6.1,4.1,1689.67,6.8
STU1026,20,2.3,82.6,90.2,85.5,69.8,1,6.8,4.3,3983.24,12.2
STU1027,18,7.6,92.7,88.4,61.5,60.4,5,7.2,7.2,422.4,25.8
STU1028,18,0.6,84.2,70.7,65.2,63.9,2,7.1,5.1,2393.06,8.6
STU1029,19,6.6,73.8,86.7,66.0,80.9,4,11.0,7.0,1455.61,5.0
STU1030,17,3.6,81.6,35.8,64.6,68.2,3,8.4,5.5,3447.12,7.0
STU1031,17,4.4,62.9,92.4,76.5,100.0,0,8.4,4.8,482.49,2.6
STU1032,16,3.5,88.9,85.3,58.0,70.2,2,6.6,5.9,1847.32,4.1
STU1033,20,8.7,83.9,55.7,84.3,53.8,6,6.9,0.5,1646.01,12.5
STU1034,19,5.5,80.1,75.8,58.5,75.5,1,8.0,4.3,4499.87,13.8
STU1035,17,7.2,89.5,41.6,67.5,96.2,3,9.0,4.4,1493.75,13.5
STU1036,18,8.4,82.4,60.5,47.1,56.1,5,5.9,2.2,2164.14,24.6
STU1037,22,5.9,88.1,88.4,85.1,55.6,2,6.4,7.7,2618.12,25.2
STU1038,22,2.9,91.6,71.8,89.2,66.8,4,6.7,4.5,2461.96,2.2
STU1039,19,5.0,76.5,71.0,79.5,59.0,5,7.3,5.7,2429.91,20.0
STU1040,20,3.9,73.6,72.7,70.7,47.0,6,8.0,6.7,2602.28,37.3
STU1041,20,4.4,64.8,70.9,67.4,43.8,0,7.9,3.3,2499.12,24.9
STU1042,21,5.3,83.2,86.8,43.0,74.0,6,7.6,5.6,11716.89,52.1
STU1043,24,5.2,86.5,62.7,46.3,82.2,4,6.0,1.7,779.63,15.5
STU1044,17,6.4,68.8,78.3,80.0,58.1,1,6.8,6.1,1494.83,10.4
STU1045,20,6.7,96.2,54.8,65.1,68.8,0,5.3,3.9,2424.66,20.9
STU1046,18,5.2,73.8,83.1,46.3,73.1,3,8.3,4.4,5153.6,26.7
STU1047,19,6.4,61.0,67.2,45.5,51.2,0,7.0,7.2,4647.15,9.9
STU1048,21,4.3,96.9,71.4,78.2,84.6,6,5.5,8.6,4907.14,9.7
STU1049,23,8.4,62.3,66.6,82.0,73.6,4,10.1,3.6,2443.23,7.0
STU1050,16,4.3,91.6,68.5,43.5,78.9,5,3.7,3.3,5601.17,7.2
STU1051,23,8.1,89.2,56.9,70.4,81.6,2,6.9,6.4,1693.32,6.3
STU1052,22,2.3,85.2,76.9,74.2,100.0,6,8.7,6.3,4533.99,21.2
STU1053,16,4.7,76.8,80.3,58.7,52.6,2,6.4,2.6,2827.13,13.3
STU1054,17,4.8,87.0,52.0,87.8,54.8,2,7.2,5.0,2859.91,8.9
STU1055,18,6.1,92.5,63.1,62.5,98.6,6,7.6,5.0,1059.28,5.2
STU1056,16,7.4,72.1,72.5,40.5,81.1,6,4.0,4.9,791.04,12.0
STU1057,24,2.8,91.8,63.0,64.9,71.2,6,5.6,6.3,2069.64,21.6
STU1058,23,3.1,91.3,68.7,89.9,61.9,1,6.9,8.0,2353.1,14.6
STU1059,17,2.4,84.9,96.2,62.5,66.1,1,6.9,4.5,1206.25,29.6
STU1060,24,8.4,76.6,56.7,51.2,66.4,2,5.2,8.6,4563.35,5.9
STU1061,22,6.2,91.4,37.3,78.1,44.6,3,7.0,4.8,1463.91,13.4
STU1062,24,3.1,87.1,63.0,72.1,86.5,4,7.7,8.3,3634.13,15.4
STU1063,21,4.5,71.8,67.1,68.0,35.8,3,8.7,5.8,2064.83,25.5
STU1064,21,8.1,78.3,64.7,75.6,55.6,6,7.3,7.2,4155.12,2.1
STU1065,19,4.9,90.2,76.0,56.9,62.7,6,5.8,6.9,1147.79,23.5
STU1066,17,4.8,83.1,56.6,58.4,100.0,2,7.7,3.4,880.79,10.9
STU1067,22,3.8,92.9,54.4,79.6,68.3,4,7.9,5.7,3549.53,7.9
STU1068,20,3.2,78.6,61.9,52.5,75.4,1,6.8,3.2,4353.06,1.3
STU1069,21,8.1,72.0,62.2,93.8,55.1,0,6.5,4.8,3067.6,15.8
STU1070,17,9.2,100.0,100.0,87.7,84.8,0,6.4,2.7,1407.83,9.8
STU1071,20,3.3,65.2,95.3,49.7,100.0,4,7.8,4.6,3880.41,25.6
STU1072,19,8.6,77.0,47.0,91.6,78.4,3,6.8,5.1,3617.21,8.9
STU1073,24,4.4,84.8,43.1,70.4,64.3,4,7.4,3.3,1190.39,7.6
STU1074,21,6.7,91.9,70.7,90.2,35.5,3,6.0,5.0,3347.33,12.8
STU1075,17,8.6,88.5,100.0,70.1,81.8,6,7.1,6.6,2742.7,6.4
STU1076,16,5.2,100.0,82.0,65.2,53.2,5,5.6,3.0,2676.11,7.5
STU1077,20,4.8,80.8,71.5,63.5,57.2,3,6.2,6.8,1017.44,13.1
STU1078,24,7.3,73.3,65.2,28.8,85.8,0,7.1,6.8,4268.07,26.1
STU1079,21,3.1,79.8,88.2,82.8,61.9,1,6.0,3.1,1756.95,20.5
STU1080,22,8.0,78.8,74.7,56.7,68.4,2,6.5,0.5,1640.74,20.3
STU1081,20,5.8,81.3,98.0,83.4,82.7,6,8.0,7.2,3360.66,15.7
STU1082,21,4.2,72.2,46.7,94.8,58.0,1,6.6,4.5,2169.13,50.9
STU1083,20,4.2,89.8,78.4,58.8,48.1,2,6.5,5.0,983.2,8.7
STU1084,24,2.5,85.7,63.6,57.8,77.9,5,5.8,9.0,6756.09,12.0
STU1085,21,4.3,69.4,78.2,84.1,82.8,0,6.3,5.8,2899.69,5.1
STU1086,23,4.9,91.7,75.8,60.5,60.2,6,7.0,5.9,2466.91,21.3
STU1087,17,3.2,73.9,79.6,89.1,59.3,2,7.8,5.0,2449.66,9.1
STU1088,24,5.4,70.2,86.7,56.9,51.3,5,5.0,4.6,2525.07,26.6
STU1089,20,6.5,82.9,92.8,91.0,82.1,6,8.0,4.9,2661.99,12.2
STU1090,22,5.0,64.4,100.0,63.1,100.0,3,6.5,4.7,5247.53,4.4
STU1091,16,7.0,87.9,72.2,73.3,85.8,4,6.9,1.6,6985.13,20.8
STU1092,20,3.7,53.6,63.9,83.7,68.4,6,7.9,3.0,2070.77,9.5
STU1093,17,7.7,71.7,53.6,76.2,82.2,6,9.9,4.9,3880.43,12.9
STU1094,21,5.8,97.8,78.5,85.1,55.9,2,7.7,9.1,3757.93,18.6
STU1095,16,8.9,75.1,84.5,44.7,76.3,1,6.4,2.2,3913.45,25.0
STU1096,18,10.8,76.9,51.8,61.5,51.6,0,7.2,4.0,5713.04,3.9
STU1097,20,4.5,94.7,89.2,69.0,67.9,0,7.5,3.9,4349.3,4.2
STU1098,19,4.6,74.1,70.5,55.8,88.3,6,5.2,6.4,3278.83,13.2
STU1099,18,5.0,89.6,53.2,83.5,83.8,6,5.6,5.2,1655.05,26.2
STU1100,20,6.8,93.7,59.3,59.8,79.7,5,7.5,3.7,3044.8,13.7
STU1101,23,8.4,86.8,57.9,55.8,77.1,4,7.7,7.3,1266.7,5.6
STU1102,19,4.1,67.6,58.1,83.0,57.5,3,7.5,3.0,3373.83,9.9
STU1103,16,6.3,76.0,80.5,51.3,72.4,6,7.8,4.0,3076.6,5.3
STU1104,22,5.2,100.0,85.0,52.1,83.3,3,6.5,2.8,985.9,16.0
STU1105,23,6.9,77.1,97.5,76.1,65.9,0,8.4,7.0,1842.83,15.7
STU1106,18,8.8,100.0,61.5,89.5,66.5,3,9.4,4.9,1543.96,10.7
STU1107,21,5.0,99.1,77.1,70.6,62.0,6,6.2,3.6,3947.72,18.3
STU1108,17,1.8,87.2,62.3,42.1,65.2,6,5.4,5.9,2065.04,10.5
STU1109,22,7.1,85.0,72.3,79.0,56.9,5,6.9,8.2,991.31,22.5
STU1110,23,3.7,77.4,49.8,58.5,70.4,4,8.1,0.5,3340.42,23.3
STU1111,21,5.2,81.1,55.2,85.9,64.6,0,7.9,6.2,2859.42,10.3
STU1112,21,7.2,75.1,84.0,61.9,44.9,3,7.2,8.5,2710.73,5.6
STU1113,20,6.2,81.4,49.7,86.3,100.0,2,4.0,8.1,1221.07,19.1
STU1114,23,5.3,68.4,81.2,61.3,52.4,2,6.1,4.5,3663.16,25.9
STU1115,16,4.2,67.8,61.9,57.0,67.7,5,8.4,5.2,2322.82,19.6
STU1116,19,0.5,95.0,43.1,37.3,71.0,3,4.7,5.4,2233.98,12.4
STU1117,19,7.0,65.9,33.9,57.4,60.9,2,7.0,4.5,1103.66,3.5
STU1118,18,4.9,90.9,94.0,70.8,68.5,4,6.3,6.8,1129.88,5.1
STU1119,18,8.8,63.1,43.4,69.6,56.1,1,7.8,1.8,20000.0,30.6
STU1120,19,6.4,88.3,71.0,77.8,82.4,4,4.8,6.2,1181.45,14.5
STU1121,16,4.3,79.9,77.3,87.9,69.6,5,6.6,4.8,635.49,11.1
STU1122,17,7.8,95.2,52.3,68.5,82.2,4,7.2,7.0,1945.96,12.0
STU1123,24,8.0,78.7,63.7,69.1,95.0,3,6.5,7.2,2208.86,13.4
STU1124,17,5.0,61.9,79.2,85.8,65.2,6,7.8,5.2,1377.56,13.9
STU1125,20,8.1,80.1,76.4,71.7,83.1,4,5.0,3.8,1465.42,12.6
STU1126,24,4.3,83.6,65.1,53.2,96.1,3,5.5,7.1,2314.19,11.0
