Vehicle_ID,Model,Year,Price,Mileage,Purchase_Date,Used,Fuel_Type,Transmission,City,Engine_CC,Owner_Count
VH10433,Fortuner,2013,2473513,11.7,12-02-2026,Yes,CNG,Automatic,Pune,1998,1
VH11492,Verna,2011,1952131,15.5,17-03-2022,No,Petrol,Automatic,Pune,2184,1
VH10219,City,2013,3015223,8.8,18-06-2018,Yes,CNG,Automatic,Bangalore,2184,2
VH11931,Baleno,2022,1195596,14.7,13-02-2026,No,Petrol,Manual,Mumbai,1998,2
VH11466,Thar,2017,2418219,17.2,16-04-2026,No,Diesel,Manual,Pune,998,1
VH10631,Creta,2019,1026448,15.7,17-08-2018,Yes,Electric,Automatic,Coimbatore,1497,2
VH11382,Verna,2016,1384309,11.4,24-11-2023,Yes,Electric,Manual,Pune,1197,4
VH11302,Fortuner,2016,3162349,27.3,11-12-2021,No,CNG,Automatic,Hyderabad,1498,3
VH10060,Fortuner,2011,2550229,20.6,21-12-2023,No,Electric,Manual,Coimbatore,998,2
VH10299,Creta,2025,3942693,23.2,08-06-2020,Yes,CNG,Manual,Mumbai,1497,1
VH11711,Fortuner,2014,2389706,8.8,25-08-2019,No,Diesel,Manual,Coimbatore,1199,3
VH10074,Seltos,2022,4152256,18.4,14-05-2020,No,Petrol,Manual,Coimbatore,1197,4
VH10163,Thar,2015,898506,19.1,14-08-2020,Yes,Electric,Automatic,Mumbai,1197,2
VH11275,Seltos,2010,2662460,17.3,25-10-2022,No,Diesel,Manual,Delhi,1199,2
VH11594,Venue,2017,1831817,15.0,07-08-2025,Yes,Electric,Automatic,Coimbatore,998,1
VH11434,City,2023,4196937,15.9,17-02-2023,No,Petrol,Manual,Pune,1497,1
VH11613,Swift,2014,1690598,19.1,06-06-2020,Yes,Electric,Manual,Bangalore,998,4
VH10592,Nexon,2025,793992,12.4,25-11-2018,No,Electric,Automatic,Mumbai,1498,4
VH10317,Creta,2014,1768919,26.2,02-10-2023,No,Petrol,Manual,Hyderabad,1497,1
VH10046,Seltos,2015,585622,22.2,20-10-2023,Yes,Diesel,Automatic,Coimbatore,1998,3
VH11720,Verna,2012,1051993,13.7,15-12-2020,No,Petrol,Manual,Hyderabad,998,1
VH11832,Verna,2022,1716693,27.9,13-01-2020,Yes,Petrol,Manual,Mumbai,1197,3
VH10428,Seltos,2014,1394409,18.6,05-08-2022,No,Diesel,Automatic,Delhi,1497,1
VH10582,Verna,2024,3438102,27.7,11-01-2019,No,Petrol,Automatic,Chennai,998,3
VH10077,Thar,2024,1718412,18.1,23-03-2026,Yes,Diesel,Manual,Bangalore,1197,2
VH11917,Nexon,2011,3385945,21.4,10-05-2025,Yes,Electric,Automatic,Mumbai,1199,1
VH11415,City,2010,4098196,20.8,25-11-2024,No,Petrol,Automatic,Hyderabad,1497,4
VH10781,Baleno,2019,2149916,12.9,11-06-2021,Yes,Petrol,Automatic,Delhi,1998,2
VH11920,Fortuner,2025,2084094,20.1,11-07-2021,Yes,Petrol,Manual,Pune,1197,2
VH11174,City,2021,2569798,26.3,11-12-2021,Yes,Diesel,Manual,Mumbai,1197,3
VH11320,Baleno,2013,3032406,13.6,21-03-2023,No,Petrol,Manual,Mumbai,1998,1
VH10938,Swift,2011,2569409,22.7,19-08-2022,Yes,CNG,Automatic,Delhi,1497,2
VH10031,Thar,2015,2581608,9.1,30-11-2022,Yes,Electric,Automatic,Hyderabad,998,3
VH11092,Venue,2010,3673307,27.4,27-09-2020,Yes,CNG,Manual,Delhi,2184,4
VH11616,Swift,2010,4096315,24.9,19-02-2019,No,Diesel,Manual,Bangalore,1998,2
VH11230,Verna,2013,2041888,18.1,07-09-2023,Yes,CNG,Automatic,Pune,1197,4
VH10975,Nexon,2013,2870725,15.2,31-12-2019,No,Electric,Manual,Hyderabad,1998,3
VH11085,Verna,2020,1872138,26.3,10-10-2023,No,Electric,Automatic,Pune,1998,1
VH10515,Creta,2013,412935,27.3,31-03-2022,Yes,Electric,Manual,Bangalore,1197,4
VH11551,Swift,2020,2666789,9.1,24-06-2022,No,CNG,Automatic,Delhi,1998,3
VH11568,Creta,2021,1803061,13.9,07-07-2019,No,Petrol,Automatic,Mumbai,1199,3
VH11811,City,2016,1131635,22.4,02-01-2022,No,CNG,Manual,Mumbai,1498,1
VH11574,Thar,2012,841529,26.7,12-01-2026,Yes,Petrol,Automatic,Hyderabad,1498,3
VH10045,Fortuner,2017,3444311,24.6,16-05-2026,Yes,Diesel,Automatic,Bangalore,2184,2
VH11687,Fortuner,2011,1724473,15.5,11-11-2020,No,CNG,Manual,Chennai,1498,4
VH10169,Baleno,2019,3063545,17.9,10-01-2021,Yes,Diesel,Manual,Bangalore,1498,4
VH10304,Seltos,2021,3861262,25.6,12-02-2018,No,Petrol,Automatic,Delhi,998,4
VH10991,Verna,2012,3981890,9.5,16-12-2025,Yes,Petrol,Manual,Pune,998,3
VH10556,Nexon,2015,597986,24.3,12-04-2024,No,CNG,Manual,Mumbai,998,3
VH11925,Nexon,2020,4324919,17.9,01-07-2020,Yes,Diesel,Automatic,Chennai,1497,3
VH10608,Verna,2025,894557,25.7,17-05-2021,Yes,Diesel,Automatic,Delhi,1199,2
VH11619,Nexon,2012,2699771,25.3,15-08-2026,Yes,Electric,Manual,Bangalore,1498,3
VH10758,Seltos,2018,3291620,14.8,13-11-2018,Yes,Electric,Manual,Delhi,998,3
VH10439,Nexon,2012,2085818,19.2,16-12-2019,No,Electric,Manual,Coimbatore,1199,1
VH10583,Swift,2015,2750979,20.9,24-07-2024,No,Petrol,Manual,Coimbatore,1197,4
VH11519,Creta,2019,2550618,20.7,23-02-2020,Yes,CNG,Automatic,Mumbai,1497,4
VH10528,Seltos,2025,2362087,26.0,13-10-2023,No,Diesel,Automatic,Chennai,1497,3
VH10343,Nexon,2010,2148058,13.8,05-07-2022,No,Petrol,Automatic,Chennai,998,4
VH11737,Venue,2022,3923638,18.8,02-04-2021,Yes,Petrol,Automatic,Coimbatore,1199,2
VH10368,Seltos,2014,2773199,20.0,30-12-2019,No,Diesel,Automatic,Chennai,1199,3
VH10186,City,2011,3221989,18.9,23-05-2026,Yes,Petrol,Manual,Coimbatore,1998,4
VH11117,Verna,2021,2898133,20.6,01-11-2025,Yes,Diesel,Automatic,Pune,1199,4
VH11755,Thar,2012,1747307,12.2,13-07-2022,No,Petrol,Automatic,Coimbatore,1497,4
VH11426,Seltos,2014,1451882,23.2,30-03-2018,No,CNG,Manual,Delhi,1199,3
VH10301,Seltos,2012,2112105,27.0,01-05-2024,Yes,Petrol,Manual,Bangalore,2184,4
VH11904,Baleno,2014,4359626,11.7,15-08-2019,Yes,CNG,Manual,Chennai,2184,2
VH10833,Seltos,2019,1527222,12.3,17-07-2022,No,Electric,Automatic,Mumbai,1998,1
VH10544,Fortuner,2017,3668270,17.4,19-06-2026,Yes,Electric,Automatic,Delhi,998,unknown
VH11601,Creta,2015,2732665,24.0,21-11-2025,No,Petrol,Automatic,Delhi,1197,4
VH10351,Baleno,2014,3792963,17.5,05-02-2023,Yes,Electric,Manual,Hyderabad,998,4
VH11933,Swift,2025,1900720,19.7,03-08-2023,No,CNG,Automatic,Bangalore,1998,3
VH11511,Venue,2012,4311718,15.5,21-11-2019,Yes,Diesel,Automatic,Pune,1197,3
VH10979,Verna,2022,2579042,21.2,19-05-2018,Yes,Electric,Manual,Mumbai,998,3
VH10176,Swift,2013,1858426,14.4,06-02-2018,No,CNG,Automatic,Mumbai,998,1
VH10483,Seltos,2013,1719920,19.4,22-08-2026,Yes,Diesel,Automatic,Hyderabad,2184,2
VH11413,Fortuner,2022,1919282,23.8,25-03-2022,Yes,Electric,Automatic,Mumbai,1497,3
VH11611,Verna,2016,4401599,19.6,03-03-2019,Yes,Electric,Manual,Bangalore,998,2
VH10124,Baleno,2011,1942425,27.9,12-03-2020,Yes,Electric,Automatic,Mumbai,1497,unknown
VH10600,Swift,2010,2834957,9.2,11-09-2025,No,Diesel,Manual,Chennai,1498,1
VH11795,City,2019,2501016,12.0,29-10-2018,Yes,Diesel,Manual,Bangalore,2184,4
VH11746,Verna,2010,1717158,19.6,28-10-2024,No,Petrol,Manual,Mumbai,1197,2
VH11379,Venue,2018,3787379,17.7,14-05-2025,Yes,Electric,Manual,Coimbatore,1498,4
VH11186,Fortuner,2015,1450997,9.8,03-05-2018,No,CNG,Manual,Mumbai,1497,1
VH10486,Creta,2017,4048529,10.1,08-02-2026,Yes,Electric,Automatic,Hyderabad,1199,1
VH10332,Baleno,2011,2482926,9.0,09-10-2021,Yes,Petrol,Automatic,Delhi,998,3
VH10789,Baleno,2014,919003,14.4,29-11-2019,No,Electric,Automatic,Bangalore,1998,1
VH10195,Venue,2022,1456618,23.4,12-07-2023,No,Diesel,Manual,Pune,1199,2
VH10638,Seltos,2011,336413,19.0,05-09-2021,No,Petrol,Manual,Pune,998,3
VH10472,Nexon,2023,3941644,9.1,05-01-2022,No,Diesel,Automatic,Pune,1199,2
VH11714,City,2012,697172,18.2,24-06-2019,Yes,CNG,Automatic,Chennai,1197,3
VH10323,City,2016,2048982,25.0,04-04-2021,No,Petrol,Automatic,Hyderabad,1498,3
VH11197,Venue,2013,2600269,10.4,14-09-2025,Yes,Diesel,Manual,Chennai,2184,4
VH10267,Swift,2014,4144886,14.9,02-03-2021,Yes,Electric,Automatic,Bangalore,998,3
VH11544,Seltos,2017,3234317,15.4,03-01-2022,No,Petrol,Automatic,Pune,1998,4
VH11804,Nexon,2019,2071503,13.2,17-09-2018,No,Diesel,Automatic,Hyderabad,1197,2
VH10068,Verna,2017,2399409,8.2,29-03-2018,Yes,Petrol,Automatic,Pune,1197,4
VH11738,Swift,2012,Not Available,17.2,02-07-2021,No,Petrol,Automatic,Hyderabad,998,4
VH11593,City,2016,2902352,16.0,07-01-2018,No,CNG,Manual,Pune,1998,1
VH11564,Verna,2016,3321786,27.4,09-05-2022,No,Electric,Manual,Mumbai,998,3
VH10481,Nexon,2019,2208911,17.0,11-06-2020,Yes,Diesel,Manual,Mumbai,998,1
VH11757,Seltos,2016,3530786,22.8,07-07-2018,No,CNG,Manual,Mumbai,1998,4
VH11913,Creta,2024,2225464,26.5,21-07-2018,Yes,Electric,Manual,Hyderabad,2184,1
VH11441,Verna,2010,4305194,16.1,04-10-2024,No,Electric,Automatic,Mumbai,1197,4
VH11461,Venue,2017,621898,16.9,15-06-2018,No,Petrol,Manual,Coimbatore,1197,2
VH10888,Fortuner,2017,2887551,14.5,22-04-2026,Yes,Electric,Manual,Hyderabad,1497,4
VH10423,Seltos,2012,3966344,11.8,13-06-2021,No,Electric,Automatic,Mumbai,1197,2
VH11675,Seltos,2019,795919,25.4,09-11-2025,Yes,Petrol,Manual,Mumbai,1197,3
VH11450,Swift,2022,2585221,12.8,22-04-2026,No,Petrol,Automatic,Mumbai,998,1
VH10765,Fortuner,2020,4048294,21.0,13-06-2025,No,CNG,Automatic,Coimbatore,1197,3
VH10520,Thar,2025,2882153,26.7,20-12-2022,Yes,Petrol,Manual,Coimbatore,1998,3
VH11432,Creta,2020,492458,27.0,05-11-2023,Yes,CNG,Manual,Bangalore,2184,2
VH10614,Nexon,2019,4409545,16.2,17-05-2023,Yes,Diesel,Manual,Pune,1498,3
VH11531,Swift,2016,1383329,19.6,01-01-2024,Yes,Diesel,Automatic,Chennai,1197,1
VH11783,Venue,2014,554371,12.1,18-05-2018,Yes,Diesel,Manual,Delhi,1199,2
VH11659,Thar,2019,1863825,24.9,21-02-2020,Yes,Electric,Automatic,Chennai,1197,1
VH10454,Swift,2025,2049736,9.7,23-11-2025,No,Petrol,Manual,Coimbatore,1998,1
VH10731,Seltos,2021,2282847,22.7,23-07-2021,Yes,Petrol,Automatic,Coimbatore,1498,4
VH10535,Baleno,2024,2227716,21.5,14-08-2025,Yes,Petrol,Automatic,Hyderabad,998,3
VH10966,Nexon,2023,1068223,9.1,11-06-2024,No,Electric ,Manual,Pune,998,2
VH11285,Seltos,2023,3786142,10.0,26-01-2023,Yes,Electric,Manual,Pune,1497,2
VH11740,Thar,2024,991252,21.5,11-12-2021,Yes,Petrol,Manual,Pune,1498,3
VH10262,City,2018,1015339,17.4,13-07-2021,Yes,CNG,Automatic,Chennai,1498,2
VH10536,City,2011,2221672,14.0,22-09-2022,No,Petrol,Manual,Delhi,1199,3
VH10969,Fortuner,2024,1943909,26.6,30-01-2019,Yes,Petrol,Manual,Hyderabad,1998,1
VH10241,Creta,2020,2265730,20.5,10-05-2025,Yes,Diesel,Manual,Bangalore,998,4
VH10820,Creta,2023,2598756,24.9,01-09-2018,No,CNG,Automatic,Chennai,1497,2
VH10693,Seltos,2017,999895,26.5,21-07-2024,No,Electric,Manual,Chennai,1998,2
VH10421,Nexon,2012,1855537,23.2,11-08-2018,No,Electric,Automatic,Mumbai,1197,3
VH11086,Creta,2016,2317337,13.3,29-11-2019,Yes,Electric,Manual,Bangalore,1498,2
VH11999,City,2013,2120844,18.0,09-03-2023,No,Electric,Manual,Chennai,1998,2
VH10366,Swift,2015,4119712,11.1,06-12-2020,No,Diesel,Manual,Mumbai,1497,1
VH11023,Nexon,2018,3129045,14.5,23-07-2019,Yes,CNG,Automatic,Mumbai,998,3
VH11241,Venue,2018,2716826,17.1,10-02-2024,No,Electric,Automatic,Bangalore,1497,2
VH10589,Venue,2021,3035090,25.4,17-03-2018,No,CNG,Automatic,Delhi,1199,2
VH10737,Venue,2015,1098658,11.4,22-10-2018,No,CNG,Automatic,Bangalore,1199,1
VH11762,Venue,2010,2689127,18.6,10-03-2019,No,Diesel,Automatic,Pune,2184,4
VH10942,Seltos,2022,897904,28.0,30-09-2025,No,Petrol,Manual,Pune,2184,2
VH10072,Seltos,2013,2973829,15.1,23-07-2022,No,Diesel,Automatic,Bangalore,998,2
VH11408,Thar,2022,697891,10.6,28-08-2024,No,CNG,Manual,Delhi,1998,3
VH10260,City,2017,3841815,24.5,13-01-2020,Yes,Diesel,Automatic,Bangalore,1498,2
VH10052,Swift,2022,2495690,25.6,11-03-2023,No,Diesel,Manual,Delhi,1497,3
VH10199,City,2024,3214863,25.8,10-03-2022,No,Diesel,Automatic,Delhi,1199,4
VH11789,Creta,2019,1663133,18.2,07-04-2020,Yes,Petrol,Manual,Bangalore,1197,4
VH10651,Swift,2019,1637768,11.9,07-02-2023,Yes,CNG,Manual,Coimbatore,2184,2
VH10333,Fortuner,2022,2785670,16.0,23-03-2021,Yes,Diesel,Manual,Mumbai,1199,4
VH11360,Swift,2022,1233476,19.5,03-01-2025,No,Petrol,Manual,Chennai,1199,2
VH10594,Creta,2024,4191151,23.1,10-02-2018,No,CNG,Manual,Chennai,2184,1
VH11392,Creta,2019,2070403,24.4,12-02-2019,No,Diesel,Automatic,Bangalore,998,4
VH11801,City,2015,3452963,27.8,05-11-2021,No,Petrol,Automatic,Mumbai,1199,4
VH11315,Nexon,2014,1743401,15.8,23-10-2023,No,Diesel,Automatic,Hyderabad,1197,3
VH11112,Verna,2021,3150774,15.1,28-04-2022,No,Electric,Manual,Delhi,1998,4
VH11007,Seltos,2014,1530796,16.8,13-05-2019,No,Petrol,Manual,Mumbai,1197,2
VH11327,Verna,2018,1460714,14.8,16-08-2025,Yes,Petrol,Automatic,Chennai,1197,1
VH10427,Venue,2013,359778,17.8,08-02-2026,No,Diesel,Manual,Delhi,1197,3
VH11559,City,2023,569515,12.0,25-09-2020,Yes,CNG,Automatic,Chennai,1199,2
VH11294,Thar,2018,3489189,16.4,24-05-2018,Yes,Diesel,Manual,Delhi,1998,3
VH10591,Seltos,2018,2463349,27.0,25-07-2022,No,Diesel,Manual,Pune,2184,2
VH11958,Fortuner,2021,1330451,13.4,31-07-2021,Yes,Petrol,Manual,Delhi,1197,3
VH11977,Baleno,2023,2230873,10.4,03-12-2021,No,Diesel,Manual,Pune,1998,3
VH11133,Seltos,2019,1374477,10.1,25-12-2025,No,Diesel,Automatic,Delhi,1197,3
VH10986,Nexon,2024,4371495,20.0,16-10-2022,Yes,Diesel,Automatic,Chennai,998,2
VH10399,Thar,2010,2691098,19.2,06-05-2024,No,CNG,Automatic,Mumbai,1497,2
VH11512,Swift,2024,4313582,23.1,11-01-2026,No,CNG,Manual,Bangalore,998,4
VH10437,Verna,2012,1311930,16.8,27-05-2024,Yes,CNG,Manual,Chennai,1998,2
VH10193,Verna,2011,3910954,8.3,01-12-2019,No,Diesel,Automatic,Chennai,1998,2
VH11436,Thar,2018,2276850,17.9,16-03-2019,Yes,CNG,Manual,Bangalore,1497,3
VH10615,Fortuner,2014,1720827,18.1,04-07-2022,Yes,Electric,Automatic,Pune,1497,2
VH11494,Venue,2011,642221,18.9,09-01-2025,Yes,CNG,Automatic,Mumbai,1998,1
VH10577,Swift,2014,1774620,22.8,07-04-2026,Yes,CNG,Manual,Coimbatore,998,4
VH10987,Fortuner,2011,625437,25.4,22-07-2019,Yes,CNG,Automatic,Delhi,1199,4
VH11433,Thar,2015,2223782,18.7,12-06-2024,Yes,Diesel,Automatic,Chennai,2184,3
VH10707,City,2017,1908795,9.7,05-08-2025,Yes,Diesel,Manual,Chennai,1498,1
VH11259,Verna,2018,4227352,17.0,15-09-2020,No,CNG,Manual,Mumbai,1498,1
VH10142,Baleno,2013,1062371,27.7,26-10-2018,No,CNG,Automatic,Chennai,1497,4
VH11358,Nexon,2013,611385,11.0,28-11-2020,Yes,Petrol,Automatic,Hyderabad,1199,1
VH10003,Verna,2022,1495885,10.9,10-09-2018,Yes,CNG,Manual,Pune,1998,2
VH11222,Venue,2017,3010864,10.9,03-11-2019,Yes,Diesel,Automatic,Hyderabad,1498,4
VH11870,Swift,2023,1788303,22.3,01-01-2018,No,Diesel,Manual,Coimbatore,1197,3
VH11623,City,2011,610435,18.9,02-08-2019,No,CNG,Automatic,Chennai,1498,2
VH10340,Fortuner,2013,1858141,23.0,28-10-2024,No,Electric,Automatic,Chennai,998,2
VH11770,Verna,2014,2307878,19.3,14-03-2019,No,Diesel,Automatic,Pune,1197,4
VH11537,City,2014,4425279,22.9,02-12-2022,Yes,Petrol,Automatic,Pune,1497,1
VH10484,Thar,2021,2479441,14.6,27-07-2024,Yes,CNG,Automatic,Pune,1197,2
VH10266,Nexon,2012,2667108,25.7,17-03-2022,No,Diesel,Manual,Pune,1498,2
VH10377,Nexon,2018,1675607,10.4,29-09-2024,No,Petrol,Automatic,Coimbatore,1197,2
VH10742,Verna,2013,4436725,12.5,05-08-2026,No,Diesel,Automatic,Hyderabad,1998,4
VH11014,Creta,2017,3282202,11.8,07-02-2018,Yes,Electric,Manual,Chennai,1498,3
VH10440,Verna,2021,3251720,14.9,05-08-2020,No,Electric,Automatic,Delhi,1197,1
VH10272,Verna,2012,491387,9.1,08-04-2022,No,Diesel,Manual,Hyderabad,998,4
VH10185,Creta,2012,1706978,24.4,31-01-2025,No,CNG,Automatic,Hyderabad,1197,2
VH10940,Baleno,2025,595599,20.8,25-01-2026,Yes,Petrol,Manual,Mumbai,1497,4
VH10245,Venue,2016,2188529,14.3,30-08-2022,No,Diesel,Automatic,Chennai,1998,4
VH10932,Creta,2011,2875606,15.7,07-05-2023,No,Electric,Automatic,Delhi,1497,3
VH10446,City,2023,3068705,8.7,04-04-2018,No,Diesel,Automatic,Hyderabad,1498,1
VH10597,City,2019,1198332,16.9,13-05-2025,Yes,Diesel,Manual,Mumbai,2184,1
VH10818,Verna,2013,1417374,24.8,22-02-2020,Yes,Electric,Manual,Mumbai,2184,4
VH11273,City,2018,1125963,17.8,28-03-2019,No,Electric,Automatic,Delhi,1199,3
VH11677,Thar,2019,3248134,15.0,02-03-2023,No,Petrol,Manual,Hyderabad,1497,1
VH10487,Swift,2011,3858818,15.3,09-01-2024,Yes,Petrol,Automatic,Mumbai,998,3
VH10681,City,2022,1821722,23.7,14-09-2020,No,Petrol,Manual,Hyderabad,1199,2
VH10416,Seltos,2018,2626729,15.6,08-12-2021,Yes,Electric,Automatic,Coimbatore,1197,3
VH10274,Baleno,2025,3084067,12.8,22-04-2025,No,Diesel,Automatic,Bangalore,2184,4
VH11472,Baleno,2025,2483955,23.5,12-03-2025,No,Diesel,Automatic,Hyderabad,1497,3
VH11830,Verna,2013,4144328,19.0,16-05-2020,Yes,Diesel,Automatic,Coimbatore,1498,2
VH11455,Creta,2020,1718060,14.1,20-11-2020,Yes,Petrol,Manual,Coimbatore,1197,4
VH10251,Verna,2011,1461068,15.6,26-01-2026,Yes,Diesel,Automatic,Delhi,1498,1
VH10414,Swift,2022,3171656,20.0,05-07-2018,No,CNG,Automatic,Delhi,998,4
VH11386,Nexon,2018,3969021,27.2,03-12-2025,No,CNG,Manual,Delhi,998,4
VH11308,Baleno,2023,3743571,21.5,30-06-2026,Yes,Electric ,Manual,Chennai,1197,4
VH10716,Fortuner,2025,3009236,26.9,16-06-2026,Yes,CNG,Manual,Pune,2184,1
VH10311,Creta,2014,1144081,16.5,07-02-2026,No,Diesel,Manual,Pune,1497,4
VH10927,City,2011,1171535,10.2,22-10-2023,Yes,CNG,Manual,Coimbatore,998,1
VH10382,Verna,2022,1859757,17.5,24-10-2018,No,Petrol,Manual,Pune,1197,3
VH11566,Nexon,2018,1584283,24.1,25-11-2024,Yes,CNG,Manual,Pune,1199,2
VH10426,Fortuner,2014,2895834,20.0,16-08-2018,Yes,Electric,Automatic,Hyderabad,1497,2
VH11875,Thar,2018,2203124,27.3,25-11-2021,Yes,CNG,Automatic,Delhi,2184,1
VH10533,Seltos,2021,4125258,26.2,30-05-2022,Yes,Petrol,Manual,Delhi,1998,4
VH10753,Fortuner,2016,2164071,16.6,23-05-2020,Yes,Diesel,Manual,Mumbai,1998,3
VH10766,Thar,2010,574535,18.2,01-04-2022,Yes,Electric,Automatic,Delhi,1197,4
VH11357,Baleno,2015,3353380,9.0,20-09-2025,Yes,CNG,Automatic,Pune,1197,3
VH10409,Creta,2021,4336405,22.5,05-04-2024,Yes,Diesel,Manual,Chennai,998,2
VH11615,Swift,2010,1031658,15.6,03-06-2018,No,Diesel,Manual,Pune,1498,2
VH10695,Swift,2023,4324227,18.2,23-08-2022,Yes,Petrol,Automatic,Delhi,1498,1
VH11739,Thar,2022,387593,26.9,28-11-2024,No,Petrol,Manual,Hyderabad,1998,1
VH10549,Seltos,2025,1437411,12.1,05-03-2023,No,Diesel,Manual,Delhi,1497,4
VH10937,Thar,2019,3042455,10.3,03-02-2025,No,Diesel,Automatic,Delhi,1498,1
VH11390,Venue,2021,4077341,13.1,03-12-2024,No,Petrol,Automatic,Hyderabad,998,1
VH11608,Nexon,2017,4175416,27.7,01-10-2020,No,Diesel,Manual,Delhi,1498,2
VH11940,Venue,2025,728556,27.1,29-12-2019,No,Petrol,Manual,Mumbai,2184,3
VH11482,City,2020,2271277,22.5,02-04-2019,No,Diesel,Automatic,Bangalore,1199,1
VH10183,Swift,2020,2964749,26.2,30-01-2022,Yes,Petrol,Manual,Hyderabad,1998,2
VH11941,Baleno,2011,3975049,12.8,20-01-2021,No,Electric,Manual,Hyderabad,1199,1
VH11161,Thar,2022,2389319,21.0,23-06-2020,Yes,CNG,Automatic,Bangalore,1199,4
VH10171,Creta,2023,4248401,10.1,27-12-2024,No,Electric,Automatic,Delhi,2184,1
VH10293,Nexon,2011,4224221,18.7,21-04-2023,Yes,Diesel,Automatic,Pune,2184,1
VH10562,Venue,2022,1615823,24.6,28-02-2021,Yes,CNG,Manual,Pune,1497,2
VH11457,Verna,2024,791215,14.5,15-07-2021,No,Petrol,Manual,Coimbatore,998,3
VH11877,Swift,2012,3447887,15.4,08-10-2022,No,CNG,Manual,Coimbatore,1497,1
VH11652,Fortuner,2017,2140875,26.6,26-04-2019,No,Diesel,Automatic,Hyderabad,1998,2
VH10850,Venue,2019,1220759,15.2,20-08-2024,Yes,CNG,Automatic,Pune,2184,1
VH10273,Verna,2016,3932632,20.2,28-02-2022,No,Electric,Automatic,Coimbatore,2184,2
VH11550,Creta,2012,1079091,10.8,18-09-2023,Yes,CNG,Manual,Hyderabad,1199,2
VH11035,Thar,2011,2230440,10.5,14-09-2018,Yes,Electric,Automatic,Pune,1197,4
VH11744,Seltos,2012,3569497,17.4,22-11-2024,No,Diesel,Manual,Pune,2184,1
VH10372,Venue,2018,2167306,19.5,01-06-2022,Yes,Petrol,Automatic,Pune,998,3
VH11670,City,2020,4128239,17.0,12-12-2020,No,Electric,Automatic,Pune,1199,2
VH10722,Verna,2016,995532,27.0,13-01-2020,Yes,Diesel,Manual,Mumbai,2184,2
VH10734,Thar,2020,507352,18.8,27-07-2026,No,Electric,Manual,Coimbatore,998,2
VH10778,Verna,2019,888574,17.2,03-08-2024,Yes,CNG,Automatic,Coimbatore,1199,2
VH10519,Creta,2021,1669391,21.7,14-03-2022,Yes,CNG,Automatic,Mumbai,1497,3
VH10335,Fortuner,2014,3666085,17.0,27-05-2020,No,Electric,Automatic,Coimbatore,2184,3
VH10846,Verna,2017,959987,18.1,10-12-2023,Yes,Electric,Automatic,Chennai,1498,1
VH11252,City,2016,2662854,12.7,05-08-2026,No,CNG,Manual,Bangalore,1497,2
VH11053,Venue,2025,3930400,20.8,11-02-2026,No,Electric,Manual,Hyderabad,2184,2
VH11924,Swift,2015,649115,13.4,02-06-2026,Yes,CNG,Automatic,Bangalore,2184,2
VH10016,Seltos,2019,2869931,27.0,18-01-2022,Yes,CNG,Manual,Coimbatore,1497,1
VH10708,Creta,2022,858981,11.1,04-11-2020,Yes,Petrol,Manual,Bangalore,2184,4
VH10901,Creta,2014,4409404,24.7,14-10-2018,Yes,CNG,Manual,Hyderabad,1199,3
VH11980,Swift,2014,3489858,19.6,30-10-2018,No,Electric,Manual,Chennai,998,1
VH11573,Nexon,2013,2831113,23.7,07-02-2020,No,Electric,Automatic,Coimbatore,1199,3
VH10904,City,2019,2217577,17.2,13-01-2020,No,CNG,Manual,Chennai,1998,4
VH10466,Fortuner,2011,3833716,18.1,13-11-2025,No,Petrol,Automatic,Pune,998,2
VH11978,City,2014,3915590,13.0,25-12-2024,No,Electric,Manual,Coimbatore,1998,4
VH10200,Venue,2023,2121367,12.0,13-02-2026,No,CNG,Automatic,Chennai,998,3
VH11207,Venue,2012,968629,20.7,02-03-2026,Yes,petrol,Manual,Bangalore,1998,2
VH11056,Baleno,2020,3897170,8.7,28-04-2022,No,Petrol,Manual,Delhi,1497,1
VH11132,Nexon,2017,1927059,24.0,01-11-2024,Yes,Petrol,Automatic,Bangalore,1998,2
VH11380,Baleno,2010,2860837,11.0,26-05-2021,Yes,Petrol,Manual,Chennai,1199,3
VH10999,City,2016,2631348,19.0,14-03-2020,No,CNG,Automatic,Coimbatore,998,2
VH10728,Seltos,2013,3923425,13.2,30-10-2021,No,Diesel,Manual,Bangalore,1998,4
VH11772,Venue,2020,2104053,16.3,11-11-2020,No,CNG,Automatic,Mumbai,1498,2
VH11910,Nexon,2013,4303314,24.8,02-01-2020,Yes,Petrol,Manual,Delhi,1498,3
VH11822,Baleno,2023,4481430,8.4,08-03-2023,No,CNG,Manual,Pune,1199,2
VH10568,Creta,2024,3870118,15.3,04-12-2018,Yes,CNG,Manual,Coimbatore,1197,4
VH10044,Thar,2014,2441912,24.6,05-05-2022,Yes,CNG,Automatic,Coimbatore,998,2
VH10275,Creta,2025,1674073,15.7,11-09-2019,Yes,CNG,Automatic,Bangalore,1998,3
VH11097,Nexon,2019,2321835,11.8,08-01-2021,Yes,Petrol,Manual,Bangalore,2184,1
VH10102,Swift,2014,2011952,9.1,29-07-2023,Yes,Petrol,Manual,Hyderabad,1998,2
VH11232,Swift,2018,422019,27.2,10-12-2020,Yes,Petrol,Manual,Delhi,1498,2
VH11722,Baleno,2010,1128282,20.9,11-08-2018,No,Electric,Automatic,Coimbatore,2184,3
