Employee_ID,Age,Monthly_Income,Years_At_Company,Job_Level,Years_In_Current_Role,Job_Satisfaction,Work_Hours_Per_Week,Projects_Completed,Training_Hours,Overtime,Department,Job_Role,Education_Level,Marital_Status,Attrition
EMP100507,31,70404.0,2,2,2,3.0,46,9,,No,Sales,Software Engineer,Bachelor,Single,0
EMP100508,28,42344.0,5,1,4,5.0,39,5,28.0,No,IT,Research Scientist,Master,Single,0
EMP100509,26,55664.0,5,2,2,4.0,56,8,30.0,No,Human Resources,Research Scientist,Bachelor,Married,1
EMP100510,47,71149.0,2,3,1,5.0,48,9,30.0,No,Human Resources,Project Manager,Bachelor,Married,0
EMP100511,33,52939.0,1,3,1,4.0,32,7,29.0,No,Sales,Financial Analyst,Bachelor,Single,0
EMP100512,50,31432.0,2,2,2,1.0,38,3,39.0,Yes,Research & Development,Project Manager,Bachelor,Single,1
EMP100513,38,35683.0,3,1,1,1.0,42,5,18.0,Yes,IT,Project Manager,Master,Single,0
EMP100514,35,79935.0,3,1,1,1.0,42,5,41.0,No,Research & Development,Research Scientist,Master,Single,1
EMP100515,24,102919.0,3,2,1,2.0,42,4,27.0,Yes,Research & Development,Research Scientist,Master,Divorced,0
EMP100516,54,93336.0,6,5,3,2.0,47,4,46.0,No,Sales,Research Scientist,Bachelor,Divorced,0
EMP100517,31,61057.0,7,1,7,4.0,39,4,34.0,No,Research & Development,Sales Executive,Bachelor,Married,0
EMP100518,44,32006.0,8,2,8,3.0,42,5,26.0,No,IT,Research Scientist,Master,Married,0
EMP100519,40,54843.0,2,1,2,3.0,50,11,,No,IT,Research Scientist,Bachelor,Married,0
EMP100520,55,111091.0,4,3,1,4.0,50,4,39.0,No,Finance,Software Engineer,Master,Married,1
EMP100521,42,72650.0,10,3,8,2.0,47,4,32.0,No,Research & Development,Financial Analyst,Bachelor,Single,0
EMP100522,35,50097.0,4,3,4,5.0,40,4,57.0,No,IT,Sales Executive,Diploma,Married,0
EMP100523,58,72982.0,3,4,1,4.0,38,4,58.0,No,IT,Research Scientist,Master,Married,0
EMP100524,58,31066.0,6,2,3,3.0,42,5,28.0,Yes,IT,HR Specialist,Bachelor,Married,1
EMP100525,33,40217.0,7,1,5,4.0,42,2,,No,IT,Sales Executive,High School,Married,0
EMP100526,50,33766.0,4,2,4,4.0,42,6,48.0,No,Research & Development,Financial Analyst,Bachelor,Divorced,0
EMP100527,24,67941.0,3,3,3,1.0,45,12,27.0,No,Research & Development,Software Engineer,Bachelor,Married,0
EMP100528,54,75844.0,2,3,2,2.0,44,6,30.0,No,Research & Development,Financial Analyst,Bachelor,Single,0
EMP100529,42,51322.0,3,2,3,1.0,44,6,53.0,No,Finance,Sales Executive,Bachelor,Married,1
EMP100530,48,37133.0,1,3,1,2.0,40,7,40.0,No,Research & Development,HR Specialist,Diploma,Married,0
EMP100531,30,54513.0,8,3,3,4.0,36,6,48.0,No,Sales,Research Scientist,High School,Single,0
EMP100532,37,44184.0,1,4,1,2.0,45,6,,Yes,Sales,Sales Executive,Master,Single,0
EMP100533,31,38438.0,2,2,2,3.0,42,4,32.0,No,Sales,HR Specialist,Doctorate,Married,0
EMP100534,28,64064.0,5,3,4,1.0,44,7,45.0,Yes,,HR Specialist,Master,Married,0
EMP100535,29,39104.0,4,1,4,4.0,44,4,37.0,No,Sales,Research Scientist,Bachelor,Married,0
EMP100536,36,27180.0,2,3,2,3.0,32,6,43.0,No,Research & Development,Research Scientist,Bachelor,Married,0
EMP100537,57,30039.0,5,4,2,2.0,51,4,37.0,No,IT,Project Manager,Master,Single,0
EMP100538,26,26732.0,1,2,1,2.0,39,4,55.0,Yes,IT,HR Specialist,Bachelor,Single,1
EMP100539,32,61480.0,5,3,2,3.0,49,7,16.0,No,Research & Development,Project Manager,Bachelor,Single,0
EMP100540,59,58851.0,2,3,2,2.0,44,2,28.0,No,Research & Development,Research Scientist,Bachelor,Married,1
EMP100541,28,57545.0,1,1,1,1.0,37,2,34.0,No,Finance,Sales Executive,Bachelor,Single,1
EMP100542,46,71651.0,3,2,2,5.0,38,10,37.0,No,IT,Software Engineer,Master,Single,0
EMP100543,21,94039.0,7,1,3,2.0,39,6,16.0,No,Research & Development,Sales Executive,Master,Single,0
EMP100544,24,42132.0,2,5,1,4.0,39,4,24.0,No,Research & Development,Software Engineer,Master,Single,0
EMP100545,48,66039.0,7,3,7,2.0,33,4,36.0,Yes,Research & Development,Research Scientist,Diploma,Single,0
EMP100546,56,27018.0,4,1,3,4.0,38,3,27.0,No,Research & Development,Software Engineer,Bachelor,Married,0
EMP100547,57,102284.0,2,1,2,2.0,47,2,9.0,No,IT,Research Scientist,Master,Single,0
EMP100548,38,31411.0,3,2,3,2.0,47,2,30.0,No,Research & Development,Software Engineer,Bachelor,Single,0
EMP100549,27,39957.0,4,2,4,4.0,39,6,17.0,No,Research & Development,Research Scientist,Bachelor,Divorced,0
EMP100550,20,42029.0,1,1,1,1.0,33,3,44.0,No,Research & Development,Software Engineer,Master,Married,0
EMP100551,41,27674.0,3,2,2,5.0,45,3,39.0,Yes,Sales,Research Scientist,Bachelor,Married,1
EMP100552,36,55812.0,1,2,1,5.0,37,0,49.0,Yes,Research & Development,Research Scientist,Bachelor,Single,0
EMP100553,26,60557.0,7,1,7,1.0,37,7,38.0,No,Research & Development,Project Manager,Diploma,Single,0
EMP100554,44,50506.0,5,3,2,2.0,41,4,19.0,Yes,Research & Development,Research Scientist,Master,Married,0
EMP100555,23,27501.0,5,4,5,5.0,40,5,5.0,No,Sales,Financial Analyst,Master,Single,0
EMP100556,55,134271.0,2,3,1,1.0,38,3,52.0,No,IT,Software Engineer,Master,Single,0
EMP100557,25,70421.0,2,4,2,1.0,39,4,29.0,Yes,Research & Development,Software Engineer,Bachelor,Married,0
EMP100558,50,179960.0,5,1,4,5.0,39,5,5.0,No,Research & Development,Project Manager,Bachelor,Single,0
EMP100559,38,38284.0,7,2,7,4.0,38,3,59.0,No,Sales,Financial Analyst,Diploma,Married,0
EMP100560,58,84638.0,14,1,5,3.0,39,3,44.0,Yes,Research & Development,Research Scientist,Bachelor,Single,0
EMP100561,46,78101.0,9,3,2,4.0,40,4,58.0,No,Research & Development,Software Engineer,Bachelor,Single,0
EMP100562,29,48259.0,10,5,3,2.0,44,5,41.0,No,Research & Development,Software Engineer,High School,Married,0
EMP100563,45,103783.0,8,3,2,4.0,43,5,45.0,No,IT,Software Engineer,Diploma,Married,0
EMP100564,38,45828.0,4,4,2,3.0,39,2,27.0,Yes,Research & Development,Research Scientist,Master,Married,0
EMP100565,58,46756.0,2,3,2,3.0,40,4,46.0,No,IT,Project Manager,Doctorate,Single,0
EMP100566,22,18000.0,1,2,0,1.0,49,6,64.0,No,Research & Development,Project Manager,Bachelor,Single,0
EMP100567,32,66115.0,3,2,3,2.0,47,6,47.0,No,Research & Development,Financial Analyst,Diploma,Single,0
EMP100568,47,30291.0,8,1,3,1.0,45,10,30.0,No,Research & Development,Research Scientist,Master,Married,0
EMP100569,39,42927.0,3,1,1,4.0,33,3,15.0,No,IT,Software Engineer,Master,Single,0
EMP100570,47,34658.0,4,3,4,4.0,43,6,52.0,Yes,Research & Development,Research Scientist,Bachelor,Married,1
EMP100571,27,46643.0,3,2,3,5.0,39,5,36.0,No,IT,HR Specialist,Bachelor,Married,0
EMP100572,60,67160.0,5,2,4,1.0,37,5,37.0,No,Sales,Research Scientist,Diploma,Married,0
EMP100573,58,55276.0,3,2,3,1.0,40,5,5.0,Yes,IT,Research Scientist,Master,Single,1
EMP100574,20,75692.0,0,2,0,1.0,47,1,5.0,No,Research & Development,Software Engineer,Master,Single,0
EMP100575,22,97209.0,1,2,1,1.0,46,9,36.0,Yes,IT,Financial Analyst,Master,Single,0
EMP100576,32,46589.0,6,2,0,3.0,39,6,22.0,No,Research & Development,Financial Analyst,Master,Single,0
EMP100577,47,44344.0,0,2,0,5.0,42,2,38.0,Yes,Sales,Financial Analyst,Diploma,Single,0
EMP100578,44,84632.0,4,4,2,2.0,40,2,49.0,Yes,Sales,Project Manager,Diploma,Divorced,0
EMP100579,52,87707.0,6,2,3,2.0,41,10,,No,Sales,Financial Analyst,Diploma,Divorced,0
EMP100580,57,76754.0,1,3,1,2.0,47,6,39.0,,Research & Development,Research Scientist,Diploma,Single,0
EMP100581,25,35832.0,8,4,7,3.0,42,4,33.0,Yes,Finance,HR Specialist,Master,Single,0
EMP100582,51,66522.0,10,4,1,5.0,33,3,79.0,No,Sales,Research Scientist,Master,Single,0
EMP100583,40,57777.0,1,4,1,5.0,43,7,27.0,Yes,Research & Development,Research Scientist,Diploma,Married,0
EMP100584,35,88320.0,2,2,2,3.0,51,7,25.0,No,Research & Development,Project Manager,Bachelor,Married,0
EMP100585,40,42502.0,5,1,4,1.0,39,9,28.0,No,,Software Engineer,Bachelor,Married,0
EMP100586,30,25981.0,11,2,4,4.0,50,7,52.0,No,Research & Development,Sales Executive,Diploma,Married,0
EMP100587,56,75034.0,3,2,3,1.0,45,6,28.0,No,Research & Development,HR Specialist,Master,Married,1
EMP100588,55,18000.0,7,4,5,2.0,48,5,46.0,No,IT,Software Engineer,,Single,0
EMP100589,54,39573.0,4,3,3,1.0,46,5,36.0,Yes,Sales,Sales Executive,Bachelor,Single,1
EMP100590,38,34705.0,2,1,2,3.0,43,5,36.0,No,IT,Project Manager,Bachelor,Married,0
EMP100591,39,34600.0,1,1,1,2.0,39,4,59.0,Yes,Research & Development,Software Engineer,Bachelor,Married,0
EMP100592,37,39262.0,2,1,1,4.0,43,5,8.0,Yes,Research & Development,Software Engineer,Master,Married,0
EMP100593,60,95121.0,2,3,1,2.0,43,6,37.0,No,IT,Software Engineer,Bachelor,Divorced,0
EMP100594,33,79566.0,12,3,2,1.0,47,8,45.0,Yes,Research & Development,Software Engineer,Diploma,Married,0
EMP100595,34,49110.0,7,4,1,5.0,31,5,41.0,Yes,IT,Software Engineer,Bachelor,Single,0
EMP100596,50,91603.0,3,5,3,5.0,35,2,13.0,No,Research & Development,HR Specialist,Bachelor,Single,0
EMP100597,20,34100.0,4,1,4,5.0,43,3,18.0,No,Research & Development,Sales Executive,Diploma,Married,0
EMP100598,22,32076.0,2,2,2,2.0,44,5,39.0,No,IT,HR Specialist,Diploma,Single,0
EMP100599,35,81122.0,9,1,0,5.0,38,5,5.0,Yes,Sales,Research Scientist,Diploma,Married,0
EMP100600,42,71391.0,2,2,2,3.0,44,3,27.0,No,IT,Software Engineer,Master,Single,0
EMP100601,30,44711.0,2,4,2,4.0,45,5,17.0,Yes,Research & Development,Financial Analyst,Diploma,Divorced,0
EMP100602,31,32996.0,4,2,3,5.0,41,3,38.0,No,Finance,Research Scientist,High School,Divorced,0
EMP100603,29,106082.0,1,3,1,3.0,49,10,33.0,Yes,Research & Development,Financial Analyst,Master,Single,0
EMP100604,51,25363.0,3,2,3,3.0,50,6,41.0,No,Research & Development,Project Manager,Master,Married,0
EMP100605,35,42016.0,2,1,2,2.0,43,3,22.0,No,Sales,Software Engineer,Bachelor,Divorced,0
EMP100606,27,60958.0,6,1,2,2.0,46,3,39.0,Yes,Sales,Project Manager,Master,Single,0
EMP100607,57,123755.0,9,2,9,4.0,34,7,35.0,No,Research & Development,Software Engineer,Bachelor,Married,0
EMP100608,31,,4,3,1,4.0,47,5,22.0,Yes,Research & Development,Software Engineer,Diploma,Married,0
EMP100609,43,68270.0,4,1,1,1.0,49,8,,Yes,Human Resources,HR Specialist,Bachelor,Single,0
EMP100610,47,42568.0,6,3,6,4.0,37,5,45.0,Yes,Finance,Sales Executive,Bachelor,Single,1
EMP100611,27,71033.0,1,3,0,2.0,45,8,25.0,No,Research & Development,Research Scientist,High School,Married,0
EMP100612,47,57669.0,3,2,2,3.0,33,6,23.0,Yes,Research & Development,Software Engineer,Diploma,Married,0
EMP100613,55,26911.0,7,3,5,1.0,38,6,49.0,No,Human Resources,Research Scientist,Master,Married,0
EMP100614,45,78583.0,9,2,2,4.0,39,8,11.0,No,Human Resources,Financial Analyst,Bachelor,Single,0
EMP100615,27,85116.0,6,3,2,3.0,35,8,16.0,,Finance,Sales Executive,Bachelor,Married,0
EMP100616,47,78953.0,10,3,3,2.0,41,6,42.0,No,Finance,Software Engineer,Master,Married,0
EMP100617,47,55831.0,2,5,2,5.0,40,5,62.0,No,Sales,Financial Analyst,Diploma,Married,0
EMP100618,56,35768.0,8,2,3,1.0,45,3,26.0,,Research & Development,Software Engineer,Diploma,Married,0
EMP100619,60,19457.0,4,2,4,3.0,34,5,28.0,No,Research & Development,Sales Executive,Master,Married,1
EMP100620,55,59028.0,1,1,1,2.0,45,4,32.0,No,IT,Research Scientist,Bachelor,Single,0
EMP100621,46,89497.0,5,1,3,2.0,38,5,28.0,Yes,Research & Development,Sales Executive,Bachelor,Married,1
EMP100622,36,86084.0,3,3,3,1.0,36,3,29.0,No,Research & Development,Software Engineer,Master,Divorced,0
EMP100623,28,79405.0,14,4,0,1.0,41,4,26.0,No,Research & Development,Project Manager,Diploma,Single,0
EMP100624,52,53194.0,5,2,3,4.0,46,6,38.0,Yes,Sales,Software Engineer,Bachelor,Married,1
EMP100625,39,89720.0,3,1,3,4.0,40,12,45.0,No,Research & Development,Financial Analyst,Bachelor,Single,0
EMP100626,32,83363.0,4,2,2,1.0,45,5,37.0,No,Research & Development,Project Manager,Master,Married,0
EMP100627,47,45474.0,3,2,2,1.0,43,8,33.0,No,Finance,Software Engineer,Bachelor,Single,0
EMP100628,48,74575.0,2,2,2,3.0,58,9,26.0,Yes,Human Resources,Research Scientist,High School,Married,0
EMP100629,32,43213.0,4,1,1,4.0,40,5,17.0,No,IT,Project Manager,Bachelor,Single,0
EMP100630,54,70130.0,2,3,2,2.0,41,6,16.0,Yes,Sales,HR Specialist,Bachelor,Single,1
EMP100631,25,30653.0,7,1,7,4.0,48,6,13.0,Yes,Finance,Financial Analyst,Master,Single,0
EMP100632,37,31732.0,14,2,2,4.0,42,0,44.0,No,Finance,Research Scientist,Bachelor,Married,0
EMP100633,24,88546.0,3,3,1,1.0,43,5,26.0,Yes,Research & Development,Financial Analyst,Master,Single,0
EMP100634,44,83867.0,10,2,2,1.0,33,4,41.0,No,Human Resources,Sales Executive,Bachelor,Single,0
EMP100635,21,73146.0,1,3,1,4.0,41,2,24.0,No,Human Resources,Financial Analyst,Diploma,Married,0
EMP100636,29,57221.0,8,3,1,5.0,38,6,34.0,No,Research & Development,HR Specialist,Bachelor,Single,0
EMP100637,49,18751.0,5,3,1,,40,5,30.0,No,Finance,Software Engineer,Bachelor,Single,1
EMP100638,24,53178.0,6,2,0,4.0,43,4,59.0,No,IT,Software Engineer,Bachelor,Married,0
EMP100639,52,,9,2,2,5.0,42,6,28.0,No,Research & Development,Software Engineer,Master,Married,0
EMP100640,20,43237.0,5,4,4,4.0,46,3,48.0,No,IT,Research Scientist,Master,Single,0
EMP100641,37,39913.0,1,3,1,1.0,47,10,14.0,No,Sales,Sales Executive,Diploma,Single,0
EMP100642,51,105354.0,7,2,2,1.0,41,6,55.0,No,Sales,Financial Analyst,Diploma,Single,0
EMP100643,30,53528.0,6,1,4,1.0,43,5,47.0,No,Sales,Research Scientist,Master,Divorced,0
EMP100644,40,67491.0,3,1,2,2.0,32,6,26.0,Yes,Sales,Sales Executive,Master,Married,1
EMP100645,45,77921.0,4,1,1,1.0,44,4,26.0,Yes,Research & Development,Research Scientist,Bachelor,Married,0
EMP100646,44,35047.0,7,2,7,1.0,47,5,53.0,No,Finance,Project Manager,Master,Married,0
EMP100647,41,59996.0,5,1,3,4.0,37,3,49.0,Yes,Sales,Sales Executive,Master,Divorced,0
EMP100648,46,99601.0,3,2,3,5.0,46,5,31.0,Yes,Research & Development,Sales Executive,Bachelor,Divorced,0
EMP100649,32,,4,3,3,5.0,40,4,22.0,No,Research & Development,Software Engineer,Master,Single,0
EMP100650,52,55997.0,2,2,1,1.0,39,3,51.0,Yes,Sales,Financial Analyst,Bachelor,Single,0
EMP100651,53,49415.0,2,3,2,1.0,49,6,28.0,Yes,Sales,HR Specialist,Bachelor,Married,0
EMP100652,60,62078.0,4,3,2,1.0,42,4,40.0,No,Sales,Research Scientist,Bachelor,Single,0
EMP100653,54,61373.0,4,1,4,4.0,46,3,26.0,No,Sales,Project Manager,Diploma,Married,0
EMP100654,20,102655.0,5,3,1,4.0,32,5,32.0,No,Human Resources,Software Engineer,Bachelor,Single,0
EMP100655,40,35127.0,4,3,1,4.0,39,4,64.0,No,Sales,Financial Analyst,Master,Divorced,1
EMP100656,25,48492.0,1,2,1,5.0,46,1,34.0,No,Research & Development,Sales Executive,Diploma,Married,0
EMP100657,47,33269.0,10,1,1,2.0,43,3,57.0,Yes,Sales,Sales Executive,Bachelor,Married,0
EMP100658,36,34879.0,8,2,1,5.0,41,5,12.0,Yes,Human Resources,Software Engineer,Bachelor,Married,0
EMP100659,24,65156.0,5,4,5,4.0,45,6,9.0,No,Research & Development,Project Manager,Master,Married,0
EMP100660,50,79184.0,3,3,3,3.0,38,3,44.0,No,Research & Development,Research Scientist,Master,Married,0
EMP100661,24,41063.0,8,1,1,2.0,48,5,23.0,Yes,Human Resources,Software Engineer,Diploma,Married,0
EMP100662,57,77849.0,7,3,1,1.0,41,3,35.0,No,Human Resources,Research Scientist,Bachelor,Married,0
EMP100663,22,90699.0,10,2,1,5.0,38,7,5.0,Yes,Research & Development,HR Specialist,High School,Married,0
EMP100664,42,131361.0,6,2,2,2.0,38,5,5.0,Yes,Human Resources,Software Engineer,Bachelor,Married,0
EMP100665,56,56754.0,3,3,3,3.0,42,4,35.0,No,Research & Development,Project Manager,Bachelor,Married,0
EMP100666,56,41241.0,6,2,4,2.0,40,9,28.0,No,Sales,Sales Executive,High School,Married,0
EMP100667,29,35031.0,1,3,1,5.0,45,2,30.0,No,Human Resources,Research Scientist,Master,Married,0
EMP100668,29,33499.0,3,3,1,4.0,42,2,60.0,Yes,Finance,Software Engineer,Master,Single,0
EMP100669,38,96518.0,12,3,4,1.0,40,6,42.0,Yes,IT,HR Specialist,Bachelor,Married,0
EMP100670,36,27814.0,1,1,1,4.0,44,12,67.0,No,Research & Development,Project Manager,Bachelor,Married,0
EMP100671,40,95137.0,1,4,1,4.0,39,2,36.0,No,Sales,Software Engineer,Master,Single,0
EMP100672,33,37208.0,3,4,3,5.0,44,6,57.0,No,Finance,Project Manager,High School,Single,1
EMP100673,28,40406.0,3,1,3,4.0,44,3,50.0,No,Sales,Financial Analyst,Diploma,Married,0
EMP100674,20,51374.0,7,2,3,4.0,43,6,27.0,No,IT,Financial Analyst,Bachelor,Married,0
EMP100675,32,40072.0,5,2,3,5.0,40,9,32.0,No,Research & Development,Sales Executive,Bachelor,Married,0
EMP100676,23,83657.0,4,3,3,5.0,39,4,30.0,No,Sales,Project Manager,Doctorate,Single,0
EMP100677,20,124380.0,1,3,1,3.0,46,5,51.0,Yes,Sales,Financial Analyst,Diploma,Married,0
EMP100678,59,40915.0,4,1,1,4.0,45,5,39.0,No,Research & Development,HR Specialist,Bachelor,Married,0
EMP100679,51,45278.0,2,4,2,2.0,37,2,21.0,No,Sales,Sales Executive,Master,Married,0
EMP100680,53,51103.0,7,1,5,1.0,40,4,16.0,No,Research & Development,Software Engineer,Master,Divorced,0
EMP100681,47,70162.0,4,3,1,1.0,49,7,16.0,Yes,Sales,Financial Analyst,Bachelor,Married,0
EMP100682,50,51329.0,0,2,0,5.0,47,5,22.0,No,Sales,Research Scientist,Bachelor,Single,0
EMP100683,27,102678.0,9,2,4,5.0,36,5,21.0,No,Research & Development,Research Scientist,Diploma,Single,1
EMP100684,58,92140.0,2,1,2,3.0,42,6,17.0,No,Sales,Software Engineer,Doctorate,Married,0
EMP100685,45,,4,1,4,4.0,44,5,52.0,Yes,Research & Development,Sales Executive,Bachelor,Married,0
EMP100686,53,69531.0,4,3,2,5.0,47,3,12.0,No,Finance,Research Scientist,Master,Married,0
EMP100687,22,109015.0,6,2,2,5.0,43,5,41.0,No,Research & Development,Financial Analyst,Master,Married,0
EMP100688,31,44022.0,3,1,3,1.0,44,6,69.0,No,Finance,Sales Executive,Bachelor,Married,0
EMP100689,20,48179.0,2,1,1,4.0,47,5,36.0,No,Research & Development,Project Manager,Master,Married,0
EMP100690,24,43368.0,4,1,4,3.0,47,5,,No,Sales,Research Scientist,Bachelor,Single,0
EMP100691,49,43779.0,10,3,8,5.0,41,9,38.0,No,IT,Financial Analyst,Master,Single,0
EMP100692,49,25959.0,1,3,1,5.0,42,6,13.0,No,,HR Specialist,Bachelor,Single,1
EMP100693,36,30253.0,4,1,3,5.0,38,4,41.0,No,Research & Development,Sales Executive,Diploma,Married,0
EMP100694,42,56951.0,5,2,1,1.0,41,5,40.0,Yes,Research & Development,Project Manager,Master,Single,0
EMP100695,34,108685.0,5,1,3,5.0,40,7,34.0,No,Research & Development,Financial Analyst,Master,Single,0
EMP100696,56,41734.0,3,4,2,5.0,41,6,10.0,No,IT,Sales Executive,Bachelor,Married,0
EMP100697,40,41186.0,3,4,2,1.0,42,6,63.0,Yes,IT,Research Scientist,Master,Single,0
EMP100698,33,118276.0,4,3,4,5.0,46,4,,No,IT,Research Scientist,Master,Divorced,0
EMP100699,21,33402.0,4,4,1,4.0,44,6,17.0,No,Research & Development,Project Manager,Master,Married,0
EMP100700,30,26044.0,1,3,1,4.0,36,5,20.0,Yes,IT,Sales Executive,Bachelor,Divorced,0
EMP100701,58,37883.0,6,4,2,1.0,45,7,23.0,No,Research & Development,Research Scientist,Master,Married,0
EMP100702,57,40816.0,5,2,5,4.0,39,7,59.0,No,,Software Engineer,Bachelor,Single,0
EMP100703,53,25053.0,7,2,4,3.0,37,2,33.0,No,Sales,Software Engineer,Bachelor,Married,0
EMP100704,57,51921.0,1,1,1,5.0,36,9,33.0,No,Research & Development,Sales Executive,Diploma,Divorced,0
EMP100705,53,84279.0,5,2,2,3.0,43,7,27.0,No,Finance,Software Engineer,Master,Single,0
EMP100706,37,30835.0,4,3,4,4.0,47,6,50.0,Yes,Sales,Software Engineer,Bachelor,Single,0
EMP100707,49,57211.0,5,1,1,1.0,41,4,51.0,Yes,Research & Development,Research Scientist,Diploma,Married,1
EMP100708,34,65727.0,3,2,3,1.0,47,5,12.0,No,IT,Financial Analyst,Diploma,Married,1
EMP100709,46,52974.0,5,2,1,3.0,42,3,33.0,No,Finance,Software Engineer,Diploma,Divorced,0
EMP100710,53,59793.0,2,1,2,4.0,31,3,32.0,No,Research & Development,Software Engineer,High School,Married,0
EMP100711,57,60107.0,4,2,4,5.0,45,8,21.0,Yes,Sales,Software Engineer,Bachelor,Single,1
EMP100712,52,38153.0,1,4,1,4.0,39,4,26.0,No,Sales,Sales Executive,Master,Married,0
EMP100713,43,107953.0,3,3,3,4.0,38,5,31.0,No,Sales,Project Manager,High School,Married,0
EMP100714,34,96431.0,3,3,1,1.0,45,6,20.0,No,Research & Development,Sales Executive,Doctorate,Married,0
EMP100715,49,93953.0,0,2,0,2.0,43,4,39.0,No,Research & Development,Software Engineer,Diploma,Divorced,0
EMP100716,36,86790.0,4,2,1,5.0,42,4,39.0,No,,Software Engineer,Master,Married,0
EMP100717,24,27075.0,5,1,5,5.0,42,4,43.0,Yes,Sales,Project Manager,Master,Married,0
EMP100718,48,83434.0,3,4,1,1.0,38,4,28.0,No,Sales,Sales Executive,Master,Married,0
EMP100719,23,73873.0,7,1,1,4.0,51,6,5.0,Yes,Research & Development,Software Engineer,Bachelor,Divorced,0
EMP100720,29,27547.0,9,1,9,1.0,43,4,24.0,Yes,Finance,Project Manager,Master,Married,0
EMP100721,36,49930.0,13,3,4,4.0,43,5,19.0,No,,HR Specialist,Bachelor,Single,0
EMP100722,29,62296.0,1,1,1,2.0,42,5,32.0,No,Research & Development,HR Specialist,Diploma,Divorced,0
EMP100723,36,116312.0,6,2,4,2.0,34,7,44.0,Yes,Human Resources,Project Manager,Diploma,Married,0
EMP100724,39,76207.0,4,1,4,3.0,39,2,63.0,Yes,Research & Development,Research Scientist,High School,Single,0
EMP100725,43,37273.0,4,1,2,4.0,36,2,21.0,No,IT,Sales Executive,Bachelor,Single,0
EMP100726,24,117950.0,1,1,1,1.0,35,6,37.0,No,Research & Development,Sales Executive,Master,Single,0
EMP100727,53,56094.0,4,1,4,1.0,34,4,38.0,No,Research & Development,HR Specialist,Doctorate,Divorced,0
EMP100728,25,49019.0,0,3,0,1.0,39,5,57.0,No,Research & Development,Software Engineer,Diploma,Single,0
EMP100729,21,47472.0,4,4,4,3.0,42,2,38.0,No,Sales,Research Scientist,Bachelor,Married,0
EMP100730,32,26489.0,1,2,1,5.0,35,3,30.0,,Research & Development,Research Scientist,Diploma,Single,0
EMP100731,30,52349.0,3,4,1,1.0,45,5,34.0,No,Finance,HR Specialist,Master,Single,0
EMP100732,42,68800.0,8,1,3,2.0,43,7,40.0,No,Research & Development,Sales Executive,Master,Married,0
EMP100733,35,46243.0,2,2,2,1.0,41,6,46.0,Yes,IT,Financial Analyst,Diploma,Single,0
EMP100734,50,66456.0,1,1,0,1.0,53,8,61.0,Yes,Research & Development,Project Manager,Master,Married,0
EMP100735,30,37276.0,5,3,2,1.0,41,2,59.0,No,Sales,Software Engineer,Bachelor,Married,0
EMP100736,35,51620.0,2,2,2,5.0,46,4,24.0,No,Finance,Software Engineer,Diploma,Married,0
EMP100737,27,63420.0,13,3,7,1.0,43,6,12.0,No,Sales,Financial Analyst,High School,Married,0
EMP100738,23,59900.0,1,3,1,5.0,49,7,16.0,Yes,Sales,Software Engineer,High School,Married,0
EMP100739,59,26706.0,20,2,2,5.0,47,4,39.0,No,Research & Development,Research Scientist,High School,Married,0
EMP100740,23,45141.0,3,3,3,3.0,40,7,52.0,No,Finance,HR Specialist,Bachelor,Married,0
EMP100741,44,117002.0,3,4,3,2.0,41,6,31.0,No,Research & Development,Project Manager,Bachelor,Married,0
EMP100742,22,44068.0,1,2,1,1.0,35,10,21.0,No,IT,Software Engineer,Diploma,Married,0
EMP100743,51,55393.0,5,2,1,1.0,43,9,13.0,No,Human Resources,Research Scientist,Diploma,Married,0
EMP100744,22,52894.0,0,3,0,1.0,45,4,,No,Finance,Software Engineer,Diploma,Single,0
EMP100745,46,111390.0,5,3,2,5.0,42,4,28.0,No,IT,Software Engineer,Master,Single,0
EMP100746,48,98298.0,7,1,6,4.0,49,2,12.0,Yes,Research & Development,Sales Executive,Diploma,Married,0
EMP100747,51,79101.0,1,2,1,2.0,43,6,35.0,Yes,Human Resources,Software Engineer,High School,Single,0
EMP100748,38,35494.0,11,2,2,1.0,48,3,35.0,No,Research & Development,Software Engineer,High School,Single,0
EMP100749,40,64649.0,2,2,1,4.0,41,8,48.0,No,Research & Development,Software Engineer,High School,Single,0
EMP100750,24,71016.0,3,1,2,4.0,36,5,17.0,No,IT,Financial Analyst,Bachelor,Married,0
EMP100751,37,40164.0,1,4,1,4.0,39,3,52.0,No,IT,Research Scientist,High School,Married,0
EMP100752,47,37174.0,4,3,3,2.0,42,6,55.0,No,Research & Development,Sales Executive,Diploma,Divorced,0
EMP100753,41,118462.0,6,2,6,4.0,38,2,36.0,No,Research & Development,Financial Analyst,Master,Married,0
EMP100754,40,48037.0,1,3,1,1.0,34,7,44.0,No,IT,Research Scientist,Doctorate,Married,0
EMP100755,25,113758.0,5,4,3,1.0,32,3,47.0,Yes,Research & Development,Project Manager,Master,Single,0
EMP100756,20,86144.0,5,1,4,,47,4,26.0,Yes,IT,HR Specialist,Doctorate,Married,0
EMP100757,24,66081.0,7,2,2,5.0,44,4,14.0,No,Finance,Research Scientist,Bachelor,Married,0
EMP100758,60,67422.0,4,2,4,4.0,43,12,26.0,No,Sales,Software Engineer,Doctorate,Married,0
