Customer_ID,Household_Size,House_Area_sqft,Monthly_Income,Monthly_Electricity_Usage_kWh,Peak_Usage_kWh,Average_Temperature_C,AC_Usage_Hours,Appliance_Count,Monthly_Electricity_Bill,Solar_Panel,City
HSE00710,3,1631,47461.72,787.5,249.3,24.6,60.0,14,6297.86,No,Mumbai
HSE00711,2,1106,26691.56,588.6,236.0,29.7,41.8,3,5370.09,No,Madurai
HSE00712,7,1771,46508.29,879.4,468.0,23.6,34.3,10,6802.32,No,Madurai
HSE00713,5,1153,93746.28,1038.5,437.6,28.9,113.7,7,7840.38,Yes,Madurai
HSE00714,5,1551,31052.96,889.4,335.5,30.1,57.2,5,7378.12,No,Bangalore
HSE00715,3,470,47083.15,650.8,164.0,30.1,50.8,7,4059.79,No,Pune
HSE00716,4,1359,118335.44,824.6,239.2,29.3,21.8,15,5816.55,No,Chennai
HSE00717,1,1078,34106.77,410.0,173.7,28.0,27.2,3,3247.53,Yes,Kochi
HSE00718,4,1270,103139.63,465.3,185.3,24.7,17.8,3,3700.92,No,Bangalore
HSE00719,3,1250,48510.53,740.0,265.8,24.8,41.5,14,6413.27,No,Hyderabad
HSE00720,5,1257,57581.06,660.1,347.8,30.2,33.8,6,4203.87,No,Madurai
HSE00721,4,1477,98346.82,746.0,260.9,24.0,52.3,11,4322.24,Yes,Pune
HSE00722,5,946,44213.9,948.2,389.8,23.0,88.8,11,8103.75,No,Salem
HSE00723,7,1456,73061.0,1002.7,421.7,34.7,70.8,3,6436.24,Yes,Bangalore
HSE00724,1,1755,81892.05,785.2,320.6,28.0,78.8,5,5651.82,Yes,Coimbatore
HSE00725,7,565,41036.7,1213.2,477.1,31.5,87.5,15,9560.29,No,Madurai
HSE00726,5,849,39044.02,850.8,298.7,32.5,28.7,14,7738.88,No,Hyderabad
HSE00727,5,868,49623.37,714.4,373.4,29.2,37.4,6,5230.51,No,Madurai
HSE00728,2,709,50326.98,452.9,174.5,27.5,34.2,4,3200.76,Yes,Pune
HSE00729,2,986,33845.52,665.7,272.0,27.6,72.9,9,5069.91,Yes,Kochi
HSE00730,7,1665,41207.2,842.3,376.5,35.4,21.3,5,7576.99,No,Delhi
HSE00731,6,1851,11556.25,1043.7,282.1,26.8,103.6,3,9106.09,No,Kochi
HSE00732,7,1248,47318.93,800.7,387.8,29.7,36.5,3,5125.95,Yes,Coimbatore
HSE00733,2,1054,82253.88,687.9,277.7,31.7,22.4,5,6062.07,No,Salem
HSE00734,5,1561,25979.9,899.4,402.2,30.0,37.5,8,8044.56,Yes,Chennai
HSE00735,3,400,44652.85,569.4,274.2,33.3,39.1,6,4533.26,No,Coimbatore
HSE00736,7,725,165072.2,768.6,393.7,27.5,42.6,3,6059.43,No,Hyderabad
HSE00737,5,400,54444.46,734.3,270.0,31.7,43.8,9,5312.1,No,Delhi
HSE00738,3,720,101280.17,689.3,340.1,21.8,87.1,4,5474.01,No,Delhi
HSE00739,3,855,34882.01,861.5,282.3,34.4,57.8,14,7010.79,No,Bangalore
HSE00740,2,1865,67309.51,644.7,288.9,33.5,22.2,7,4264.9,No,Pune
HSE00741,7,400,32308.65,732.8,205.8,27.8,38.6,10,4683.72,No,Kochi
HSE00742,4,1012,65878.51,685.5,175.5,30.8,33.5,9,4415.9,No,Mumbai
HSE00743,1,1479,80346.21,750.4,209.2,32.6,49.6,13,6455.39,No,Bangalore
HSE00744,2,1385,72209.55,690.7,238.9,24.8,45.5,14,5709.85,No,Mumbai
HSE00745,2,1858,47092.39,1072.7,278.2,28.4,121.5,10,8282.0,No,Kochi
HSE00746,4,1272,62243.45,1041.9,457.5,23.8,78.6,15,8601.38,No,Madurai
HSE00747,1,1368,62511.75,755.1,260.5,33.6,66.9,12,6036.96,No,Coimbatore
HSE00748,5,400,74219.62,817.3,384.9,32.3,10.1,13,6735.89,No,Coimbatore
HSE00749,6,755,52020.51,840.7,221.8,27.9,76.9,8,5038.14,No,Coimbatore
HSE00750,7,400,83625.26,707.6,222.9,27.4,13.2,9,5008.03,No,Hyderabad
HSE00751,6,1458,104889.31,771.8,287.4,28.4,35.5,11,6173.37,No,Hyderabad
HSE00752,5,1357,47669.55,777.7,283.7,25.4,38.5,8,5109.2,No,Mumbai
HSE00753,2,1341,56161.48,710.7,205.6,28.3,85.2,11,5046.17,No,Delhi
HSE00754,1,803,36604.33,589.7,323.3,24.8,24.8,15,4225.66,No,Bangalore
HSE00755,2,762,64100.3,781.8,262.2,32.6,42.6,14,6638.4,Yes,Chennai
HSE00756,3,1294,64284.6,643.3,300.0,33.5,18.8,4,4832.89,No,Bangalore
HSE00757,2,899,56454.05,818.2,258.6,32.8,64.0,15,5933.0,No,Coimbatore
HSE00758,2,741,58402.75,471.9,242.3,24.2,35.8,4,3137.88,No,Kochi
HSE00759,5,971,130602.07,737.5,270.2,28.2,52.7,4,5035.82,No,Bangalore
HSE00760,5,903,15003.87,654.4,340.5,31.3,5.4,8,6034.94,Yes,Mumbai
HSE00761,5,810,43984.51,701.0,247.1,32.1,22.9,4,5330.71,Yes,Bangalore
HSE00762,6,648,47118.11,631.9,159.6,21.6,53.7,5,5035.53,Yes,Mumbai
HSE00763,3,1402,105947.52,1016.7,411.9,32.0,69.2,15,6816.35,No,Mumbai
HSE00764,5,1900,68116.07,1022.9,416.8,24.0,104.3,10,7553.03,Yes,Chennai
HSE00765,1,1182,68868.01,819.9,234.5,28.4,95.9,10,7196.85,No,Mumbai
HSE00766,6,1300,96957.09,1019.2,326.6,34.0,32.5,13,9178.91,No,Coimbatore
HSE00767,4,1441,50721.64,951.6,461.6,33.5,52.2,14,6723.28,No,Hyderabad
HSE00768,1,1365,73764.69,685.5,178.9,34.3,73.6,6,4538.96,Yes,Delhi
HSE00769,7,819,43314.55,889.1,352.8,24.7,57.2,11,6079.63,No,Mumbai
HSE00770,7,1974,34238.31,1029.5,421.2,25.7,38.7,10,7161.15,No,Pune
HSE00771,1,859,123310.84,500.0,228.3,26.7,53.6,3,3754.73,No,Chennai
HSE00772,5,1492,64935.69,1057.6,276.3,28.4,100.1,10,8005.29,No,Coimbatore
HSE00773,4,1439,73510.73,706.7,300.8,29.9,46.7,3,5696.77,No,Coimbatore
HSE00774,4,400,33826.84,811.3,203.6,34.1,64.7,6,6580.78,No,Chennai
HSE00775,6,1039,69199.38,860.1,283.4,25.3,55.6,12,5899.14,Yes,Bangalore
HSE00776,4,1225,122429.81,642.2,256.8,26.5,31.4,8,5469.61,No,Hyderabad
HSE00777,7,1260,48544.49,1202.8,629.5,34.7,84.9,9,10413.65,No,Pune
HSE00778,3,1336,31256.38,697.2,200.8,24.4,47.5,12,5396.4,No,Kochi
HSE00779,5,1541,59747.21,1048.6,315.4,31.9,38.4,15,9297.35,No,Delhi
HSE00780,4,1197,34507.6,820.0,369.6,28.6,55.3,6,6758.46,No,Hyderabad
HSE00781,6,1360,27284.64,1106.2,401.0,30.6,90.4,10,8258.32,No,Chennai
HSE00782,7,1180,39515.33,811.4,354.6,25.8,53.2,10,7169.64,No,Bangalore
HSE00783,3,742,44064.93,774.6,425.4,31.8,52.7,11,6096.44,No,Chennai
HSE00784,2,1215,35271.34,669.9,365.8,26.4,63.5,8,5249.24,No,Mumbai
HSE00785,2,1537,99907.35,633.6,225.6,23.3,72.3,6,4474.22,Yes,Kochi
HSE00786,3,1699,128722.34,720.6,289.1,30.9,41.0,4,5943.6,No,Hyderabad
HSE00787,7,1442,72636.88,835.3,435.5,19.0,44.2,9,5302.85,No,Coimbatore
HSE00788,6,1800,65380.31,900.5,250.0,26.7,39.1,12,6841.75,No,Madurai
HSE00789,3,1388,51594.32,739.8,285.3,30.2,63.2,5,5717.22,Yes,Chennai
HSE00790,5,1589,36744.31,969.8,352.3,32.0,47.5,13,7406.37,No,Madurai
HSE00791,5,1622,113141.9,1141.1,386.2,33.9,48.9,15,8778.77,Yes,Kochi
HSE00792,2,1099,53466.17,862.1,472.7,36.1,49.9,14,6296.06,No,Bangalore
HSE00793,4,1527,44664.09,661.6,311.0,34.9,20.7,5,4565.24,No,Coimbatore
HSE00794,6,777,86831.87,715.3,262.2,29.8,68.8,5,5830.99,No,Madurai
HSE00795,2,1357,53208.61,722.4,360.3,33.5,40.2,6,5702.1,No,Delhi
HSE00796,4,1460,85380.32,677.4,268.9,29.7,47.8,4,5815.33,No,Chennai
HSE00797,4,1673,45738.77,993.3,508.4,31.7,36.0,15,6989.37,No,Hyderabad
HSE00798,5,1569,86944.48,773.5,255.2,26.6,24.8,15,6229.9,No,Mumbai
HSE00799,7,1679,85475.38,941.4,298.5,30.8,53.0,7,7838.68,No,Chennai
HSE00800,1,1155,99833.72,487.5,158.0,27.1,61.1,5,3540.06,No,Coimbatore
HSE00801,7,1045,39968.51,1329.9,547.3,28.3,160.5,12,11067.84,No,Chennai
HSE00802,1,1076,52982.7,623.2,210.3,30.9,34.1,7,3633.43,Yes,Coimbatore
HSE00803,3,1320,132135.74,1075.7,316.4,37.4,75.2,14,8206.19,No,Coimbatore
HSE00804,5,400,49227.27,758.0,415.7,30.6,39.7,15,6049.6,No,Coimbatore
HSE00805,4,1799,79225.23,898.2,467.2,29.0,78.9,9,6702.79,No,Coimbatore
HSE00806,6,1220,154174.86,934.4,411.6,25.7,66.6,11,7301.63,No,Chennai
HSE00807,1,1013,23933.15,424.5,219.7,32.6,34.4,4,2764.01,No,Madurai
HSE00808,7,400,48498.51,739.5,392.4,27.7,23.4,11,6251.62,Yes,Mumbai
HSE00809,4,1183,55046.31,866.5,392.4,30.5,18.7,12,6190.17,No,Bangalore
HSE00810,1,1111,24479.54,758.0,307.4,31.8,83.2,8,5436.86,No,Mumbai
HSE00811,1,796,44797.22,593.1,305.2,34.1,27.6,14,4178.63,No,Coimbatore
HSE00812,1,897,35524.11,498.2,209.4,32.4,16.6,8,3994.78,Yes,Madurai
HSE00813,6,1188,80906.3,932.0,268.5,24.1,82.2,13,7440.64,No,Hyderabad
HSE00814,5,935,25220.11,771.0,277.6,22.1,49.2,5,6277.4,No,Hyderabad
HSE00815,6,1457,128705.7,1091.9,419.0,31.8,41.4,12,7970.25,No,Madurai
HSE00816,2,863,75022.42,890.3,472.4,29.3,72.2,15,6026.55,Yes,Pune
HSE00817,4,1270,34230.38,797.7,357.2,30.6,39.8,11,6213.23,No,Bangalore
HSE00818,5,1731,87288.78,1087.1,557.2,35.9,68.4,6,8995.13,No,Madurai
HSE00819,5,1184,71950.19,626.3,298.9,26.5,34.4,7,4296.71,No,Kochi
HSE00820,5,1360,54048.82,1089.3,373.6,34.2,99.3,5,7773.25,No,Salem
HSE00821,7,1332,39752.69,869.6,404.9,26.6,31.2,7,6693.98,No,Coimbatore
HSE00822,5,1204,70371.03,994.2,306.8,35.3,69.0,10,6855.55,Yes,Salem
HSE00823,6,1170,58127.99,1141.2,425.0,32.0,89.4,10,7389.8,Yes,Mumbai
HSE00824,5,943,40333.2,549.7,270.4,23.0,4.0,10,3484.88,No,Delhi
HSE00825,3,1268,30050.17,665.7,288.6,27.3,65.2,8,4436.75,No,Chennai
HSE00826,4,1073,37508.52,787.8,392.0,36.7,31.6,3,5070.07,No,Coimbatore
HSE00827,5,1896,43853.26,1158.6,378.2,36.2,71.9,13,8662.81,No,Coimbatore
HSE00828,4,1565,92800.54,980.2,465.5,31.4,55.7,12,6079.62,No,Bangalore
HSE00829,3,546,81018.27,945.8,293.9,30.4,64.0,14,6823.93,No,Chennai
HSE00830,3,571,44916.39,603.0,249.4,30.0,47.2,8,3882.39,No,Coimbatore
HSE00831,4,1141,45709.03,1021.0,388.0,30.7,92.7,14,7966.71,No,Salem
HSE00832,1,1022,85922.15,704.3,293.7,28.4,19.3,13,6033.87,No,Pune
HSE00833,2,1118,62031.31,978.0,284.3,33.8,87.2,12,7847.66,Yes,Hyderabad
HSE00834,7,1493,61643.63,893.0,320.0,31.3,34.8,9,6771.58,Yes,Pune
HSE00835,1,1342,40077.47,459.0,206.6,25.1,12.6,11,3995.58,No,Mumbai
HSE00836,1,1338,52028.66,760.9,317.7,31.6,50.4,14,4633.78,No,Chennai
HSE00837,6,1851,55105.58,874.3,362.6,29.7,32.3,10,5782.35,No,Mumbai
HSE00838,7,575,52788.69,956.9,385.9,27.8,62.6,13,6064.05,Yes,Delhi
HSE00839,7,1247,76528.54,1187.7,633.2,36.6,66.1,14,7859.7,No,Chennai
HSE00840,1,939,77613.58,645.9,342.6,29.4,44.6,10,4570.64,No,Bangalore
HSE00841,5,1846,36372.11,778.4,278.7,21.2,64.3,9,5920.67,No,Bangalore
HSE00842,6,400,43914.15,694.7,247.0,28.0,57.7,4,4520.4,No,Mumbai
HSE00843,6,400,40367.1,587.8,244.8,33.0,49.9,3,5128.84,No,Coimbatore
HSE00844,3,1337,102736.74,601.9,167.7,25.3,43.7,4,5105.17,No,Pune
HSE00845,7,1707,151624.02,1059.0,361.0,32.8,36.2,8,9206.3,Yes,Bangalore
HSE00846,1,1548,44643.27,872.1,278.4,25.0,122.2,15,5198.31,No,Delhi
HSE00847,3,840,51016.05,716.3,227.1,34.3,48.5,4,6498.35,No,Madurai
HSE00848,4,1878,80348.62,873.5,385.7,26.7,59.2,12,7130.46,Yes,Kochi
HSE00849,2,646,40008.35,675.0,246.6,27.6,70.1,6,5758.78,No,Pune
HSE00850,6,1788,81169.69,959.3,289.1,27.3,41.6,12,7258.3,No,Chennai
HSE00851,4,705,54485.9,756.0,390.3,31.4,61.6,5,6312.06,No,Pune
HSE00852,4,1042,25094.54,1076.1,551.2,36.4,116.1,8,6691.24,Yes,Mumbai
HSE00853,5,1488,30634.84,989.9,503.6,29.1,31.2,14,6080.29,No,Pune
HSE00854,2,540,47242.73,942.3,346.0,29.0,116.0,14,6069.05,Yes,Kochi
HSE00855,4,1861,95360.08,962.7,257.1,26.7,72.9,15,8623.83,No,Bangalore
HSE00856,4,1039,36807.17,644.5,181.8,22.5,34.5,10,4213.26,No,Delhi
HSE00857,2,1262,43249.6,657.1,218.7,27.1,30.0,13,4091.87,No,Chennai
HSE00858,2,1723,60481.59,887.4,280.4,24.0,115.7,8,7911.38,No,Bangalore
HSE00859,4,843,25955.64,619.8,317.5,21.5,83.9,4,3712.18,No,Hyderabad
HSE00860,2,1677,62908.55,650.6,355.2,28.7,45.4,7,5471.28,No,Hyderabad
HSE00861,4,1938,27457.8,886.2,438.7,26.8,37.1,13,7204.28,No,Mumbai
HSE00862,4,905,70991.92,895.7,420.0,34.5,34.6,15,5474.21,No,Pune
HSE00863,5,1816,38220.92,891.5,380.3,25.6,44.1,8,5252.77,No,Mumbai
HSE00864,1,408,35996.12,592.5,285.0,31.7,46.6,11,4231.15,Yes,Salem
HSE00865,4,1375,62183.62,702.5,375.2,31.6,54.1,8,6247.07,No,Pune
HSE00866,3,647,78620.22,709.7,305.5,34.3,27.2,12,5818.17,No,Salem
HSE00867,6,1624,65147.25,714.4,211.7,28.3,33.7,7,5189.74,No,Pune
HSE00868,7,1587,60386.93,945.0,282.7,34.3,42.8,3,6664.83,No,Hyderabad
HSE00869,1,2135,60772.91,1020.4,433.8,31.2,139.8,12,7487.21,No,Bangalore
HSE00870,1,1840,65325.21,715.6,250.5,33.6,57.5,7,5781.16,Yes,Pune
HSE00871,1,1125,67285.82,631.8,330.5,38.6,21.0,7,4222.29,No,Delhi
HSE00872,5,713,46058.24,785.1,340.3,28.5,28.1,8,5270.3,Yes,Delhi
HSE00873,4,1455,73836.97,959.7,434.7,29.7,114.9,9,7925.16,No,Delhi
HSE00874,5,1173,38403.46,1053.5,265.2,27.6,93.1,15,8108.2,No,Kochi
HSE00875,4,1898,89878.63,1077.8,430.7,35.2,39.5,15,6631.08,Yes,Chennai
HSE00876,5,400,78212.76,988.9,375.1,39.4,65.0,6,8197.16,No,Mumbai
HSE00877,5,2185,146751.2,1082.0,499.6,31.9,60.9,9,8572.78,No,Mumbai
HSE00878,6,1439,69308.32,847.3,309.1,22.6,49.4,7,6509.84,Yes,Chennai
HSE00879,3,834,82800.0,623.7,338.7,25.5,30.2,8,5029.71,No,Salem
HSE00880,5,1530,27251.02,690.2,311.3,33.6,15.4,6,5787.96,No,Pune
HSE00881,6,1784,84023.52,1085.1,486.1,24.4,79.0,14,8570.9,No,Bangalore
HSE00882,2,1251,93385.72,781.0,410.7,26.6,61.7,10,6490.02,No,Bangalore
HSE00883,3,406,108251.56,514.9,282.5,26.5,30.5,11,3856.64,No,Delhi
HSE00884,5,1068,58063.84,811.0,250.9,28.7,90.9,4,6421.35,No,Coimbatore
HSE00885,7,1668,47156.94,1225.9,604.6,30.0,112.5,14,9886.36,No,Hyderabad
HSE00886,1,1423,33684.96,710.3,212.2,21.4,56.4,13,5360.15,No,Bangalore
HSE00887,2,1130,35100.56,531.8,205.9,22.9,48.3,6,3747.05,Yes,Kochi
HSE00888,2,1789,54369.87,625.4,175.1,23.0,18.5,13,4460.39,No,Pune
HSE00889,6,1533,25007.76,743.8,325.0,23.5,44.4,10,6204.41,No,Bangalore
HSE00890,2,1567,38924.93,677.1,264.4,29.1,25.7,10,4996.56,No,Kochi
HSE00891,3,1015,57260.91,713.9,313.1,29.8,45.9,11,5221.47,No,Madurai
HSE00892,5,972,56688.69,924.1,419.0,33.1,85.6,5,7785.01,No,Mumbai
HSE00893,5,435,35555.9,647.9,282.4,31.2,69.9,3,3796.22,No,Coimbatore
HSE00894,7,1083,31566.45,1056.3,357.2,26.7,92.3,11,8389.44,No,Pune
HSE00895,1,1621,33760.87,551.7,276.5,29.9,42.3,3,4182.84,No,Bangalore
HSE00896,6,1108,49796.75,678.6,282.0,33.2,21.9,5,5188.01,No,Hyderabad
HSE00897,1,1400,143414.91,468.8,186.1,28.1,41.3,5,3014.4,No,Coimbatore
HSE00898,2,1700,88631.36,712.4,389.1,27.8,56.5,11,4278.62,No,Hyderabad
HSE00899,7,1368,60565.21,904.1,302.9,25.2,94.5,3,6283.72,No,Bangalore
HSE00900,1,1412,70568.51,724.6,295.9,25.8,77.4,9,5384.02,No,Delhi
HSE00901,3,589,86875.18,530.2,241.1,31.7,16.6,4,3886.25,Yes,Coimbatore
HSE00902,5,1055,74541.91,852.7,245.2,29.0,55.5,9,6625.53,Yes,Mumbai
HSE00903,2,1977,47877.17,857.5,305.5,36.8,85.1,3,6326.05,No,Pune
HSE00904,7,1247,37593.02,1222.1,599.4,26.3,98.1,15,9940.08,Yes,Coimbatore
HSE00905,1,2054,51985.24,945.7,303.6,32.0,88.8,12,7602.41,No,Pune
HSE00906,6,875,86421.97,889.3,353.9,30.5,32.6,12,5785.99,No,Coimbatore
HSE00907,3,1305,48698.93,701.6,308.1,28.6,33.6,10,4778.23,No,Delhi
HSE00908,3,1028,33455.93,1006.2,454.1,27.3,122.2,12,6353.31,No,Hyderabad
HSE00909,1,1466,25324.74,773.2,362.2,31.4,37.9,15,6869.92,Yes,Mumbai
HSE00910,5,1603,52084.6,1191.0,607.2,31.2,111.6,12,10216.22,Yes,Bangalore
HSE00911,1,1471,34667.21,535.2,196.9,29.8,28.2,4,3533.4,No,Chennai
HSE00912,2,1669,45191.14,749.6,346.3,30.7,45.9,5,5932.03,Yes,Coimbatore
HSE00913,1,1194,105915.1,491.2,230.7,29.1,12.1,10,4043.08,No,Kochi
HSE00914,3,1114,53683.24,416.6,141.7,22.4,44.0,5,3391.94,No,Mumbai
HSE00915,7,409,39237.22,590.1,318.9,29.3,29.9,3,4216.8,No,Salem
HSE00916,1,1487,63197.91,844.1,430.1,27.9,70.1,11,5446.89,Yes,Kochi
HSE00917,5,1277,130550.85,1027.8,346.3,36.8,69.8,10,7123.51,No,Kochi
HSE00918,7,1169,52092.44,948.5,429.2,31.5,62.9,6,7710.5,No,Mumbai
HSE00919,6,1114,19055.32,760.5,353.9,29.8,30.8,10,6318.18,Yes,Coimbatore
HSE00920,4,1183,73690.04,917.0,348.0,30.9,92.5,7,6835.89,No,Madurai
HSE00921,1,1094,64278.6,435.1,221.5,24.9,50.6,5,2835.11,No,Coimbatore
HSE00922,5,962,57276.38,671.7,307.0,26.6,73.3,3,6034.14,Yes,Hyderabad
HSE00923,7,1308,49834.3,1119.1,500.7,27.7,89.0,15,9941.37,No,Kochi
HSE00924,5,1418,38246.83,978.8,309.5,30.6,53.9,12,6252.9,No,Hyderabad
HSE00925,6,853,108752.17,717.1,267.0,27.3,20.5,7,4163.92,No,Chennai
HSE00926,3,1020,24049.01,825.9,314.0,27.0,57.5,13,6192.42,Yes,Bangalore
HSE00927,5,1108,47860.99,608.1,285.9,24.7,44.3,8,4319.43,Yes,Salem
HSE00928,7,1202,47360.1,800.8,348.8,29.1,28.9,6,5346.2,Yes,Salem
HSE00929,5,1142,80751.94,996.4,274.8,29.7,104.9,9,5972.34,Yes,Delhi
HSE00930,5,1497,95907.14,685.7,234.7,30.7,41.5,5,5940.08,Yes,Madurai
HSE00931,5,456,49665.12,756.8,296.6,26.2,67.5,9,6329.6,No,Coimbatore
HSE00932,2,536,59989.4,598.1,281.7,30.5,76.5,3,3597.97,No,Chennai
HSE00933,2,1287,62329.03,703.2,332.7,24.8,57.5,9,6107.62,No,Bangalore
HSE00934,3,929,88352.1,556.8,221.1,28.1,38.8,3,4467.39,Yes,Coimbatore
HSE00935,1,1598,87537.03,687.4,196.0,30.2,19.1,15,4937.67,No,Bangalore
HSE00936,5,1726,43165.74,1055.9,356.8,28.0,62.5,13,9015.01,Yes,Coimbatore
HSE00937,6,1305,66979.65,505.6,165.0,22.8,41.7,3,4041.13,No,Hyderabad
HSE00938,1,718,65352.55,636.9,308.5,23.2,120.4,4,5354.34,No,Coimbatore
HSE00939,6,1675,52204.76,679.0,206.4,29.9,33.1,4,4826.57,Yes,Chennai
HSE00940,1,1290,65074.64,457.8,178.3,31.3,12.3,6,3336.65,No,Kochi
HSE00941,3,531,55501.92,743.3,335.4,30.4,24.0,15,4817.44,Yes,Chennai
HSE00942,5,571,59049.97,718.2,387.4,31.4,88.7,3,5466.4,No,Coimbatore
HSE00943,5,1883,29878.24,832.1,457.5,27.9,77.9,6,6435.53,No,Chennai
HSE00944,4,1808,36388.42,1154.8,618.8,32.0,104.4,4,10066.62,No,Kochi
HSE00945,6,400,79465.52,633.4,294.8,30.3,44.7,6,4872.77,No,Mumbai
HSE00946,1,589,31898.81,672.2,318.6,26.4,72.5,6,3889.32,Yes,Mumbai
HSE00947,1,1713,67957.49,786.9,376.0,31.1,55.9,11,4996.1,Yes,Coimbatore
HSE00948,2,1192,53021.18,663.0,337.3,30.2,34.6,11,5911.19,No,Hyderabad
HSE00949,4,1516,87455.3,857.4,459.2,35.7,50.4,3,6100.88,No,Chennai
HSE00950,7,1172,73647.74,1025.7,393.6,34.5,40.0,7,7180.88,No,Bangalore
HSE00951,7,1495,44851.52,1034.0,387.7,28.6,101.2,9,8459.69,No,Mumbai
HSE00952,2,1203,49743.08,531.5,206.3,27.3,34.5,6,4481.29,Yes,Kochi
HSE00953,2,1003,22507.33,1104.4,494.7,35.2,109.3,14,8799.31,No,Chennai
HSE00954,2,1676,51865.51,716.5,345.8,31.2,33.2,7,4643.69,Yes,Pune
HSE00955,6,1291,31055.2,831.6,425.1,28.3,40.0,4,6157.0,No,Coimbatore
HSE00956,6,1494,49844.86,761.1,294.4,21.0,51.8,5,6231.56,No,Bangalore
HSE00957,3,1271,41275.54,774.5,278.1,26.0,32.3,9,6816.83,Yes,Chennai
HSE00958,3,981,37071.56,736.5,401.4,25.7,51.5,12,6801.6,No,Madurai
HSE00959,2,1924,93860.46,915.0,292.4,28.4,55.5,15,6601.9,Yes,Chennai
HSE00960,4,1360,30970.6,1019.8,322.9,31.5,98.3,9,8967.43,Yes,Mumbai
HSE00961,1,1040,35657.3,493.4,229.2,32.1,12.2,6,3237.74,No,Chennai
HSE00962,6,1775,40170.71,1130.9,343.7,35.0,33.3,14,7847.62,No,Hyderabad
HSE00963,4,606,44293.15,893.2,330.3,32.7,117.0,3,6521.04,No,Bangalore
HSE00964,5,2206,37069.07,787.3,265.9,23.8,39.5,3,7202.68,Yes,Coimbatore
HSE00965,6,1119,46792.19,906.3,272.4,33.1,39.5,6,5499.7,Yes,Kochi
HSE00966,6,629,63010.58,829.4,351.6,35.9,32.0,6,5999.91,Yes,Pune
HSE00967,3,2058,74348.96,1030.7,373.2,35.7,71.6,8,8979.65,No,Chennai
HSE00968,1,992,72742.21,379.7,147.6,24.1,18.1,9,2710.66,No,Mumbai
HSE00969,1,1309,23304.4,684.4,211.3,28.2,60.9,11,4806.4,No,Bangalore
HSE00970,7,1523,65262.74,1356.6,651.7,32.8,126.5,11,10626.5,No,Pune
HSE00971,7,1733,67100.23,957.9,329.9,24.4,15.1,12,7968.11,Yes,Delhi
HSE00972,7,1335,40823.32,858.6,302.9,22.1,72.1,14,6498.26,Yes,Coimbatore
HSE00973,7,909,116488.33,870.1,283.3,30.3,23.2,14,7384.82,No,Kochi
HSE00974,5,1299,89728.01,809.3,307.8,26.3,62.9,7,5398.68,No,Chennai
HSE00975,5,1011,50651.67,735.3,286.1,22.5,60.0,12,6283.84,No,Chennai
HSE00976,6,1312,42062.11,1056.7,432.1,33.9,74.8,13,8806.66,No,Pune
HSE00977,2,1933,115640.15,712.8,385.1,29.7,36.6,5,5047.08,No,Chennai
HSE00978,3,1540,54531.42,749.6,390.8,26.9,37.7,5,6141.84,Yes,Coimbatore
HSE00979,3,1293,57145.46,616.6,266.9,25.1,76.0,8,4145.74,No,Bangalore
HSE00980,7,1532,56822.86,807.9,211.4,29.7,36.4,3,5089.56,No,Kochi
HSE00981,6,1565,155047.29,1082.6,469.5,31.1,80.9,9,9564.44,No,Chennai
HSE00982,4,715,49894.03,601.3,166.5,30.3,9.8,5,4015.3,No,Bangalore
HSE00983,2,1219,54417.96,618.4,286.4,22.9,57.9,7,3552.96,No,Chennai
HSE00984,6,2353,37839.56,1256.1,461.0,30.9,78.1,9,9004.03,No,Bangalore
HSE00985,2,1746,46157.45,788.9,395.5,31.8,44.8,9,4890.03,No,Delhi
HSE00986,2,973,34577.62,937.2,499.3,27.6,100.5,11,8000.72,No,Bangalore
HSE00987,2,929,38187.31,532.6,199.8,33.2,37.3,3,5057.98,No,Pune
HSE00988,6,914,24357.87,743.9,288.8,25.6,56.6,5,5622.25,Yes,Delhi
HSE00989,7,1590,81778.9,1110.2,474.1,34.2,85.4,11,8134.72,No,Bangalore
HSE00990,3,1923,59019.57,835.7,258.3,29.5,24.8,10,6459.96,No,Hyderabad
HSE00991,3,1462,61248.07,770.4,406.9,27.0,89.5,4,5222.63,No,Delhi
HSE00992,7,1271,53717.34,986.3,374.7,27.7,60.4,10,6470.8,No,Hyderabad
HSE00993,2,1000,56805.2,667.9,200.4,33.0,31.2,10,4623.14,No,Kochi
HSE00994,4,1348,113971.2,765.4,366.5,29.9,49.1,4,5353.95,Yes,Madurai
HSE00995,1,831,38915.22,626.3,197.8,31.6,29.6,10,5218.97,No,Delhi
HSE00996,6,400,62339.41,763.7,223.8,33.3,69.0,5,6824.68,Yes,Salem
HSE00997,1,1937,62189.07,619.0,259.3,26.9,42.7,9,5119.0,No,Mumbai
HSE00998,7,747,91948.47,946.9,427.5,29.5,39.6,15,7680.42,No,Coimbatore
HSE00999,4,1054,67002.36,901.5,379.4,28.1,70.1,11,6710.91,No,Hyderabad
HSE01000,6,1495,68535.14,1030.7,460.7,33.1,44.2,6,9039.7,No,Chennai
HSE01001,7,1846,31221.65,1070.8,304.8,27.5,50.5,13,9469.98,No,Bangalore
HSE01002,2,1316,38218.78,760.6,298.8,29.2,48.5,8,6594.49,No,Hyderabad
HSE01003,3,663,32532.3,615.4,219.8,38.2,11.8,11,3646.11,No,Chennai
HSE01004,1,1064,18050.82,829.0,449.3,34.1,20.3,13,6486.13,No,Bangalore
