Car_ID,Brand,Model_Year,Mileage_Km,Engine_CC,Horsepower,Fuel_Efficiency_Kmpl,Owner_Count,Service_Count,Accident_Count,Car_Age,Commute_Distance_Km,Condition_Score,Selling_Price_Lakhs,Engine_Power_Copy,Random_Feature,Constant_Feature
CAR00699,Maruti,2012,141743,3000,177,16.3,3,11,0,14,19.81,8.1,12.15,177,17.67,1
CAR00700,BMW,2025,177412,2500,142,12.27,3,10,0,1,24.38,8.5,31.12,142,72.22,1
CAR00701,Mercedes,2015,86618,2000,162,19.0,1,7,1,11,23.4,8.2,20.16,162,65.63,1
CAR00702,Maruti,2020,81432,2000,128,18.96,3,8,0,6,28.44,7.3,22.04,128,62.38,1
CAR00703,Audi,2017,28902,1800,99,16.9,2,8,1,9,11.48,6.0,24.82,99,66.01,1
CAR00704,BMW,2024,50916,1000,62,21.01,1,5,1,2,10.91,7.1,22.55,62,39.05,1
CAR00705,Ford,2022,45599,3000,196,15.49,4,8,0,4,32.37,8.0,31.27,196,49.21,1
CAR00706,Audi,2014,49156,3000,254,12.92,3,11,3,12,5.94,10.0,23.02,254,36.43,1
CAR00707,BMW,2012,60263,3000,212,13.11,4,13,1,14,6.59,6.2,8.09,212,50.75,1
CAR00708,Toyota,2015,52560,2500,153,16.04,1,5,0,11,36.7,7.3,20.59,153,48.07,1
CAR00709,Toyota,2023,26674,1500,98,14.46,1,5,1,3,18.23,7.3,37.86,98,57.38,1
CAR00710,Tata,2024,91008,1000,65,18.44,2,6,2,2,37.11,4.6,21.0,65,28.1,1
CAR00711,Tata,2020,40111,2500,139,12.46,2,3,1,6,11.99,6.7,21.44,139,50.22,1
CAR00712,BMW,2014,72389,2200,130,18.56,1,5,2,12,17.16,5.9,15.36,130,49.94,1
CAR00713,Audi,2023,165294,1800,137,16.13,3,9,0,3,19.8,7.0,30.95,137,53.68,1
CAR00714,Kia,2020,42977,2200,129,16.27,2,5,1,6,25.23,9.5,26.88,129,31.43,1
CAR00715,Maruti,2018,20817,1600,99,16.99,1,8,0,8,12.15,8.4,24.14,99,37.8,1
CAR00716,Mercedes,2023,57150,3000,197,12.86,2,9,0,3,29.93,7.7,33.47,197,33.44,1
CAR00717,Kia,2025,106678,1200,93,18.99,2,8,1,1,12.79,10.0,27.51,93,88.99,1
CAR00718,Audi,2015,156905,3000,217,11.97,1,4,1,11,11.35,9.3,16.5,217,73.91,1
CAR00719,Audi,2014,37378,3000,227,13.03,4,5,1,12,10.93,6.5,22.77,227,48.67,1
CAR00720,Toyota,2021,81280,1800,130,16.45,1,8,2,5,52.01,5.1,18.2,130,58.9,1
CAR00721,Tata,2016,52720,1000,76,18.3,1,6,2,10,28.45,4.5,19.93,76,80.71,1
CAR00722,BMW,2016,61974,2200,121,16.5,3,7,0,10,8.65,6.4,16.63,121,82.06,1
CAR00723,Kia,2014,213651,1600,133,16.53,4,7,2,12,26.84,6.8,6.42,133,57.97,1
CAR00724,Audi,2023,33051,3000,175,16.65,3,6,0,3,27.49,9.5,35.62,175,33.43,1
CAR00725,Honda,2020,72862,2000,134,17.54,3,10,1,6,28.78,9.1,21.95,134,74.15,1
CAR00726,Ford,2015,80226,1500,117,15.02,2,5,2,11,10.82,8.7,10.61,117,54.67,1
CAR00727,Maruti,2022,105953,2000,136,17.39,3,11,0,4,35.19,6.8,26.35,136,43.21,1
CAR00728,Audi,2016,67930,2000,167,14.91,1,12,0,10,11.81,7.3,30.0,167,63.55,1
CAR00729,Kia,2015,74665,1800,124,17.13,2,7,0,11,7.32,7.0,18.21,124,37.12,1
CAR00730,Hyundai,2016,54497,1200,97,17.11,2,10,0,10,24.66,10.0,31.67,97,19.31,1
CAR00731,Kia,2018,73368,1200,95,14.18,1,6,1,8,1.0,6.7,22.99,95,75.52,1
CAR00732,Toyota,2020,55698,2200,186,15.67,2,5,0,6,10.1,6.5,30.15,186,58.97,1
CAR00733,Mercedes,2018,85978,1200,99,15.7,2,6,0,8,52.5,8.2,20.09,99,66.53,1
CAR00734,Audi,2024,55040,2000,164,17.13,2,7,2,2,59.2,6.2,21.09,164,13.08,1
CAR00735,BMW,2016,77021,1800,139,17.21,1,8,0,10,13.0,8.2,22.85,139,58.37,1
CAR00736,Maruti,2021,64150,1600,106,16.22,3,6,1,5,52.87,7.9,25.52,106,55.81,1
CAR00737,Maruti,2021,107890,2200,128,19.37,1,7,1,5,14.26,6.5,23.61,128,43.11,1
CAR00738,Mercedes,2018,63514,2500,189,12.38,1,8,1,8,30.46,7.1,19.32,189,43.28,1
CAR00739,Tata,2025,29269,1600,135,16.18,3,5,2,1,60.77,6.4,23.39,135,39.88,1
CAR00740,BMW,2021,114692,1000,77,16.9,2,6,0,5,27.19,8.8,23.46,77,81.5,1
CAR00741,Maruti,2016,43242,1000,83,23.23,1,5,0,10,8.1,7.3,17.66,83,66.77,1
CAR00742,Ford,2014,48434,1000,79,21.85,1,9,1,12,16.21,7.2,19.53,79,44.75,1
CAR00743,Tata,2018,49717,1000,60,16.3,2,5,0,8,12.69,8.6,18.9,60,37.15,1
CAR00744,Maruti,2024,120649,1800,112,15.21,4,6,0,2,1.52,8.4,25.28,112,49.56,1
CAR00745,Toyota,2022,24862,1600,104,15.85,3,6,1,4,12.58,7.8,27.83,104,49.83,1
CAR00746,Maruti,2022,250000,3000,180,12.33,2,8,2,4,7.4,8.9,25.45,180,29.14,1
CAR00747,BMW,2013,104545,1500,109,15.63,1,12,0,13,5.23,7.3,10.53,109,72.13,1
CAR00748,Honda,2023,71869,2200,185,14.5,1,10,0,3,39.9,6.3,24.97,185,44.86,1
CAR00749,Mercedes,2020,63414,2500,195,16.87,1,9,0,6,9.87,7.7,25.16,195,51.45,1
CAR00750,Kia,2021,73913,2000,135,20.18,1,3,0,5,16.66,7.5,19.53,135,66.19,1
CAR00751,Tata,2021,82178,1000,55,16.05,1,4,0,5,34.5,9.4,23.58,55,81.53,1
CAR00752,Honda,2023,86898,2500,161,12.77,1,5,1,3,13.8,7.2,27.67,161,52.23,1
CAR00753,Mercedes,2012,83463,1500,106,18.14,2,10,0,14,20.73,9.6,13.8,106,21.5,1
CAR00754,Honda,2024,67674,2500,162,11.7,1,11,1,2,20.84,5.9,31.32,162,61.88,1
CAR00755,Kia,2017,59477,1600,93,17.91,2,7,1,9,8.83,7.2,19.76,93,53.23,1
CAR00756,Toyota,2018,60722,2500,171,15.94,3,9,0,8,10.14,7.1,26.68,171,39.34,1
CAR00757,Maruti,2025,59542,1000,63,20.54,2,6,0,1,39.21,7.1,26.17,63,57.68,1
CAR00758,Honda,2024,108265,1500,123,18.74,2,6,1,2,17.14,9.0,26.43,123,37.07,1
CAR00759,Toyota,2019,84901,2000,116,15.22,2,5,0,7,15.14,6.9,25.73,116,19.23,1
CAR00760,Honda,2021,17309,3000,169,13.07,1,15,0,5,38.7,8.8,34.05,169,52.65,1
CAR00761,Tata,2020,87317,1200,66,16.21,1,11,0,6,15.65,7.4,22.9,66,31.14,1
CAR00762,BMW,2013,70953,1000,65,20.07,1,4,1,13,32.43,7.4,6.47,65,44.47,1
CAR00763,Ford,2022,64455,1500,112,20.92,1,10,2,4,38.03,5.8,27.66,112,61.63,1
CAR00764,Toyota,2021,54574,1600,123,18.35,2,12,1,5,8.67,9.1,37.03,123,7.88,1
CAR00765,Hyundai,2013,107796,1800,123,15.47,3,8,0,13,11.3,9.5,16.31,123,42.56,1
CAR00766,Tata,2016,99561,1500,113,19.7,4,6,0,10,14.97,5.9,15.92,113,30.94,1
CAR00767,BMW,2024,45906,1200,79,23.3,1,4,2,2,2.12,9.6,24.17,79,20.05,1
CAR00768,Ford,2016,78066,1200,90,19.06,4,10,2,10,28.72,5.6,17.07,90,50.69,1
CAR00769,BMW,2017,41978,2200,124,16.82,1,3,0,9,13.16,7.3,23.54,124,39.85,1
CAR00770,Audi,2014,34937,3000,200,14.78,3,4,0,12,2.56,7.4,20.54,200,62.27,1
CAR00771,BMW,2019,49027,1200,94,15.36,1,5,1,7,16.91,7.1,17.44,94,58.14,1
CAR00772,Ford,2024,95819,2200,174,14.89,1,6,2,2,31.21,8.9,28.44,174,61.07,1
CAR00773,Maruti,2012,99813,2200,168,14.69,1,12,2,14,13.72,8.5,13.43,168,11.43,1
CAR00774,Ford,2017,81882,2200,134,17.38,3,5,1,9,16.06,5.3,18.78,134,52.63,1
CAR00775,Kia,2015,90078,1500,94,19.15,1,8,0,11,21.49,9.4,19.17,94,53.44,1
CAR00776,Tata,2012,81996,2200,187,15.47,1,8,0,14,37.29,9.7,21.67,187,25.03,1
CAR00777,BMW,2018,48702,1000,58,18.0,3,13,1,8,10.19,8.4,17.74,58,47.32,1
CAR00778,Ford,2020,78945,1000,60,15.77,3,6,1,6,33.56,7.0,17.74,60,54.66,1
CAR00779,Audi,2024,93184,1800,106,16.83,1,8,3,2,3.89,7.8,24.11,106,50.56,1
CAR00780,Ford,2015,91270,1200,78,16.66,2,6,0,11,48.04,7.1,16.31,78,62.2,1
CAR00781,Ford,2015,110985,3000,184,11.27,1,6,1,11,45.29,8.8,20.27,184,59.03,1
CAR00782,Audi,2017,89400,2200,154,17.57,1,4,2,9,23.17,5.2,23.78,154,62.63,1
CAR00783,Kia,2023,76137,1600,111,19.07,2,5,0,3,21.01,8.0,32.98,111,23.14,1
CAR00784,Audi,2014,105210,1600,131,16.45,1,10,0,12,22.8,9.0,16.38,131,35.41,1
CAR00785,Kia,2024,64229,1200,67,15.43,2,8,1,2,26.76,7.2,27.59,67,41.72,1
CAR00786,Kia,2023,43709,1800,116,15.21,2,8,0,3,14.52,8.2,25.7,116,46.5,1
CAR00787,Audi,2017,60401,1600,117,19.42,2,9,0,9,7.51,5.2,17.5,117,17.3,1
CAR00788,Mercedes,2018,46487,1000,73,20.08,2,10,1,8,13.88,6.3,17.51,73,46.15,1
CAR00789,Mercedes,2022,47969,2500,174,13.91,2,7,0,4,17.1,8.0,27.36,174,64.54,1
CAR00790,Toyota,2021,60907,1500,119,17.83,1,6,0,5,21.73,8.1,21.86,119,22.48,1
CAR00791,Mercedes,2021,45504,2000,114,12.14,1,8,0,5,23.89,6.7,20.79,114,19.36,1
CAR00792,Tata,2014,56588,1600,127,13.13,2,3,1,12,14.99,7.9,20.42,127,74.28,1
CAR00793,BMW,2018,27723,3000,210,17.38,2,8,0,8,10.14,7.4,23.24,210,57.54,1
CAR00794,Toyota,2025,71548,2200,130,16.73,2,8,2,1,47.99,5.1,24.78,130,88.52,1
CAR00795,Tata,2014,65035,3000,245,13.43,2,5,0,12,45.77,7.2,14.63,245,52.55,1
CAR00796,Tata,2024,45002,1500,112,16.92,1,5,0,2,32.12,8.4,30.2,112,47.52,1
CAR00797,Audi,2024,87448,1000,60,15.62,2,5,0,2,20.69,9.2,27.7,60,34.84,1
CAR00798,Kia,2013,99116,1800,101,18.84,1,6,1,13,10.15,7.2,10.21,101,96.74,1
CAR00799,Honda,2023,31531,1500,89,15.44,3,4,1,3,1.53,8.0,24.17,89,73.75,1
CAR00800,Maruti,2025,46116,2000,147,17.69,2,3,0,1,41.22,7.7,29.85,147,59.37,1
CAR00801,Mercedes,2021,45983,2500,151,15.12,1,11,1,5,25.71,8.2,26.88,151,55.61,1
CAR00802,Toyota,2015,42582,1600,99,17.32,2,5,2,11,21.72,6.7,18.27,99,26.74,1
CAR00803,Audi,2023,94410,1800,100,14.25,3,6,2,3,12.31,7.4,20.58,100,50.01,1
CAR00804,Kia,2019,59571,1800,138,14.28,1,7,1,7,71.6,8.2,23.04,138,27.73,1
CAR00805,Audi,2024,57706,1600,127,18.21,2,7,3,2,7.22,8.0,26.56,127,43.76,1
CAR00806,Honda,2020,26381,1600,126,17.59,2,10,2,6,29.5,8.3,22.17,126,52.03,1
CAR00807,Audi,2018,86516,1600,94,17.52,2,5,1,8,6.57,8.5,17.28,94,53.56,1
CAR00808,Audi,2012,37215,1600,131,18.0,1,4,0,14,20.79,7.7,21.4,131,29.46,1
CAR00809,Honda,2014,66777,1600,120,13.56,2,8,1,12,22.35,7.9,16.08,120,60.23,1
CAR00810,Kia,2024,73641,1800,147,18.89,3,9,1,2,10.78,6.8,25.18,147,48.01,1
CAR00811,Toyota,2023,119903,1200,82,17.86,4,8,1,3,14.05,8.6,31.91,82,65.05,1
CAR00812,Mercedes,2025,36068,1200,82,20.91,2,6,0,1,25.06,6.1,24.88,82,61.66,1
CAR00813,Honda,2020,16703,3000,236,9.41,4,6,1,6,7.11,8.3,21.87,236,74.43,1
CAR00814,Audi,2023,70606,1200,69,19.71,2,7,1,3,15.47,7.7,29.5,69,34.11,1
CAR00815,Audi,2012,146148,2000,141,17.4,1,8,1,14,15.89,6.6,8.11,141,89.46,1
CAR00816,Maruti,2020,113513,1200,96,15.6,2,5,0,6,14.76,6.6,15.6,96,27.56,1
CAR00817,Audi,2019,71431,1800,144,15.58,1,7,0,7,19.83,7.8,20.31,144,43.03,1
CAR00818,Ford,2012,52099,1600,134,15.31,1,10,0,14,14.86,7.2,11.3,134,53.61,1
CAR00819,Kia,2017,93466,2200,167,17.44,2,7,0,9,24.85,6.9,16.59,167,61.14,1
CAR00820,Toyota,2016,41942,2200,135,16.33,3,5,3,10,28.19,8.0,19.48,135,43.91,1
CAR00821,Ford,2017,80540,2000,111,19.48,2,10,0,9,8.01,5.3,17.81,111,48.57,1
CAR00822,Kia,2021,81602,1800,125,17.26,2,4,1,5,21.57,7.6,21.15,125,89.75,1
CAR00823,BMW,2023,104740,1000,70,20.61,1,5,1,3,12.11,7.0,19.57,70,36.91,1
CAR00824,Maruti,2024,225030,1500,93,20.06,1,6,0,2,24.79,5.9,16.51,93,29.63,1
CAR00825,Toyota,2024,77554,3000,176,14.54,1,9,3,2,24.45,7.1,24.46,176,24.18,1
CAR00826,Tata,2024,51695,1000,73,18.37,2,4,1,2,15.63,5.8,24.1,73,37.75,1
CAR00827,BMW,2016,64256,1800,140,15.72,1,9,0,10,18.05,9.0,20.17,140,-16.74,1
CAR00828,Mercedes,2017,29321,1200,102,18.41,1,6,1,9,17.84,8.4,29.72,102,49.97,1
CAR00829,Mercedes,2016,47549,1600,124,19.02,1,5,0,10,29.9,8.6,20.26,124,83.99,1
CAR00830,Kia,2022,54066,1000,79,17.61,2,6,1,4,28.99,8.2,28.66,79,48.79,1
CAR00831,Maruti,2023,51344,1500,110,19.02,3,7,1,3,19.08,4.7,28.34,110,74.27,1
CAR00832,Maruti,2016,69613,2200,186,16.36,2,4,0,10,34.39,6.0,13.94,186,42.26,1
CAR00833,Ford,2015,44894,1500,111,15.21,1,9,2,11,8.75,8.7,23.53,111,85.06,1
CAR00834,Kia,2014,107646,1600,129,18.64,1,3,0,12,24.48,10.0,17.48,129,58.14,1
CAR00835,Honda,2014,65006,1200,100,18.86,1,4,0,12,25.53,8.0,21.27,100,49.34,1
CAR00836,Maruti,2015,64729,1500,124,16.61,1,10,0,11,8.47,9.3,22.54,124,30.37,1
CAR00837,Kia,2020,56083,3000,199,13.68,1,5,0,6,26.02,6.4,25.08,199,53.66,1
CAR00838,BMW,2013,69702,1500,86,16.69,1,5,0,13,40.01,6.7,8.34,86,85.55,1
CAR00839,BMW,2020,94225,1800,108,17.35,1,8,0,6,20.95,8.4,29.73,108,11.6,1
CAR00840,Mercedes,2012,44000,1200,68,18.24,1,6,2,14,15.67,6.5,14.28,68,47.84,1
CAR00841,Ford,2025,48339,1600,93,14.37,1,8,2,1,41.55,5.4,23.31,93,42.64,1
CAR00842,Maruti,2012,56696,2200,133,15.44,2,10,0,14,2.2,8.5,13.94,133,22.35,1
CAR00843,Hyundai,2016,35472,2200,144,14.83,4,7,0,10,16.16,6.6,13.33,144,35.14,1
CAR00844,Honda,2017,44958,1500,107,18.99,3,3,1,9,16.03,5.0,12.64,107,66.33,1
CAR00845,Mercedes,2017,52462,1800,137,18.62,1,2,0,9,21.44,9.0,29.2,137,39.22,1
CAR00846,Ford,2014,96338,1000,61,18.12,1,5,0,12,20.13,8.2,18.9,61,72.32,1
CAR00847,Toyota,2018,73152,1000,75,17.56,3,2,2,8,14.51,8.4,20.22,75,43.6,1
CAR00848,Maruti,2020,70916,1800,137,13.5,1,4,0,6,21.99,8.5,19.87,137,48.45,1
CAR00849,Kia,2022,95325,3000,215,11.8,3,6,0,4,32.38,8.8,27.87,215,67.72,1
CAR00850,Audi,2023,61104,1000,82,18.5,2,12,0,3,22.18,8.2,26.27,82,47.46,1
CAR00851,Mercedes,2021,77486,1000,58,16.46,3,4,0,5,11.54,5.6,15.87,58,55.65,1
CAR00852,Ford,2019,62050,1600,97,19.21,3,7,0,7,32.2,6.1,27.67,97,40.17,1
CAR00853,Toyota,2017,73244,1600,109,17.95,2,7,1,9,14.53,8.8,13.36,109,43.99,1
CAR00854,Ford,2023,50006,1200,71,18.33,2,9,1,3,17.1,8.2,25.41,71,65.85,1
CAR00855,Audi,2019,21691,3000,216,13.4,1,8,3,7,12.02,7.3,31.98,216,35.22,1
CAR00856,Maruti,2023,61189,3000,201,14.04,1,9,1,3,17.02,5.3,19.36,201,28.33,1
CAR00857,Ford,2016,123300,1200,76,19.84,1,4,0,10,35.37,6.4,15.29,76,44.07,1
CAR00858,Audi,2019,98611,3000,180,15.05,1,5,0,7,57.93,7.1,25.67,180,49.51,1
CAR00859,Ford,2021,100365,2000,130,15.67,1,12,0,5,15.61,6.5,20.22,130,30.39,1
CAR00860,Maruti,2023,113369,2500,183,14.57,1,5,0,3,34.93,6.1,34.91,183,78.6,1
CAR00861,Maruti,2015,67646,1600,116,17.77,3,9,0,11,16.74,7.9,15.55,116,53.82,1
CAR00862,BMW,2021,71035,1200,72,18.21,1,7,0,5,17.2,9.4,29.67,72,33.79,1
CAR00863,Tata,2019,49227,1200,70,20.32,1,9,2,7,72.94,8.3,18.37,70,60.46,1
CAR00864,Toyota,2021,56382,3000,167,15.88,1,5,0,5,11.72,6.9,23.86,167,69.02,1
CAR00865,Maruti,2023,85754,1000,55,19.83,2,4,0,3,3.04,7.4,26.66,55,28.1,1
CAR00866,Toyota,2013,111736,2200,179,13.9,1,8,0,13,28.18,8.3,15.96,179,59.81,1
CAR00867,BMW,2023,61047,1500,85,18.73,4,5,1,3,18.38,6.7,20.76,85,39.67,1
CAR00868,Audi,2023,53080,1500,115,18.48,2,7,0,3,26.28,7.8,27.86,115,59.57,1
CAR00869,Maruti,2016,65015,1200,97,16.59,2,14,1,10,40.78,7.0,18.47,97,91.43,1
CAR00870,Audi,2020,85194,2000,116,17.05,1,8,0,6,13.42,7.0,23.67,116,34.88,1
CAR00871,Honda,2015,33942,1200,82,17.48,2,9,1,11,12.44,5.4,14.87,82,55.45,1
CAR00872,Ford,2022,23129,1600,134,18.92,3,8,2,4,26.8,7.6,26.09,134,9.83,1
CAR00873,Hyundai,2017,50737,3000,240,14.43,1,13,0,9,5.27,8.0,27.36,240,89.61,1
CAR00874,Mercedes,2012,37527,3000,209,13.87,1,6,0,14,7.98,8.6,27.05,209,7.77,1
CAR00875,Kia,2020,51714,2000,156,16.36,1,7,0,6,7.68,5.2,18.26,156,53.37,1
CAR00876,Toyota,2012,60818,1600,128,13.16,4,7,2,14,18.5,8.7,10.64,128,70.42,1
CAR00877,Audi,2016,53007,2200,144,13.29,1,4,1,10,26.78,8.4,26.99,144,48.3,1
CAR00878,Maruti,2015,124960,1000,82,18.88,3,5,0,11,20.82,9.4,15.56,82,42.51,1
CAR00879,Tata,2024,75296,1600,111,20.47,1,15,0,2,5.42,7.0,35.74,111,47.44,1
CAR00880,Ford,2023,74411,1800,128,17.99,2,5,0,3,5.61,7.6,25.64,128,43.83,1
CAR00881,Toyota,2024,86003,2500,212,18.49,2,7,0,2,14.05,6.2,26.91,212,17.06,1
CAR00882,Ford,2024,38936,1200,96,18.74,1,10,1,2,8.9,7.4,26.88,96,0.83,1
CAR00883,Kia,2025,103750,1800,119,16.8,1,15,1,1,9.27,7.1,23.23,119,72.6,1
CAR00884,Audi,2014,62821,2000,111,19.14,1,9,0,12,42.64,7.7,16.56,111,33.8,1
CAR00885,Audi,2024,87892,1800,133,16.54,1,9,3,2,18.49,7.4,22.7,133,49.5,1
CAR00886,BMW,2017,40127,3000,228,11.46,3,6,0,9,26.72,8.6,23.23,228,24.83,1
CAR00887,Kia,2013,32304,1000,75,19.78,1,4,4,13,11.79,7.2,7.0,75,43.76,1
CAR00888,Maruti,2014,93919,1500,126,19.96,2,10,2,12,43.94,9.2,25.73,126,66.1,1
CAR00889,BMW,2016,76997,1200,97,16.92,1,7,2,10,9.7,4.3,9.24,97,39.53,1
CAR00890,Hyundai,2020,43313,1500,103,18.89,1,5,2,6,67.71,9.2,26.17,103,75.59,1
CAR00891,Honda,2013,43949,3000,171,13.24,2,7,1,13,5.96,5.7,11.83,171,52.75,1
CAR00892,Kia,2021,107860,3000,208,14.33,2,8,0,5,12.01,8.6,26.94,208,50.58,1
CAR00893,Ford,2019,38060,1200,91,19.2,1,5,1,7,2.35,8.4,22.88,91,56.28,1
CAR00894,Honda,2025,136127,1500,110,16.89,2,3,0,1,49.66,6.1,23.58,110,55.21,1
CAR00895,Ford,2013,43341,1600,114,17.22,1,7,2,13,10.32,9.1,14.36,114,61.71,1
CAR00896,BMW,2022,86632,3000,207,12.72,3,8,1,4,27.35,6.0,21.4,207,46.33,1
CAR00897,Audi,2024,56065,1500,96,17.95,1,5,1,2,15.94,5.8,24.96,96,32.18,1
CAR00898,Ford,2016,85270,2200,139,14.02,1,13,0,10,21.07,6.9,26.97,139,75.61,1
CAR00899,Honda,2018,50883,1500,105,16.5,2,7,0,8,41.17,7.0,20.7,105,69.83,1
CAR00900,Mercedes,2019,60409,2200,132,14.89,1,9,0,7,18.44,6.7,26.71,132,57.24,1
CAR00901,Ford,2012,66208,2200,143,16.5,1,9,0,14,2.61,7.6,14.09,143,69.02,1
CAR00902,Honda,2017,41405,3000,194,10.6,1,11,1,9,23.13,8.0,28.38,194,25.75,1
CAR00903,BMW,2012,90718,1200,87,18.36,3,6,0,14,24.77,7.4,4.71,87,29.78,1
CAR00904,Mercedes,2013,51596,2000,114,14.87,4,9,0,13,8.74,6.0,10.4,114,61.02,1
CAR00905,Audi,2012,58646,3000,240,12.61,2,9,0,14,15.29,6.4,16.38,240,23.83,1
CAR00906,Hyundai,2022,41551,1200,86,17.25,2,5,0,4,3.45,10.0,24.48,86,86.0,1
CAR00907,Maruti,2016,20519,1200,90,18.96,2,2,0,10,25.44,6.1,16.13,90,36.32,1
CAR00908,BMW,2021,59646,1800,137,16.54,1,7,2,5,80.0,6.2,22.38,137,20.44,1
CAR00909,Hyundai,2020,192494,2500,159,16.28,1,10,1,6,12.22,5.5,22.67,159,35.21,1
CAR00910,BMW,2017,92523,3000,207,14.23,4,8,1,9,14.85,8.8,15.33,207,31.93,1
CAR00911,Kia,2022,64439,1200,100,15.5,1,7,1,4,25.8,8.7,25.29,100,52.26,1
CAR00912,Ford,2022,57748,1800,140,14.94,1,7,1,4,13.37,8.0,34.06,140,55.92,1
CAR00913,Honda,2012,65660,2200,185,15.37,3,4,0,14,9.34,9.2,19.1,185,31.74,1
CAR00914,Tata,2024,83145,2000,155,16.2,2,11,1,2,17.1,6.6,25.32,155,50.23,1
CAR00915,Honda,2012,38207,2000,121,14.54,1,7,0,14,14.0,6.0,18.8,121,33.95,1
CAR00916,Mercedes,2013,107322,2200,125,18.32,1,11,0,13,11.75,7.9,18.03,125,70.45,1
CAR00917,Maruti,2020,89685,1500,108,19.44,2,7,1,6,27.13,8.1,25.27,108,28.7,1
CAR00918,Kia,2014,89799,1500,99,14.42,2,3,1,12,28.93,7.7,15.52,99,79.85,1
CAR00919,Kia,2012,79178,3000,190,14.12,1,8,0,14,17.27,7.1,16.46,190,48.65,1
CAR00920,BMW,2016,65576,2500,198,14.77,1,7,3,10,12.93,8.8,19.46,198,63.74,1
CAR00921,Tata,2018,87986,1800,119,19.34,4,7,3,8,8.19,7.4,20.33,119,26.23,1
CAR00922,Ford,2017,84835,2000,129,13.15,1,6,0,9,15.19,7.8,17.54,129,45.31,1
CAR00923,Mercedes,2023,55427,1000,80,23.26,2,5,0,3,34.04,7.5,24.03,80,89.15,1
CAR00924,Ford,2012,50213,1000,80,17.46,1,8,0,14,17.73,6.9,12.55,80,39.34,1
CAR00925,Kia,2016,68049,1600,105,18.19,1,7,0,10,65.44,6.1,12.94,105,57.49,1
CAR00926,Kia,2016,130510,1200,96,17.36,1,3,1,10,10.31,8.0,16.2,96,41.92,1
CAR00927,Mercedes,2017,37218,2200,177,14.96,3,4,1,9,9.28,4.7,16.86,177,40.71,1
CAR00928,Maruti,2014,33582,1200,81,15.19,3,9,0,12,13.22,6.7,16.98,81,74.16,1
CAR00929,Toyota,2016,70002,1200,68,20.97,1,8,0,10,17.83,6.8,18.52,68,77.99,1
CAR00930,Maruti,2018,66506,1800,99,16.32,3,6,1,8,11.14,5.9,11.99,99,12.56,1
CAR00931,Hyundai,2016,70273,1600,113,17.03,1,2,1,10,19.51,7.1,14.41,113,39.08,1
CAR00932,Toyota,2016,72542,2500,163,19.48,2,4,0,10,18.23,8.1,19.93,163,29.38,1
CAR00933,Tata,2016,58788,1600,136,19.35,1,3,1,10,32.38,7.7,25.37,136,56.53,1
CAR00934,Maruti,2021,127081,2000,156,14.95,3,9,0,5,11.27,6.8,25.0,156,58.89,1
CAR00935,Mercedes,2021,31626,1800,140,15.64,1,7,0,5,10.68,8.3,27.74,140,34.8,1
CAR00936,Honda,2014,44771,1200,100,19.09,2,3,1,12,18.74,7.8,14.79,100,38.92,1
CAR00937,Mercedes,2012,62049,2500,204,16.4,2,5,0,14,31.85,6.0,10.97,204,53.51,1
CAR00938,BMW,2016,31030,1200,77,22.08,1,11,0,10,13.71,6.5,15.52,77,44.64,1
CAR00939,Kia,2025,60055,3000,180,10.21,1,14,0,1,8.33,5.7,32.67,180,68.76,1
CAR00940,Honda,2020,137284,3000,232,14.88,1,7,0,6,7.76,7.0,22.21,232,35.35,1
CAR00941,BMW,2025,65614,1500,100,19.49,2,6,2,1,53.31,6.6,28.06,100,60.8,1
CAR00942,BMW,2012,72111,1600,111,15.85,1,7,1,14,7.77,7.2,11.67,111,45.74,1
CAR00943,BMW,2014,36867,2500,185,14.14,2,13,0,12,28.96,10.0,28.32,185,71.71,1
CAR00944,Hyundai,2024,49256,3000,247,10.17,3,5,0,2,6.88,5.4,26.72,247,56.9,1
CAR00945,BMW,2024,54902,1500,101,16.71,1,7,0,2,22.02,5.0,29.55,101,22.26,1
CAR00946,Kia,2015,56341,1800,141,17.32,1,6,0,11,29.43,9.4,27.04,141,29.76,1
CAR00947,Hyundai,2025,115715,2500,158,18.05,2,7,1,1,27.38,8.2,34.26,158,29.86,1
CAR00948,Honda,2012,83542,1500,114,21.09,2,11,2,14,3.76,8.8,15.14,114,45.19,1
CAR00949,Audi,2012,39418,2200,121,13.66,4,6,0,14,21.24,7.1,11.26,121,43.52,1
CAR00950,Hyundai,2019,72625,2500,203,17.77,1,7,2,7,21.57,8.4,22.53,203,52.26,1
CAR00951,Ford,2013,81336,1500,84,13.82,1,7,0,13,43.97,7.3,18.98,84,78.61,1
CAR00952,Ford,2023,108576,1200,92,17.4,3,8,0,3,13.17,8.6,24.37,92,61.88,1
CAR00953,Honda,2019,132374,2200,124,15.11,3,3,2,7,19.48,8.8,26.74,124,45.99,1
CAR00954,Honda,2018,41165,3000,189,13.93,2,11,1,8,4.83,8.7,24.94,189,37.29,1
CAR00955,BMW,2021,45128,1000,70,19.36,1,7,0,5,41.75,6.6,32.62,70,69.92,1
CAR00956,Honda,2021,36910,1500,101,18.45,1,9,0,5,20.25,7.6,21.88,101,63.47,1
CAR00957,BMW,2013,58503,1800,109,16.49,1,5,1,13,37.71,6.3,14.2,109,87.41,1
