Customer_ID,Age,Annual_Income,Credit_Limit,Bill_Amount,Payment_Amount,Total_Transactions,Late_Payments,Credit_Utilization,Months_With_Bank,Employment_Type,Education_Level,Marital_Status,Card_Type,Region,Default
CUST100639,63,20658.0,7257.0,2637.0,301.0,29,0,36.34,34,Business,Bachelor,Married,Standard,,0
CUST100640,31,167833.0,99886.0,40554.0,6391.0,26,2,40.6,95,Self-Employed,High School,Single,Gold,East,0
CUST100641,38,,18978.0,,2954.0,14,2,175.0,105,Salaried,High School,Single,Standard,South,0
CUST100642,67,76128.0,39465.0,3206.0,913.0,25,4,8.12,52,Business,Diploma,Single,Gold,East,0
CUST100643,32,63393.0,24595.0,7281.0,1852.0,33,2,29.6,101,Unemployed,Bachelor,Married,Gold,West,0
CUST100644,29,51473.0,10876.0,6140.0,3389.0,21,1,56.45,29,Salaried,High School,Married,Platinum,East,0
CUST100645,30,47512.0,29171.0,12809.0,7908.0,20,1,43.91,24,Unemployed,Bachelor,Single,Platinum,West,0
CUST100646,64,77915.0,29378.0,6711.0,2707.0,24,2,22.84,36,Student,Master,Single,Standard,West,0
CUST100647,37,28217.0,14595.0,1944.0,1139.0,19,4,13.32,35,Unemployed,Diploma,Single,Standard,East,0
CUST100648,58,98220.0,32765.0,22523.0,6017.0,12,3,68.74,26,Salaried,Master,Divorced,Platinum,,0
CUST100649,27,51701.0,8243.0,3037.0,1958.0,29,1,36.84,55,Unemployed,Diploma,Single,Gold,South,0
CUST100650,66,34913.0,6992.0,2877.0,664.0,19,2,41.15,169,Salaried,Bachelor,Married,Standard,Central,0
CUST100651,33,50748.0,20203.0,11425.0,5963.0,28,2,56.55,98,Salaried,High School,Single,Gold,Central,0
CUST100652,60,129777.0,64237.0,2780.0,461.0,27,1,4.33,59,Salaried,Diploma,Married,Gold,West,0
CUST100653,62,48422.0,15368.0,4710.0,2561.0,16,3,30.65,38,Salaried,Diploma,Single,Gold,North,0
CUST100654,29,79165.0,39404.0,6795.0,1298.0,25,2,17.24,91,Salaried,Diploma,Married,Platinum,West,0
CUST100655,70,43483.0,21712.0,4501.0,191.0,28,1,20.73,31,Salaried,Master,Single,Gold,Central,0
CUST100656,47,98617.0,49503.0,14808.0,3479.0,22,1,29.91,61,Self-Employed,Bachelor,Married,Gold,Central,0
CUST100657,22,94767.0,37552.0,13430.0,11074.0,26,2,35.76,85,Salaried,Diploma,Married,Gold,Central,0
CUST100658,25,179670.0,109139.0,59199.0,32690.0,25,1,54.24,14,Business,Diploma,Married,Standard,West,0
CUST100659,49,59017.0,23288.0,12889.0,9357.0,20,2,55.35,83,Salaried,Bachelor,Divorced,Gold,South,0
CUST100660,57,93892.0,35222.0,10913.0,2622.0,23,3,30.98,46,Salaried,Master,Married,Standard,East,0
CUST100661,58,68602.0,17129.0,8738.0,3692.0,30,1,51.01,29,Salaried,Doctorate,Single,Signature,South,1
CUST100662,39,132571.0,40279.0,11532.0,3331.0,19,2,28.63,134,Salaried,Bachelor,Married,Gold,West,0
CUST100663,28,43774.0,7493.0,4860.0,1654.0,24,1,64.86,34,Business,Bachelor,Married,Standard,North,0
CUST100664,68,97919.0,45705.0,25254.0,15153.0,26,0,55.25,136,Salaried,Diploma,Single,Platinum,South,0
CUST100665,65,58399.0,16017.0,2522.0,1439.0,12,1,15.75,55,Salaried,High School,Single,Standard,South,0
CUST100666,21,62745.0,18954.0,7414.0,5074.0,19,2,39.12,35,Salaried,Master,Married,Standard,East,0
CUST100667,42,68364.0,36603.0,6014.0,2605.0,22,3,16.43,36,Salaried,Master,Married,Standard,East,0
CUST100668,37,,23418.0,11225.0,9413.0,32,1,47.93,33,Salaried,Master,Single,Gold,East,0
CUST100669,27,60975.0,16530.0,14750.0,8320.0,20,1,89.23,91,Salaried,Bachelor,Married,Gold,North,0
CUST100670,45,73148.0,17155.0,4400.0,1737.0,14,0,25.65,180,Business,Bachelor,Married,Gold,East,0
CUST100671,65,154834.0,83212.0,36137.0,6834.0,27,0,43.43,49,Self-Employed,Master,Single,Standard,Central,0
CUST100672,24,111763.0,24013.0,9742.0,5386.0,27,2,40.57,50,Salaried,Bachelor,Married,Gold,Central,0
CUST100673,56,104839.0,39511.0,10817.0,2511.0,29,0,27.38,19,Unemployed,Bachelor,Divorced,Standard,East,0
CUST100674,26,50594.0,20413.0,10728.0,3191.0,26,1,52.55,87,Salaried,Bachelor,Married,Standard,South,0
CUST100675,51,39857.0,19677.0,17674.0,12296.0,17,1,89.82,51,Self-Employed,Bachelor,Married,Standard,Central,0
CUST100676,15,109925.0,51296.0,16785.0,5637.0,29,3,32.72,49,Self-Employed,Master,Single,Platinum,South,0
CUST100677,64,105237.0,58444.0,18779.0,10221.0,19,3,32.13,155,Salaried,Bachelor,Single,Platinum,West,1
CUST100678,59,146109.0,25186.0,17562.0,7954.0,17,2,69.73,36,Salaried,Master,Single,Standard,South,0
CUST100679,47,46628.0,13905.0,4779.0,1534.0,23,1,34.37,20,Self-Employed,Diploma,Single,Signature,Central,0
CUST100680,30,57291.0,16618.0,8059.0,3612.0,27,2,48.5,116,Salaried,Bachelor,Divorced,Standard,North,0
CUST100681,46,26382.0,5883.0,870.0,562.0,19,3,14.79,39,Salaried,Bachelor,Single,Gold,South,0
CUST100682,39,52380.0,15431.0,5277.0,496.0,17,1,,28,Self-Employed,Master,Single,Gold,West,0
CUST100683,59,112449.0,34284.0,4589.0,1262.0,15,2,13.39,77,Business,Bachelor,Single,Gold,North,0
CUST100684,23,50290.0,20666.0,5500.0,3320.0,17,2,26.61,12,Business,Bachelor,Married,Gold,South,0
CUST100685,65,92448.0,44546.0,12244.0,3908.0,28,3,27.49,44,Salaried,High School,Single,Standard,South,0
CUST100686,33,58534.0,19934.0,9159.0,1056.0,18,1,45.95,29,Business,Bachelor,Married,Platinum,East,0
CUST100687,70,77682.0,39597.0,22405.0,10547.0,19,2,56.58,63,Unemployed,Master,Single,Gold,North,0
CUST100688,48,34576.0,10998.0,5259.0,3023.0,24,1,47.82,54,Self-Employed,Master,Single,Standard,West,0
CUST100689,40,68119.0,20105.0,1886.0,498.0,18,3,9.38,83,Self-Employed,Master,Single,Standard,South,0
CUST100690,48,18000.0,7571.0,1692.0,379.0,15,1,22.35,22,Unemployed,Bachelor,Married,Gold,South,1
CUST100691,28,58650.0,9493.0,3198.0,1663.0,30,4,33.69,94,Student,Diploma,Married,Gold,,0
CUST100692,61,26513.0,5035.0,2071.0,976.0,15,1,41.13,68,Self-Employed,Bachelor,Single,Standard,West,0
CUST100693,59,126177.0,45296.0,3448.0,695.0,11,0,7.61,42,Business,Bachelor,Single,Platinum,South,0
CUST100694,21,99680.0,61947.0,41525.0,26823.0,17,2,67.03,80,Salaried,High School,Widowed,Gold,West,0
CUST100695,23,84020.0,42914.0,12538.0,5545.0,18,0,29.22,107,Salaried,Master,Married,Signature,North,0
CUST100696,33,150046.0,29118.0,6826.0,1965.0,22,1,23.44,105,Business,Bachelor,Divorced,Standard,Central,0
CUST100697,48,38570.0,22107.0,9536.0,6557.0,32,1,43.14,70,Salaried,Master,Divorced,Standard,North,0
CUST100698,69,169939.0,87714.0,10619.0,7493.0,20,1,12.11,46,Salaried,Bachelor,Married,Platinum,South,0
CUST100699,45,108537.0,49436.0,8104.0,3918.0,26,2,16.39,43,Salaried,Bachelor,Married,Platinum,West,0
CUST100700,53,57070.0,31968.0,12751.0,2237.0,29,4,39.89,49,Student,Master,Divorced,Standard,West,0
CUST100701,58,121386.0,42735.0,16820.0,12382.0,16,4,39.36,42,Student,Diploma,Divorced,Gold,Central,0
CUST100702,26,35372.0,9223.0,5782.0,4734.0,19,2,62.69,53,Salaried,Bachelor,Married,Standard,Central,0
CUST100703,64,41302.0,16769.0,1920.0,1161.0,19,3,11.45,30,Salaried,Master,Married,Standard,West,0
CUST100704,65,46510.0,19740.0,,7797.0,18,2,69.21,104,Self-Employed,Master,Married,Platinum,West,0
CUST100705,52,48592.0,20368.0,7608.0,1961.0,21,2,37.35,47,Salaried,Bachelor,Single,Gold,North,1
CUST100706,65,36353.0,15724.0,4383.0,1809.0,14,3,27.87,67,Salaried,Master,Single,Platinum,East,0
CUST100707,67,127368.0,79523.0,29115.0,4697.0,30,3,,50,Unemployed,Bachelor,Married,Gold,North,0
CUST100708,41,56375.0,33888.0,25225.0,14324.0,13,2,74.44,72,Salaried,High School,Divorced,Gold,South,0
CUST100709,36,78907.0,46386.0,15699.0,9455.0,15,0,33.84,51,Salaried,High School,Widowed,Gold,North,0
CUST100710,41,47498.0,26158.0,12819.0,4664.0,27,2,49.01,21,Self-Employed,Bachelor,Single,Gold,West,0
CUST100711,31,23880.0,14847.0,2541.0,1271.0,19,2,17.11,57,Salaried,Bachelor,Married,Gold,East,0
CUST100712,57,75408.0,15025.0,4570.0,2409.0,28,2,30.42,26,Salaried,Diploma,Married,Standard,North,0
CUST100713,56,22706.0,6416.0,3772.0,2270.0,26,3,58.79,75,Self-Employed,Bachelor,Single,Gold,East,0
CUST100714,55,62592.0,24882.0,6557.0,2250.0,24,0,26.35,112,Salaried,Bachelor,Married,Platinum,South,0
CUST100715,39,30625.0,17556.0,9699.0,863.0,16,5,55.25,48,Salaried,Bachelor,Married,Standard,East,0
CUST100716,40,193909.0,78064.0,27411.0,12407.0,14,3,35.11,101,Self-Employed,High School,Divorced,Standard,South,0
CUST100717,38,107301.0,56228.0,43315.0,22748.0,28,2,77.03,29,Salaried,Master,Single,Platinum,West,0
CUST100718,67,68893.0,15121.0,10964.0,5980.0,27,1,72.51,83,Business,Bachelor,Single,Standard,North,0
CUST100719,61,130246.0,35975.0,17398.0,2451.0,27,2,48.36,67,Unemployed,Bachelor,Married,Platinum,North,0
CUST100720,69,40809.0,21053.0,3518.0,2418.0,26,2,16.71,180,Business,Bachelor,Single,Gold,East,0
CUST100721,34,87646.0,20366.0,1727.0,1145.0,18,1,8.48,56,Unemployed,Master,Single,Platinum,West,0
CUST100722,35,72551.0,23628.0,3307.0,1421.0,16,3,14.0,45,Salaried,Bachelor,Married,Standard,North,0
CUST100723,51,75158.0,21227.0,6004.0,1916.0,10,0,28.28,100,Salaried,Bachelor,Single,Platinum,West,0
CUST100724,21,130867.0,42523.0,24309.0,13010.0,19,2,57.17,136,Salaried,Doctorate,Widowed,Standard,South,0
CUST100725,23,97247.0,49028.0,10654.0,5562.0,35,1,21.73,107,Student,Master,Single,Standard,North,0
CUST100726,36,,25441.0,11961.0,525.0,17,0,47.01,78,Salaried,Diploma,Married,Standard,North,0
CUST100727,43,26159.0,11186.0,3292.0,1912.0,21,3,29.43,60,Business,Master,Single,Gold,East,0
CUST100728,31,38335.0,7666.0,3461.0,682.0,29,2,45.15,74,Self-Employed,Master,Married,Gold,West,0
CUST100729,32,60758.0,33569.0,14446.0,6072.0,29,2,43.03,54,Salaried,High School,Single,Standard,East,0
CUST100730,30,68425.0,22919.0,6493.0,3497.0,19,1,28.33,45,Student,Doctorate,Married,Platinum,Central,0
CUST100731,52,34910.0,16557.0,1949.0,1384.0,19,0,11.77,16,Self-Employed,Diploma,Single,Gold,East,0
CUST100732,36,244890.0,125554.0,39011.0,7572.0,27,4,31.07,51,Salaried,Master,Married,Gold,North,0
CUST100733,28,149666.0,38139.0,17567.0,5486.0,21,1,46.06,48,Unemployed,Bachelor,Married,Gold,Central,0
CUST100734,58,90518.0,53617.0,17592.0,6451.0,11,1,32.81,60,Business,Bachelor,Married,Standard,Central,0
CUST100735,32,67627.0,30981.0,6493.0,3727.0,30,2,20.96,55,Self-Employed,Master,Single,,Central,0
CUST100736,44,57840.0,21075.0,6176.0,4478.0,23,0,29.3,111,Unemployed,Bachelor,Single,Platinum,North,0
CUST100737,48,38507.0,9287.0,6655.0,1245.0,25,2,71.66,34,Business,Master,Married,Standard,Central,1
CUST100738,28,67830.0,42133.0,20452.0,10863.0,23,0,48.54,57,Salaried,Master,Married,Standard,Central,0
CUST100739,48,74900.0,39512.0,14584.0,2211.0,18,2,36.91,71,Unemployed,Bachelor,Married,Gold,Central,0
CUST100740,56,32833.0,8340.0,1286.0,521.0,18,1,15.42,78,Self-Employed,Bachelor,Single,Standard,East,0
CUST100741,46,78115.0,24907.0,13266.0,5728.0,30,2,53.26,154,Salaried,Master,Married,Standard,North,0
CUST100742,28,59680.0,33113.0,18873.0,8947.0,23,3,57.0,47,Business,Master,Married,Platinum,North,0
CUST100743,70,22762.0,11332.0,6595.0,2129.0,19,1,,122,Salaried,High School,Single,Standard,East,0
CUST100744,48,40495.0,21579.0,7370.0,1953.0,26,3,34.15,82,Self-Employed,Bachelor,Single,Standard,Central,0
CUST100745,48,51775.0,19188.0,14984.0,1571.0,23,5,78.09,39,Salaried,Master,Single,Standard,South,0
CUST100746,57,183574.0,93299.0,48854.0,18189.0,16,3,52.36,43,Salaried,Bachelor,Divorced,Gold,East,0
CUST100747,61,88278.0,30301.0,7902.0,1791.0,19,1,26.08,57,Salaried,Bachelor,Married,Standard,South,0
CUST100748,56,31183.0,7971.0,1904.0,693.0,22,1,23.89,51,Salaried,Diploma,Single,Platinum,West,0
CUST100749,47,84920.0,39601.0,12447.0,5502.0,22,0,31.43,33,Self-Employed,Doctorate,Married,Gold,North,0
CUST100750,37,27754.0,17707.0,5800.0,3312.0,15,0,32.76,11,Self-Employed,Bachelor,Married,Gold,West,0
CUST100751,29,117904.0,35996.0,8095.0,4739.0,19,1,22.49,69,Business,High School,Married,Standard,West,0
CUST100752,53,50163.0,19086.0,12274.0,7989.0,21,1,64.31,142,Salaried,Master,Married,Gold,West,0
CUST100753,40,,30066.0,6713.0,3083.0,22,1,22.33,180,Student,Bachelor,Married,Standard,West,0
CUST100754,33,134771.0,56705.0,23609.0,16544.0,18,2,41.63,134,Student,Diploma,Single,Gold,South,0
CUST100755,48,32023.0,18308.0,9781.0,4098.0,27,1,53.42,36,Salaried,Diploma,Single,Gold,East,0
CUST100756,68,30144.0,16003.0,5529.0,2799.0,21,4,34.55,38,Salaried,Doctorate,Divorced,Standard,South,0
CUST100757,49,47153.0,8447.0,3721.0,972.0,19,2,44.05,85,Self-Employed,Bachelor,Single,Standard,West,1
CUST100758,33,115065.0,74701.0,46137.0,22992.0,20,2,61.76,28,,Bachelor,Married,Standard,South,0
CUST100759,66,28184.0,14830.0,1471.0,520.0,23,1,9.92,72,Student,Bachelor,Single,Platinum,East,0
CUST100760,55,18000.0,10475.0,2568.0,1845.0,26,2,24.52,48,Salaried,Master,Widowed,Platinum,West,0
CUST100761,26,50716.0,24120.0,15793.0,12373.0,32,0,65.48,34,Unemployed,Bachelor,Single,Platinum,North,0
CUST100762,38,88045.0,50903.0,3265.0,1167.0,22,1,6.41,15,Salaried,Bachelor,Single,Standard,South,1
CUST100763,25,125780.0,25935.0,14219.0,6543.0,19,2,54.83,53,Self-Employed,Master,Married,Standard,South,0
CUST100764,67,50383.0,16317.0,13243.0,5518.0,27,2,81.16,50,Salaried,Bachelor,Married,Platinum,West,0
CUST100765,45,51837.0,30491.0,2901.0,1194.0,22,0,9.51,116,Salaried,Master,Single,Gold,South,0
CUST100766,22,122613.0,30755.0,7234.0,3191.0,17,4,23.52,88,Self-Employed,Doctorate,Married,Gold,North,0
CUST100767,30,23244.0,4396.0,2802.0,1353.0,16,7,63.74,67,Self-Employed,Doctorate,Widowed,Gold,North,0
CUST100768,50,52494.0,28560.0,7185.0,2133.0,30,3,25.16,111,Salaried,Bachelor,Single,Signature,South,0
CUST100769,70,72177.0,40978.0,12571.0,8986.0,27,3,30.68,26,Unemployed,,Single,Standard,South,0
CUST100770,65,83217.0,19250.0,9980.0,3069.0,15,1,51.84,54,Salaried,Diploma,Married,Standard,North,0
CUST100771,25,49107.0,28343.0,10552.0,2419.0,28,5,37.23,73,Salaried,Master,Single,Gold,Central,0
CUST100772,53,66243.0,32683.0,7874.0,4622.0,26,0,24.09,104,Business,High School,Single,Gold,Central,0
CUST100773,21,18000.0,7381.0,2611.0,2110.0,21,3,35.37,126,Student,High School,Married,Gold,Central,0
CUST100774,38,45257.0,25576.0,3429.0,1929.0,19,3,13.41,59,Business,Bachelor,Married,Standard,West,0
CUST100775,52,83414.0,29998.0,2310.0,567.0,26,2,7.7,43,Salaried,Master,Single,Gold,South,0
CUST100776,67,37869.0,9354.0,4062.0,2358.0,24,0,43.43,180,Self-Employed,Diploma,Single,Gold,South,0
CUST100777,69,67143.0,19634.0,6727.0,3320.0,30,1,34.26,80,Business,High School,Married,Standard,South,0
CUST100778,31,83110.0,33459.0,3055.0,1275.0,26,4,9.13,67,Self-Employed,Master,Divorced,Gold,North,0
CUST100779,41,53838.0,22379.0,5267.0,313.0,20,2,23.54,55,Self-Employed,Bachelor,Married,Standard,North,0
CUST100780,46,71389.0,39463.0,6793.0,1850.0,11,1,17.21,56,Self-Employed,Bachelor,Single,Platinum,East,0
CUST100781,45,38278.0,20887.0,12973.0,3177.0,17,0,62.11,38,Salaried,Master,Widowed,Gold,Central,1
CUST100782,42,58018.0,25568.0,3211.0,1609.0,27,2,12.56,64,Salaried,Diploma,Married,Gold,Central,0
CUST100783,47,90922.0,49134.0,26387.0,16071.0,16,1,53.7,57,Business,Bachelor,Single,Platinum,West,0
CUST100784,69,70861.0,17424.0,,1490.0,24,2,34.34,49,Salaried,Doctorate,Married,Gold,East,0
CUST100785,33,47077.0,8240.0,3636.0,1294.0,28,0,44.13,29,Salaried,Master,Divorced,Standard,South,0
CUST100786,53,73531.0,43149.0,19086.0,10878.0,21,4,44.23,54,Self-Employed,Bachelor,Married,Standard,South,0
CUST100787,54,96296.0,18082.0,4627.0,3765.0,32,3,25.59,108,Self-Employed,Master,Married,Gold,Central,0
CUST100788,61,21050.0,5754.0,4180.0,1706.0,23,1,72.65,177,Salaried,High School,Single,Platinum,Central,0
CUST100789,55,122962.0,61193.0,17625.0,11247.0,27,4,28.8,60,Self-Employed,Diploma,Single,Standard,East,1
CUST100790,21,54025.0,19164.0,7338.0,2606.0,22,1,38.29,40,Self-Employed,Master,Married,Gold,Central,0
CUST100791,41,82138.0,48310.0,9159.0,602.0,21,1,18.96,24,Student,Diploma,Married,Gold,West,0
CUST100792,68,125571.0,37544.0,18768.0,,27,2,49.99,70,Self-Employed,High School,Married,Standard,South,0
CUST100793,26,30568.0,4767.0,494.0,349.0,23,2,10.36,63,Salaried,Diploma,Single,Standard,East,0
CUST100794,48,44000.0,13214.0,4627.0,1852.0,24,4,35.02,39,Self-Employed,Diploma,Married,Gold,East,0
CUST100795,37,55461.0,24349.0,9498.0,4630.0,17,2,39.01,30,Salaried,Bachelor,Single,Standard,North,0
CUST100796,15,42238.0,14275.0,3851.0,2008.0,21,1,26.98,101,Self-Employed,High School,Single,Standard,South,0
CUST100797,51,168781.0,70455.0,30934.0,26475.0,25,4,,164,Unemployed,Master,Married,Standard,North,0
CUST100798,25,40575.0,23870.0,15058.0,7661.0,18,0,63.08,110,Self-Employed,Master,Married,Platinum,Central,0
CUST100799,58,47887.0,29031.0,695.0,249.0,22,1,2.39,27,Salaried,Bachelor,Divorced,Standard,East,0
CUST100800,23,72733.0,20582.0,9141.0,2673.0,24,0,44.41,33,,Bachelor,Single,Standard,South,0
CUST100801,43,33556.0,12787.0,7132.0,2809.0,28,0,55.78,44,Student,Master,Married,Standard,North,0
CUST100802,57,52288.0,22200.0,3461.0,414.0,23,1,15.59,111,Business,Master,Single,Standard,North,0
CUST100803,57,77400.0,48341.0,18185.0,9540.0,19,2,37.62,40,Business,High School,Single,Standard,South,0
CUST100804,30,54126.0,35144.0,8739.0,2685.0,22,4,24.87,30,Self-Employed,Master,Married,Gold,South,0
CUST100805,30,61746.0,16530.0,9962.0,5810.0,14,3,60.27,25,Salaried,High School,Married,Gold,East,0
CUST100806,39,48582.0,24946.0,6196.0,1127.0,30,3,24.84,99,Salaried,High School,Single,Platinum,South,0
CUST100807,37,28259.0,9580.0,4375.0,1565.0,24,0,45.67,92,Unemployed,High School,Married,Platinum,East,0
CUST100808,41,77576.0,11951.0,4951.0,1009.0,22,2,41.43,46,Salaried,Bachelor,Married,Gold,West,0
CUST100809,34,170648.0,26387.0,12365.0,5878.0,19,3,46.86,29,Salaried,Bachelor,Married,Standard,North,0
CUST100810,29,65661.0,24970.0,12772.0,10303.0,18,2,51.15,22,Business,High School,Divorced,Gold,East,0
CUST100811,66,73573.0,29000.0,11240.0,1738.0,24,3,38.76,25,Salaried,Bachelor,Divorced,Gold,South,0
CUST100812,21,95143.0,15345.0,6691.0,2292.0,24,1,43.6,42,Self-Employed,Bachelor,Married,Standard,West,0
CUST100813,65,32338.0,15958.0,8674.0,2828.0,25,3,54.36,89,Business,Master,Single,Gold,South,0
CUST100814,33,165798.0,49242.0,24137.0,9258.0,27,1,49.02,124,Self-Employed,Bachelor,Single,Standard,North,0
CUST100815,24,72651.0,31236.0,18871.0,6199.0,22,2,60.41,44,Self-Employed,Bachelor,Married,Standard,West,0
CUST100816,21,159478.0,47917.0,8128.0,2658.0,19,0,16.96,119,Salaried,Bachelor,Single,Signature,West,0
CUST100817,69,43433.0,10145.0,4550.0,1495.0,21,0,44.85,86,Self-Employed,High School,Married,Gold,East,0
CUST100818,60,176677.0,62471.0,12780.0,8206.0,21,4,20.46,37,Salaried,Master,Widowed,Standard,North,0
CUST100819,52,99556.0,26496.0,15403.0,2125.0,17,4,58.13,34,Student,Diploma,Married,Gold,East,0
CUST100820,54,88108.0,36776.0,7156.0,4166.0,25,4,19.46,33,Salaried,Diploma,Married,Standard,,0
CUST100821,48,73929.0,18439.0,11398.0,1841.0,17,2,61.81,42,Self-Employed,Master,Married,Standard,North,0
CUST100822,51,56696.0,22917.0,9186.0,1222.0,28,1,40.08,24,Business,High School,Divorced,Platinum,South,0
CUST100823,28,125798.0,28769.0,17264.0,11869.0,22,3,60.01,76,Salaried,Diploma,Single,Standard,West,0
CUST100824,59,70217.0,34089.0,24087.0,10753.0,27,3,70.66,17,Salaried,Bachelor,Married,Gold,East,1
CUST100825,46,22032.0,11610.0,4496.0,2356.0,20,1,38.73,101,Student,Bachelor,Married,Platinum,North,0
CUST100826,54,35161.0,7215.0,2496.0,1577.0,25,1,34.59,41,Student,Diploma,Married,Gold,Central,0
CUST100827,23,58684.0,22529.0,,943.0,29,2,45.86,164,Student,High School,Married,Standard,West,0
CUST100828,70,77083.0,14294.0,6257.0,786.0,27,2,43.77,22,Salaried,Bachelor,Single,Standard,East,0
CUST100829,32,63008.0,28296.0,10533.0,2157.0,20,1,37.22,25,Salaried,Bachelor,Married,Standard,South,0
CUST100830,21,127081.0,35863.0,22558.0,12939.0,26,1,62.9,37,Unemployed,Diploma,Single,Gold,North,0
CUST100831,64,22226.0,9197.0,5342.0,1665.0,26,6,58.08,56,Salaried,Diploma,Married,Standard,West,0
CUST100832,25,70341.0,28751.0,5068.0,2322.0,22,1,17.63,56,Self-Employed,Bachelor,Married,Standard,West,0
CUST100833,50,23915.0,14640.0,9038.0,4652.0,16,2,61.73,39,Salaried,High School,Married,Gold,West,0
CUST100834,50,98714.0,41908.0,2675.0,1156.0,14,1,6.38,46,Business,High School,Single,Standard,West,0
CUST100835,37,61709.0,27244.0,7046.0,5433.0,14,0,25.86,77,Student,Bachelor,Married,Standard,North,0
CUST100836,68,81873.0,28723.0,13532.0,8369.0,20,0,47.11,27,Salaried,Bachelor,Married,Platinum,East,0
CUST100837,67,40417.0,25242.0,4496.0,2875.0,23,1,17.81,62,Salaried,Bachelor,Married,Platinum,South,0
CUST100838,43,131380.0,70760.0,29409.0,14031.0,23,1,41.56,14,Business,Diploma,Single,Signature,Central,0
CUST100839,35,115277.0,33742.0,19328.0,13705.0,10,3,57.28,155,Salaried,Bachelor,Divorced,Standard,South,0
CUST100840,57,89598.0,51259.0,30538.0,19889.0,15,2,59.58,26,Salaried,Bachelor,Divorced,Standard,East,0
CUST100841,41,60531.0,22166.0,8295.0,6139.0,23,1,37.42,90,Student,Master,Married,Standard,East,0
CUST100842,34,89417.0,50461.0,22296.0,15175.0,25,0,44.18,46,Business,Bachelor,Single,Gold,West,0
CUST100843,22,44062.0,24738.0,18193.0,8349.0,24,2,73.54,53,Self-Employed,Bachelor,Married,Platinum,West,0
CUST100844,31,104057.0,25435.0,5816.0,1775.0,25,1,22.87,70,Self-Employed,Bachelor,Married,Gold,West,0
CUST100845,59,161032.0,80608.0,40290.0,9875.0,28,4,49.98,53,Unemployed,High School,Married,Gold,South,0
CUST100846,58,117123.0,34589.0,10732.0,4892.0,22,1,31.03,60,Salaried,Diploma,Divorced,Platinum,East,0
CUST100847,54,43515.0,13000.0,6300.0,2326.0,21,1,48.46,77,Salaried,Bachelor,Divorced,Standard,North,0
CUST100848,58,79294.0,23643.0,16865.0,6493.0,14,0,71.33,89,Business,High School,Married,Gold,East,0
CUST100849,70,31918.0,16367.0,3414.0,1486.0,16,2,20.86,29,Salaried,High School,Married,Platinum,West,0
CUST100850,54,89050.0,23591.0,7537.0,6677.0,19,2,31.95,69,Salaried,Bachelor,Single,Gold,West,0
CUST100851,38,83281.0,12530.0,4541.0,2059.0,22,2,36.24,61,Salaried,Bachelor,Married,Gold,North,0
CUST100852,50,23243.0,11799.0,2130.0,583.0,25,2,18.05,98,Business,High School,Single,Gold,East,0
CUST100853,35,34309.0,8083.0,,438.0,22,4,10.36,114,Salaried,Master,Single,Platinum,South,0
CUST100854,47,55627.0,11250.0,6880.0,1896.0,25,4,61.16,5,Salaried,Master,Married,Standard,South,0
CUST100855,54,55087.0,14805.0,5322.0,4144.0,24,4,35.95,103,Self-Employed,Bachelor,Married,Platinum,East,0
CUST100856,58,33421.0,11361.0,7436.0,,21,1,65.45,56,Salaried,Bachelor,Married,Standard,North,0
CUST100857,53,80506.0,31233.0,15910.0,3241.0,16,1,50.94,24,Salaried,Master,Single,Standard,South,0
CUST100858,44,74642.0,12860.0,2946.0,1189.0,32,1,22.91,31,Student,Master,Single,Standard,North,0
CUST100859,35,58413.0,37109.0,8919.0,2268.0,29,1,24.03,59,Business,Bachelor,Married,Standard,Central,0
CUST100860,50,42893.0,21791.0,6537.0,1657.0,20,2,30.0,63,Self-Employed,Bachelor,Single,Standard,North,0
CUST100861,62,115720.0,36058.0,10158.0,5021.0,18,2,28.17,62,Salaried,Bachelor,Single,Gold,West,0
CUST100862,37,161558.0,49978.0,21883.0,12660.0,23,1,43.79,59,Salaried,Bachelor,Married,Gold,North,0
CUST100863,25,49821.0,18647.0,1551.0,878.0,24,2,8.32,47,Salaried,Bachelor,Married,Gold,West,0
CUST100864,49,46418.0,21497.0,10515.0,7826.0,16,1,48.91,74,Business,High School,Widowed,Standard,Central,0
CUST100865,24,85162.0,19007.0,14644.0,13349.0,20,1,77.05,51,Business,Bachelor,Single,Platinum,East,0
CUST100866,30,53382.0,13050.0,7410.0,1037.0,23,5,56.78,61,Business,Master,Divorced,Standard,West,0
CUST100867,37,60203.0,34901.0,16908.0,7593.0,17,1,48.45,32,Salaried,Master,Married,Platinum,West,0
CUST100868,30,,27154.0,4865.0,685.0,21,2,175.0,64,Salaried,Bachelor,Married,Gold,West,0
CUST100869,37,22743.0,7735.0,3135.0,887.0,21,0,40.53,67,Business,Bachelor,Married,Standard,North,0
CUST100870,40,134216.0,78602.0,35006.0,8851.0,20,2,44.54,49,Unemployed,Diploma,Married,Standard,West,0
CUST100871,44,67651.0,32579.0,14534.0,8591.0,25,1,44.61,58,Salaried,Diploma,Single,Platinum,East,0
CUST100872,25,51835.0,16632.0,9362.0,5317.0,24,2,56.29,38,Business,Diploma,Divorced,Signature,South,0
CUST100873,54,61887.0,30439.0,12843.0,4068.0,17,4,42.19,74,Business,Master,Divorced,Standard,South,0
CUST100874,26,63671.0,10177.0,6891.0,2477.0,18,0,67.71,22,Student,Bachelor,Married,Gold,West,0
