Transaction_ID,Customer_Age,Annual_Income,Purchase_Amount,Transaction_Count,Discount_Percentage,Customer_Tenure_Months,Delivery_Distance_Km,Product_Rating,Customer_Support_Calls,Monthly_Spend,Returns_Count
TXN00986,24,159270.14,10308.35,6,9.95,10,4.19,4.9,1,5235.7,3
TXN00987,51,47639.18,1404.54,9,12.04,16,17.08,5.0,4,5487.52,1
TXN00988,45,57536.73,1483.3,3,28.36,2,4.95,4.03,3,7952.07,1
TXN00989,34,62334.88,9135.16,9,18.07,39,51.08,3.6,1,2716.82,2
TXN00990,36,260396.23,1712.73,6,15.34,37,23.49,4.81,7,15590.06,2
TXN00991,38,14051.82,9749.38,2,12.27,13,27.08,3.45,0,1667.06,3
TXN00992,18,85749.32,5335.35,9,10.65,25,0.79,3.84,1,2951.78,0
TXN00993,34,51045.21,2192.05,4,3.09,3,2.33,1.86,1,2039.43,2
TXN00994,29,79498.23,535.26,5,14.38,16,2.23,3.75,1,3659.31,3
TXN00995,26,35875.01,2459.28,5,5.63,58,13.38,4.61,2,11756.45,1
TXN00996,33,53277.06,2725.57,4,7.19,32,0.5,3.48,1,2962.04,3
TXN00997,54,87334.89,6742.47,3,18.57,3,19.71,3.49,1,4701.46,1
TXN00998,42,416016.46,9645.3,5,6.83,56,9.5,3.49,5,457.06,4
TXN00999,30,92996.02,1396.62,4,2.04,34,10.03,5.0,2,4721.59,0
TXN01000,42,31692.83,4939.65,3,10.13,18,9.25,3.96,3,7040.6,1
TXN01001,50,41757.93,4791.69,5,1.76,35,9.2,3.83,1,3814.55,1
TXN01002,45,40960.74,6225.74,6,12.93,6,2.65,3.52,0,1659.23,1
TXN01003,37,17118.59,3819.72,9,19.78,24,4.0,4.52,5,1510.5,1
TXN01004,30,44379.36,479.59,3,10.77,29,8.02,3.24,3,2374.02,1
TXN01005,43,88559.27,2190.61,5,2.63,79,13.59,4.68,5,1501.67,1
TXN01006,40,24024.7,936.07,7,21.51,2,3.81,3.72,4,10548.25,1
TXN01007,45,108727.73,2104.5,5,29.71,14,19.69,4.62,6,4855.02,1
TXN01008,42,75519.19,5750.54,2,9.95,83,19.97,3.54,0,9621.89,1
TXN01009,46,34126.75,3240.31,5,7.18,7,3.84,4.37,3,2858.77,0
TXN01010,31,50166.07,6633.73,7,3.08,50,9.85,4.18,4,2049.52,0
TXN01011,49,155437.29,3342.71,8,13.27,1,5.15,3.76,1,2139.8,0
TXN01012,38,88600.66,829.21,2,26.25,1,2.54,4.76,2,2532.53,1
TXN01013,57,55314.91,293.34,3,3.2,12,19.68,4.71,3,2476.19,2
TXN01014,29,47126.67,2837.09,6,1.53,44,57.19,3.35,1,8231.9,0
TXN01015,53,57808.11,2084.34,3,10.18,3,10.01,3.3,0,6634.71,0
TXN01016,38,39436.31,1089.68,6,3.25,14,29.43,3.63,3,4230.74,1
TXN01017,29,14002.64,589.05,10,11.92,4,12.33,3.59,1,1095.21,2
TXN01018,31,207420.64,1338.78,2,14.8,8,10.01,4.53,3,4302.95,1
TXN01019,33,60842.86,2119.06,6,15.37,21,7.85,4.05,1,2815.68,1
TXN01020,40,71245.3,4403.0,5,18.28,12,3.23,3.17,2,9366.39,0
TXN01021,41,52968.27,2934.76,3,33.54,7,1.06,3.2,1,6550.66,2
TXN01022,30,34107.16,9807.5,4,21.36,15,7.01,3.88,1,3866.22,1
TXN01023,36,48739.13,1036.68,5,22.5,36,9.89,4.41,1,806.04,0
TXN01024,57,19447.66,5286.68,5,3.97,4,8.55,4.9,1,3181.96,2
TXN01025,53,241637.68,2602.56,9,12.79,20,14.27,3.92,2,2215.44,1
TXN01026,40,24653.04,4512.09,6,27.4,10,2.56,3.71,4,4648.3,0
TXN01027,36,28122.08,1725.04,4,7.83,14,5.25,3.64,4,1573.46,0
TXN01028,37,41312.48,6216.57,3,20.75,52,6.45,3.29,2,4205.54,0
TXN01029,42,127050.22,3213.09,4,39.15,80,2.48,3.75,1,740.85,0
TXN01030,26,55521.15,1403.21,2,5.54,8,28.43,3.46,5,1326.88,3
TXN01031,33,24627.04,2474.58,5,3.17,30,13.73,3.51,1,1890.54,1
TXN01032,19,124294.42,2039.43,4,15.67,34,1.16,4.22,3,2387.95,1
TXN01033,40,88454.08,3788.96,2,11.36,55,14.97,2.79,1,4595.16,1
TXN01034,42,78047.37,917.12,5,31.6,69,9.52,2.46,2,1098.81,0
TXN01035,31,87580.68,2438.4,11,4.64,19,8.91,3.13,1,2234.33,0
TXN01036,52,260777.73,3498.39,4,26.63,121,55.01,4.35,3,2274.47,2
TXN01037,24,227612.56,2571.17,6,10.98,106,11.55,4.05,0,5665.31,1
TXN01038,21,35197.26,7855.32,2,6.88,21,27.24,4.46,1,3060.43,2
TXN01039,38,158041.62,4826.93,4,12.85,23,29.38,2.64,5,1778.2,1
TXN01040,46,70555.0,2484.15,9,9.12,33,1.28,4.16,1,1644.74,3
TXN01041,53,76076.96,3005.6,2,12.23,14,0.5,2.79,2,2376.95,1
TXN01042,31,18308.35,3214.29,5,25.8,33,6.86,3.04,3,1103.92,4
TXN01043,47,49233.9,3522.23,4,41.4,22,17.6,2.89,1,10923.05,2
TXN01044,36,32427.21,529.66,5,11.56,1,20.86,3.01,5,3489.34,1
TXN01045,34,94214.25,1934.78,3,16.49,57,18.59,5.0,5,1846.48,2
TXN01046,45,110336.58,707.88,4,23.34,85,7.12,4.17,0,1673.03,0
TXN01047,43,14280.82,7409.99,5,16.32,1,16.63,2.51,2,1503.27,1
TXN01048,20,54217.87,2373.98,7,7.28,47,15.22,2.7,2,4538.46,2
TXN01049,51,114039.3,2121.13,6,14.74,15,4.52,3.86,1,1100.1,2
TXN01050,50,48715.24,5357.88,5,11.33,26,2.22,3.92,2,3090.0,4
TXN01051,30,88342.79,3579.66,7,1.8,21,11.66,3.35,4,5229.42,2
TXN01052,40,69102.49,957.86,5,0.47,24,13.56,4.98,4,2322.38,0
TXN01053,41,68676.86,2353.78,9,14.73,21,10.07,3.18,2,1723.67,1
TXN01054,39,46107.63,1880.24,5,6.15,58,2.88,4.45,2,6291.2,0
TXN01055,30,24942.06,567.47,5,23.67,35,3.89,4.37,2,1584.72,1
TXN01056,29,26531.66,1390.35,8,7.04,16,14.79,5.0,3,2881.7,2
TXN01057,36,87218.14,2138.88,4,8.07,35,39.44,5.0,1,3793.99,4
TXN01058,48,55700.05,2267.28,2,20.01,101,34.77,4.29,2,2293.03,0
TXN01059,41,50264.56,709.21,5,9.64,3,8.8,3.83,5,1512.7,1
TXN01060,32,41754.39,6653.92,3,5.92,15,26.12,4.05,2,2367.43,2
TXN01061,44,45103.53,2292.18,2,17.55,61,0.5,4.23,4,4441.49,0
TXN01062,18,108616.77,2581.09,5,51.52,40,23.69,2.5,1,2101.76,1
TXN01063,47,44230.94,3514.29,8,6.89,82,7.76,2.75,2,4812.6,1
TXN01064,19,23003.38,1279.44,3,21.72,1,18.25,4.48,3,2927.37,2
TXN01065,32,89184.46,3684.72,4,19.26,60,0.5,4.76,5,2291.54,1
TXN01066,25,48142.4,1829.93,11,45.18,47,24.35,4.84,1,2106.38,2
TXN01067,23,56133.93,1166.72,4,27.34,51,10.85,3.65,3,4117.35,0
TXN01068,48,156375.33,4070.32,7,12.19,27,3.3,4.03,4,7703.12,1
TXN01069,31,54269.85,8883.66,1,17.26,2,5.12,3.48,1,3811.62,0
TXN01070,39,66373.81,4629.25,3,2.56,23,2.69,5.0,1,1781.46,1
TXN01071,36,25560.11,5478.45,2,31.59,16,6.63,3.53,1,7523.14,1
TXN01072,41,47681.72,1606.01,6,3.97,22,4.81,3.25,3,1883.44,3
TXN01073,37,81738.5,642.95,3,17.13,40,9.18,3.69,2,11740.06,1
TXN01074,23,20012.16,8872.07,5,17.06,27,20.23,3.53,3,3127.28,0
TXN01075,46,62669.98,14333.91,8,19.19,10,48.39,3.75,0,1892.45,1
TXN01076,31,58723.93,9278.28,8,5.73,27,3.48,4.43,4,5175.26,1
TXN01077,20,56496.01,1879.25,2,12.11,3,1.35,3.89,8,2814.43,1
TXN01078,32,107930.39,936.93,6,20.56,1,6.04,3.39,7,4771.98,0
TXN01079,51,68355.24,1010.52,7,19.28,15,1.86,3.34,2,3732.82,2
TXN01080,45,143750.61,597.57,3,43.23,42,21.57,3.42,2,1332.88,1
TXN01081,33,28832.41,2281.92,4,30.27,52,8.34,2.44,4,3332.46,2
TXN01082,33,60080.43,9787.61,8,11.17,24,11.61,4.43,1,4971.64,1
TXN01083,33,58104.12,2216.39,6,10.88,61,1.96,4.23,4,3786.8,0
TXN01084,57,27448.67,3232.53,5,6.65,4,16.62,4.89,0,8430.46,0
TXN01085,40,102403.91,8049.0,2,19.52,100,43.6,4.07,1,4353.92,0
TXN01086,40,249228.67,1773.24,6,2.59,76,7.9,2.75,4,2954.79,1
TXN01087,46,54395.38,14104.48,5,3.06,27,39.39,3.91,4,4054.96,1
TXN01088,38,76370.53,13593.22,8,18.19,2,0.5,3.93,2,2479.49,5
TXN01089,33,58106.07,2236.35,3,25.26,18,0.5,4.32,1,4504.65,0
TXN01090,34,34587.87,1530.18,5,7.45,6,38.63,5.0,4,4500.31,0
TXN01091,35,16841.38,4521.95,4,20.78,30,14.46,2.94,2,1470.54,1
TXN01092,36,34763.93,1860.59,7,33.85,6,2.51,4.2,1,6010.94,1
TXN01093,43,22254.86,935.4,9,24.08,20,5.43,3.68,2,16713.07,1
TXN01094,37,166500.7,7428.65,6,16.44,7,8.51,5.0,2,5129.26,1
TXN01095,43,51035.01,7030.59,13,17.91,6,14.55,4.42,7,845.13,1
TXN01096,35,43925.09,2853.3,3,20.08,9,22.14,3.62,3,2596.11,1
TXN01097,37,98030.94,854.58,7,13.98,1,1.04,4.75,0,1429.29,2
TXN01098,18,26527.85,879.14,5,9.32,38,12.83,3.63,3,2853.38,0
TXN01099,45,33410.54,2738.57,6,14.51,11,7.77,4.28,5,5657.17,1
TXN01100,39,57488.23,1634.6,11,8.91,36,10.92,3.53,0,2116.93,0
TXN01101,46,107343.4,1870.79,7,24.5,32,8.52,3.85,1,13092.71,2
TXN01102,18,76205.11,5959.34,4,14.03,2,7.19,4.69,3,465.92,0
TXN01103,57,64634.25,4662.23,8,6.78,11,2.76,3.54,3,2942.0,3
TXN01104,35,57864.83,8066.44,6,11.11,25,7.67,1.68,2,4564.23,1
TXN01105,47,71342.09,1077.09,4,7.1,75,2.52,3.27,2,1490.56,2
TXN01106,26,62702.89,1867.46,4,34.64,15,0.55,4.84,2,1634.41,0
TXN01107,42,28158.55,4765.61,7,23.64,21,5.62,4.91,6,5942.71,0
TXN01108,25,56672.25,3658.88,8,9.82,42,0.5,3.3,4,13499.36,2
TXN01109,30,27369.67,9196.42,3,8.5,49,9.92,2.68,1,14657.99,1
TXN01110,55,57976.45,3574.22,8,9.7,77,0.9,3.47,3,2746.02,2
TXN01111,34,40242.03,12027.35,6,4.03,21,6.91,4.48,5,9013.25,3
TXN01112,38,286555.21,3956.29,8,14.67,6,47.03,3.65,4,3335.48,2
TXN01113,45,53592.11,6166.51,3,4.79,43,0.5,2.41,1,6648.9,0
TXN01114,41,22077.91,1898.95,3,12.81,4,5.48,4.2,2,3020.16,1
TXN01115,38,50406.29,2530.55,7,23.44,16,13.42,4.52,2,1581.67,1
TXN01116,40,77085.59,5422.7,6,32.96,30,2.08,4.91,4,10740.72,1
TXN01117,60,163207.07,9848.53,6,8.9,35,9.87,2.36,2,12890.93,2
TXN01118,35,37494.31,4646.63,4,8.38,40,3.58,4.6,5,2607.03,1
TXN01119,38,19663.32,2329.36,3,3.64,6,3.02,3.93,4,6742.31,3
TXN01120,47,93529.53,8060.9,7,19.96,120,27.04,3.34,4,3162.17,0
TXN01121,47,22419.79,387.95,7,13.07,6,2.73,2.65,3,16109.35,4
TXN01122,48,41422.83,746.31,7,7.27,3,5.67,2.5,1,1230.88,1
TXN01123,42,46519.89,4462.37,5,8.02,33,2.23,3.26,2,3089.35,1
TXN01124,25,52566.1,2530.16,4,26.54,72,4.01,3.23,3,1270.85,0
TXN01125,52,86081.12,4182.79,4,1.34,25,4.16,3.73,4,1152.67,2
TXN01126,25,35267.82,2640.68,7,29.89,27,4.75,4.84,3,3227.28,0
TXN01127,39,46035.33,4061.67,5,6.54,23,12.3,3.75,2,2553.49,2
TXN01128,28,54492.19,1251.13,4,21.78,1,16.29,2.72,5,1724.34,0
TXN01129,35,60616.79,4060.08,3,5.07,34,8.58,3.09,0,6288.97,2
TXN01130,39,58610.91,5821.41,3,17.0,13,11.31,4.03,5,8687.52,0
TXN01131,39,73020.26,7055.16,3,11.31,82,20.14,3.27,2,5011.68,2
TXN01132,40,95185.62,13843.45,6,29.48,6,92.76,3.72,2,940.85,1
TXN01133,52,70990.45,3076.44,5,10.94,11,7.32,4.61,2,4438.92,0
TXN01134,41,73859.44,3155.4,5,31.56,21,33.07,4.25,2,4408.66,0
TXN01135,34,19665.94,684.95,4,9.63,19,8.09,3.42,2,1940.98,0
TXN01136,46,56825.27,1591.36,8,20.95,15,18.28,3.11,1,4458.72,1
TXN01137,48,75114.46,2121.6,7,23.99,11,10.22,5.0,3,2454.41,0
TXN01138,24,88335.76,6104.72,4,10.71,5,25.85,3.31,5,1970.97,0
TXN01139,42,35068.57,1487.27,3,13.3,52,7.15,5.0,3,1529.38,1
TXN01140,43,35836.17,4919.37,4,3.9,18,14.28,4.93,3,6276.44,0
TXN01141,33,37870.32,2496.56,7,15.93,26,7.54,3.74,1,8655.23,0
TXN01142,50,77944.9,2150.49,9,21.89,24,23.34,2.95,2,3170.33,2
TXN01143,34,107700.68,3089.01,8,33.6,26,62.15,3.83,5,6973.14,1
TXN01144,37,42202.7,1792.85,3,23.1,37,3.35,4.72,1,10188.87,1
TXN01145,34,99236.78,1736.04,5,14.85,30,7.72,3.53,1,3836.95,2
TXN01146,36,59596.39,586.97,6,10.32,10,1.02,2.88,2,3315.39,0
TXN01147,25,50731.52,2024.92,7,12.43,24,1.82,3.41,1,4862.26,0
TXN01148,22,47939.19,1662.49,6,10.97,8,31.77,4.07,4,1947.09,3
TXN01149,52,89356.19,1612.37,5,24.98,27,9.41,4.13,5,5132.45,3
TXN01150,28,67962.68,3563.11,8,29.86,17,6.03,3.86,0,3890.47,2
TXN01151,26,241439.69,4375.97,7,10.84,1,13.36,3.47,4,1402.25,3
TXN01152,18,31607.27,3045.47,4,18.64,40,9.86,3.71,3,1413.78,0
TXN01153,30,77022.63,5826.37,6,11.87,10,4.09,3.48,3,1756.02,1
TXN01154,23,38991.85,4077.64,9,3.06,76,3.08,3.89,3,5010.9,0
TXN01155,52,31258.67,1945.45,6,4.71,10,10.71,3.98,2,2763.84,2
TXN01156,46,54612.87,1686.85,5,6.92,171,2.5,3.63,3,3439.2,0
TXN01157,29,60136.22,3261.51,4,11.9,19,1.8,3.21,2,9108.3,4
TXN01158,59,366554.05,4071.42,3,15.27,1,4.6,4.68,5,4771.85,0
TXN01159,46,48795.52,8202.66,0,33.95,2,23.71,4.01,2,2232.24,2
TXN01160,33,26382.92,6881.16,6,13.61,3,0.5,4.3,1,1753.82,1
TXN01161,18,65679.72,1577.81,3,14.05,2,21.5,3.28,3,4333.33,2
TXN01162,59,14279.39,2292.37,4,21.83,9,11.64,3.74,0,1773.61,3
TXN01163,22,51808.87,4422.28,4,5.06,12,0.5,3.27,4,8413.88,2
TXN01164,20,55575.9,6197.15,8,15.43,4,11.06,4.79,4,4157.04,0
TXN01165,46,92187.4,5553.42,3,20.45,17,6.66,3.04,2,3831.22,0
TXN01166,60,103563.78,2367.88,4,9.68,14,22.08,3.09,2,1793.72,1
TXN01167,50,39646.91,861.03,2,12.7,30,28.53,3.85,2,5399.59,0
TXN01168,42,49870.72,1069.5,5,10.61,7,4.05,2.98,1,7711.21,2
TXN01169,42,33426.69,3151.97,7,9.71,74,18.4,4.79,1,3181.57,1
TXN01170,45,26419.24,3344.05,9,14.61,22,4.45,2.81,3,6702.77,0
TXN01171,44,67273.39,982.57,8,25.1,29,4.21,3.63,4,2636.3,1
TXN01172,39,24034.8,2596.53,10,17.98,1,2.57,3.51,1,3350.69,2
TXN01173,37,42006.56,4275.2,6,28.71,25,13.62,4.01,2,15074.22,1
TXN01174,35,28802.73,939.65,14,9.63,14,3.64,3.24,3,2698.58,3
TXN01175,28,78620.09,6395.14,3,18.92,77,7.5,3.98,3,5106.64,2
TXN01176,33,177374.4,1813.74,6,16.01,65,20.06,3.2,3,2665.51,1
TXN01177,19,23601.28,7280.95,8,24.85,30,18.84,3.09,2,4259.16,4
TXN01178,35,16491.93,1588.6,4,19.65,44,23.21,3.64,7,5697.64,2
TXN01179,26,50711.7,1044.63,6,27.85,31,2.11,3.73,2,1862.99,1
TXN01180,25,55564.07,1693.63,8,8.16,1,10.61,3.6,2,2136.42,0
TXN01181,38,63399.87,2305.77,9,34.52,36,29.56,3.53,4,5207.66,2
TXN01182,50,41150.04,1796.94,6,9.65,6,0.52,4.76,1,3919.26,1
TXN01183,45,48275.18,2080.67,9,8.84,34,18.99,4.01,3,7952.57,1
TXN01184,20,69840.56,3320.65,1,18.41,1,3.39,3.97,3,4227.9,2
TXN01185,26,108160.18,2161.47,6,2.04,11,13.29,4.55,3,12869.77,1
TXN01186,45,15433.67,2363.39,6,12.72,22,15.16,2.85,1,5700.4,1
TXN01187,26,43272.73,584.76,7,7.42,12,31.18,5.0,5,13037.35,4
TXN01188,34,63200.29,3487.67,4,5.86,36,8.53,2.62,0,11420.7,2
TXN01189,42,30284.88,2317.45,13,7.33,22,22.62,4.66,0,2233.03,3
TXN01190,26,169456.02,9826.08,3,9.41,96,0.56,2.62,2,9865.45,1
TXN01191,37,36390.83,1124.86,5,7.34,13,6.55,3.75,4,6759.52,1
TXN01192,23,53543.42,537.54,4,5.51,38,6.95,3.37,1,6436.47,1
TXN01193,30,78944.7,4227.66,4,9.56,54,9.27,4.87,1,8022.66,2
TXN01194,39,37449.68,3356.3,8,4.41,9,7.88,4.34,4,2818.87,1
TXN01195,20,16561.17,1060.91,3,18.78,42,41.29,3.6,2,4404.76,0
TXN01196,40,41625.28,681.13,2,8.91,15,0.98,4.17,2,2607.47,1
TXN01197,36,107390.27,9235.71,4,5.78,4,3.69,4.0,3,17630.93,0
TXN01198,42,44183.5,8316.86,5,20.75,1,41.54,4.29,6,2066.32,0
TXN01199,38,31726.46,301.78,5,18.85,41,7.07,3.66,1,1430.26,2
TXN01200,50,100385.74,1693.51,6,6.7,6,10.16,3.31,4,1974.84,0
TXN01201,37,750000.0,120000.0,7,40.55,2,220.0,2.28,0,100000.0,1
TXN01202,32,39477.41,1668.02,6,37.03,21,4.01,3.56,0,3351.81,2
TXN01203,37,60611.2,1647.52,4,21.59,13,0.5,3.89,1,6526.5,2
TXN01204,41,90769.27,1965.89,10,28.05,35,1.78,3.1,3,3576.77,0
TXN01205,36,258642.55,964.19,7,5.47,3,12.04,3.75,5,2475.41,2
TXN01206,36,94163.88,586.98,5,17.53,4,17.31,4.58,3,4907.77,1
TXN01207,29,116889.51,6116.29,2,12.18,16,24.49,3.86,3,7910.15,2
TXN01208,29,39585.19,521.94,5,17.83,22,3.48,3.28,6,4046.1,0
TXN01209,22,28233.77,3084.75,4,19.89,52,4.86,4.45,4,6429.01,2
TXN01210,53,57274.1,5311.55,3,20.13,26,10.11,3.95,1,3710.36,1
TXN01211,24,58967.92,728.15,2,7.17,70,1.05,3.93,1,2917.96,4
TXN01212,29,27283.99,1139.58,2,52.54,7,19.72,3.5,1,5706.51,1
TXN01213,29,49077.06,7011.09,6,13.64,27,7.92,2.92,1,4107.46,0
TXN01214,45,71299.52,3932.4,12,5.08,32,40.4,3.97,1,7069.97,0
TXN01215,33,69518.22,1479.34,7,23.54,39,1.5,4.06,5,10301.77,0
TXN01216,48,76334.14,6946.25,1,7.68,134,1.72,3.3,2,3233.08,2
TXN01217,29,66450.7,6971.61,8,13.53,19,5.14,3.91,4,5504.66,1
TXN01218,39,39558.38,3142.4,4,10.52,14,2.78,4.45,6,7391.82,0
TXN01219,28,39381.56,1163.18,3,17.95,57,14.31,3.09,0,4664.47,1
TXN01220,57,25229.52,1759.2,10,27.8,6,35.21,4.1,1,5002.1,0
TXN01221,24,175464.54,3189.04,2,15.53,1,1.13,3.73,1,3869.55,0
TXN01222,39,55482.96,2129.71,7,9.26,18,3.33,4.47,2,4185.22,0
TXN01223,42,47521.33,5553.37,3,37.86,9,3.26,4.55,3,5043.35,0
TXN01224,40,30072.72,681.12,5,31.13,15,8.54,3.84,5,2287.16,2
TXN01225,34,370743.64,701.99,5,53.22,128,7.22,3.8,3,1065.98,1
TXN01226,35,27376.09,2915.47,9,8.74,13,15.57,3.64,5,3291.57,2
TXN01227,36,41620.05,1646.21,2,5.47,37,15.83,3.06,2,3109.17,1
TXN01228,35,72069.23,1467.12,7,3.4,9,10.2,4.08,4,10879.04,1
TXN01229,46,81245.19,556.24,5,4.34,11,10.73,3.84,2,4306.33,4
TXN01230,58,102512.94,2541.88,6,10.66,8,22.17,3.27,3,5187.13,2
TXN01231,30,178088.16,2390.37,4,16.36,25,6.07,2.42,2,2623.92,1
TXN01232,22,76426.97,4356.84,5,7.24,8,0.5,4.19,1,2306.32,1
TXN01233,35,27685.62,2650.8,6,5.36,38,2.87,3.55,2,1951.34,1
TXN01234,62,46540.31,2233.52,10,18.11,34,0.5,4.28,3,1448.63,0
TXN01235,28,67183.27,6798.77,7,27.16,16,6.0,2.85,2,5819.79,1
TXN01236,52,210962.44,819.3,2,1.67,1,5.31,3.85,2,4337.96,5
TXN01237,53,22170.43,3944.1,7,1.73,1,1.25,3.78,2,9843.84,1
TXN01238,30,120182.08,604.0,5,13.25,23,16.88,3.65,5,5142.63,0
TXN01239,42,61823.13,1225.91,9,20.21,55,9.66,4.91,2,4148.62,0
TXN01240,52,94814.56,891.84,4,6.06,27,3.07,3.91,4,874.42,1
TXN01241,32,51471.93,4859.53,7,3.85,17,17.08,2.59,3,13310.85,0
TXN01242,34,31809.09,2364.8,3,25.55,64,13.23,3.52,0,3597.28,2
TXN01243,30,89604.05,2471.47,7,13.12,7,2.55,2.67,2,813.91,1
TXN01244,26,84159.46,975.86,6,6.6,13,48.82,4.79,3,4099.29,3
TXN01245,30,103458.46,1937.8,3,39.4,25,2.34,3.97,0,1984.03,0
TXN01246,24,54526.41,1306.49,5,21.09,10,17.73,3.69,0,1935.07,0
TXN01247,36,37242.44,3463.32,4,12.09,180,41.41,2.81,4,4217.81,3
TXN01248,28,19967.81,1076.66,7,24.24,18,15.51,3.92,3,2319.92,1
TXN01249,38,93683.85,7741.66,6,3.3,2,13.15,4.53,2,7181.05,2
TXN01250,20,72447.44,601.73,3,9.56,6,28.04,4.21,2,3228.25,1
TXN01251,39,29358.28,1259.54,3,8.05,23,3.76,4.19,5,4630.64,3
TXN01252,44,38755.02,10401.1,2,10.64,24,3.89,4.8,2,5203.73,1
TXN01253,18,40606.98,1727.06,6,31.27,124,12.3,4.87,2,4174.72,1
TXN01254,40,20976.3,817.62,5,35.18,27,25.66,3.88,3,4066.53,2
TXN01255,48,32324.96,3011.69,6,15.43,33,11.53,4.21,1,3864.79,0
TXN01256,24,26320.38,1668.97,5,8.39,7,45.29,5.0,3,9956.4,2
TXN01257,53,42065.24,1228.51,6,4.9,3,3.03,3.1,2,6318.55,0
TXN01258,40,34027.87,984.92,3,32.45,28,20.98,4.13,2,2158.02,0
TXN01259,29,19101.75,26295.78,5,18.71,60,31.45,3.08,2,1607.55,0
TXN01260,35,204796.51,2018.74,8,7.35,27,6.68,3.54,4,2007.63,3
TXN01261,42,124149.27,486.54,6,7.94,18,39.24,4.74,3,4722.0,0
TXN01262,37,33147.61,8899.05,4,14.97,26,2.71,3.21,3,1615.58,0
TXN01263,41,65654.56,4202.59,4,3.17,19,36.65,4.56,0,2216.22,0
TXN01264,27,72145.54,1303.16,2,11.42,5,27.97,3.37,4,1367.04,1
TXN01265,38,119287.79,1131.04,6,7.04,41,0.82,4.57,1,6718.54,3
TXN01266,22,32305.58,4431.52,10,24.68,23,8.84,4.82,3,5566.38,0
TXN01267,35,111854.91,2026.7,5,14.55,15,9.03,3.17,3,6474.21,0
TXN01268,27,38520.66,486.37,3,8.64,25,0.7,4.25,2,2510.31,0
TXN01269,29,23081.3,11420.9,7,6.36,8,0.5,4.58,1,1021.86,1
TXN01270,48,88060.31,1728.75,6,38.12,17,0.5,3.5,1,1951.04,1
TXN01271,47,127271.95,8913.14,5,33.59,29,8.92,4.2,3,1362.99,1
TXN01272,42,295738.03,7410.96,6,0.67,8,7.48,2.96,0,1352.99,3
TXN01273,25,25216.83,1067.62,1,35.42,41,33.85,5.0,4,7757.2,2
TXN01274,33,86628.68,6016.48,5,5.82,22,5.03,3.28,7,2944.53,1
TXN01275,48,42138.52,1437.01,4,16.75,59,12.88,3.6,1,4285.79,0
TXN01276,37,91516.23,511.5,9,15.06,56,0.5,3.71,4,7576.0,0
TXN01277,59,21147.36,1742.61,9,4.95,20,13.07,3.86,2,1714.45,1
TXN01278,40,24204.36,3505.32,6,22.21,7,29.37,4.11,4,5380.25,1
TXN01279,38,33215.43,1687.02,9,6.55,40,5.26,4.1,2,1266.16,0
TXN01280,33,57896.67,1925.72,7,14.95,16,4.52,3.02,6,4176.64,2
TXN01281,37,36256.92,6608.27,2,45.48,27,11.8,2.93,1,7389.83,0
TXN01282,34,84412.75,2736.86,3,10.87,3,4.78,4.99,3,1576.55,3
TXN01283,43,107212.7,1220.78,4,12.54,30,6.18,4.61,5,6251.06,1
TXN01284,46,81211.64,4540.41,5,12.09,14,3.83,2.89,4,4096.61,0
TXN01285,28,157518.85,2957.41,8,7.41,12,5.08,4.08,2,2546.53,1
TXN01286,23,72068.75,293.15,4,2.41,117,13.65,4.37,2,1510.48,2
TXN01287,18,24936.94,3598.05,4,10.97,17,30.67,5.0,2,4145.51,2
TXN01288,41,133423.45,3488.06,4,3.81,34,10.5,3.47,2,4945.37,2
TXN01289,25,37113.53,2543.13,3,20.36,30,0.5,4.52,3,2802.63,1
TXN01290,18,99395.34,5334.72,2,11.07,3,3.68,4.31,3,1761.32,3
TXN01291,40,152972.85,1411.65,5,2.98,41,36.5,3.32,2,5968.45,1
TXN01292,61,74008.53,3327.81,9,33.75,12,28.94,3.56,3,8020.06,2
TXN01293,36,20797.44,659.93,6,9.4,48,1.47,3.27,5,6823.12,1
TXN01294,44,30280.24,3533.6,3,12.75,28,28.69,4.05,2,10645.2,0
TXN01295,37,129945.75,13149.6,4,13.2,11,40.07,2.72,3,2218.16,3
TXN01296,35,49274.34,1073.22,3,26.25,13,4.71,3.65,4,1299.69,2
TXN01297,45,57919.61,1310.57,4,12.37,39,14.49,3.55,2,4665.47,5
TXN01298,33,90068.37,1367.22,3,9.84,24,9.85,2.37,3,2639.77,1
TXN01299,39,86482.58,2792.09,5,8.59,33,4.93,4.02,1,6987.46,1
TXN01300,39,65927.33,1012.79,6,7.77,5,2.0,4.27,1,1693.64,2
TXN01301,29,48023.9,3576.38,8,4.18,46,5.49,2.79,2,1782.6,4
TXN01302,46,44884.78,5135.13,2,9.24,12,31.54,3.8,2,3670.79,0
TXN01303,34,96059.46,3937.26,6,10.69,29,20.01,2.84,1,3956.1,1
TXN01304,28,78818.94,556.07,4,26.32,4,4.82,3.89,2,5613.24,3
TXN01305,41,46529.58,5825.14,5,25.64,12,9.52,4.62,4,3267.12,2
TXN01306,27,111130.61,5545.87,5,8.76,31,6.25,3.44,4,914.62,3
TXN01307,36,50575.18,5062.84,7,3.87,10,7.53,3.59,1,39215.18,1
TXN01308,36,31618.83,3432.22,7,6.2,64,17.19,5.0,2,3583.1,1
TXN01309,47,33582.4,3014.55,6,15.35,32,9.4,3.28,1,26436.16,0
