Application_ID,Application_Date,Age,Annual_Income,Employment_Years,Credit_Score,Loan_Amount,Loan_Term_Months,Existing_Loans,Debt_to_Income,Employment_Type,Education_Level,Loan_Purpose,Approval_Status,Approval_Decision_Date,Post_Approval_Review,Final_Loan_Status
APP100319,2023-05-22 21:00:25.208402802,48,1679451.0,14,745.0,1328468.0,36,2,0.247,Salaried,Bachelor,Business,0,2023-05-27 21:00:25.208402802,Rejected_Review,Rejected
APP100320,2023-05-23 07:42:52.457485830,53,925230.0,8,784.0,2223248.0,36,3,0.523,Contract,High School,Medical,0,2023-05-25 07:42:52.457485830,Rejected_Review,Rejected
APP100321,2023-05-23 18:25:19.706568858,25,1412724.0,9,644.0,778690.0,36,0,0.123,Business,Bachelor,Vehicle,0,2023-05-24 18:25:19.706568858,Standard_Review,Rejected
APP100322,2023-05-24 05:07:46.955651886,39,879540.0,1,693.0,396073.0,36,0,0.127,Contract,Bachelor,Education,1,2023-05-29 05:07:46.955651886,Approved_Review,Pending_Disbursement
APP100323,2023-05-24 15:50:14.204734912,24,774911.0,10,737.0,1419439.0,60,2,0.447,Salaried,Bachelor,Medical,0,2023-05-25 15:50:14.204734912,Standard_Review,Closed
APP100324,2023-05-25 02:32:41.453817940,55,928706.0,10,582.0,928733.0,36,2,0.25,Self-Employed,Bachelor,Personal,0,2023-05-30 02:32:41.453817940,Standard_Review,Rejected
APP100325,2023-05-25 13:15:08.702900968,37,611290.0,4,622.0,845643.0,36,2,0.252,Salaried,Master,Business,0,2023-05-27 13:15:08.702900968,Rejected_Review,Rejected
APP100326,2023-05-25 23:57:35.951983996,64,313860.0,3,820.0,1544877.0,36,0,0.75,Business,Bachelor,Business,0,2023-05-27 23:57:35.951983996,Standard_Review,Rejected
APP100327,2023-05-26 10:40:03.201067024,48,794968.0,3,628.0,396336.0,36,0,0.257,Contract,Diploma,Vehicle,0,2023-05-31 10:40:03.201067024,Rejected_Review,Rejected
APP100328,2023-05-26 21:22:30.450150052,50,462662.0,14,666.0,489307.0,12,1,0.138,Contract,Bachelor,Business,0,2023-05-28 21:22:30.450150052,Rejected_Review,Closed
APP100329,2023-05-27 08:04:57.699233078,49,395925.0,2,651.0,942196.0,48,2,0.483,Self-Employed,Master,Personal,0,2023-06-03 08:04:57.699233078,Standard_Review,Rejected
APP100330,2023-05-27 18:47:24.948316106,26,865497.0,5,560.0,483882.0,60,2,0.173,Salaried,Bachelor,Home,0,2023-05-31 18:47:24.948316106,Rejected_Review,Rejected
APP100331,2023-05-28 05:29:52.197399134,55,573280.0,2,695.0,597692.0,36,0,0.309,Self-Employed,High School,Home,0,2023-06-01 05:29:52.197399134,Rejected_Review,Rejected
APP100332,2023-05-28 16:12:19.446482162,61,1032191.0,3,688.0,1324068.0,48,0,0.298,Salaried,Bachelor,Education,0,2023-06-02 16:12:19.446482162,Standard_Review,Rejected
APP100333,2023-05-29 02:54:46.695565190,57,455752.0,4,702.0,869186.0,12,1,0.422,Salaried,Doctorate,Education,0,2023-06-04 02:54:46.695565190,Rejected_Review,Rejected
APP100334,2023-05-29 13:37:13.944648218,44,525894.0,0,685.0,388257.0,48,2,0.238,Salaried,Bachelor,Personal,0,2023-06-01 13:37:13.944648218,Rejected_Review,Rejected
APP100335,2023-05-30 00:19:41.193731246,49,1090733.0,6,660.0,858424.0,36,1,0.157,Salaried,Bachelor,Personal,0,2023-06-04 00:19:41.193731246,Rejected_Review,Rejected
APP100336,2023-05-30 11:02:08.442814272,51,737231.0,3,656.0,1300647.0,36,0,0.249,Self-Employed,Diploma,Vehicle,0,2023-06-05 11:02:08.442814272,Rejected_Review,Rejected
APP100337,2023-05-30 21:44:35.691897300,55,334345.0,11,657.0,762688.0,36,2,0.329,Salaried,Bachelor,Personal,0,2023-06-06 21:44:35.691897300,Rejected_Review,Rejected
APP100338,2023-05-31 08:27:02.940980328,53,729942.0,15,626.0,1082447.0,24,2,0.25,Salaried,Diploma,Education,0,2023-06-03 08:27:02.940980328,Rejected_Review,Rejected
APP100339,2023-05-31 19:09:30.190063356,41,1265889.0,8,636.0,540544.0,48,1,0.232,Salaried,Diploma,Medical,0,2023-06-06 19:09:30.190063356,Rejected_Review,Rejected
APP100340,2023-06-01 05:51:57.439146384,52,524063.0,6,627.0,797131.0,36,2,0.4,Self-Employed,Master,Personal,0,2023-06-06 05:51:57.439146384,Rejected_Review,Rejected
APP100341,2023-06-01 16:34:24.688229412,43,850733.0,13,727.0,318206.0,36,2,0.173,Self-Employed,High School,Personal,0,2023-06-06 16:34:24.688229412,Rejected_Review,Rejected
APP100342,2023-06-02 03:16:51.937312438,53,443522.0,3,710.0,959053.0,60,0,0.347,Salaried,Master,Education,0,2023-06-03 03:16:51.937312438,Rejected_Review,Rejected
APP100343,2023-06-02 13:59:19.186395466,23,611197.0,5,692.0,838107.0,12,6,0.317,Business,Bachelor,Home,0,2023-06-09 13:59:19.186395466,Rejected_Review,Rejected
APP100344,2023-06-03 00:41:46.435478494,38,1061458.0,3,816.0,367215.0,48,3,0.053,Self-Employed,Bachelor,Vehicle,0,2023-06-09 00:41:46.435478494,Rejected_Review,Rejected
APP100345,2023-06-03 11:24:13.684561522,45,717395.0,6,630.0,1497452.0,36,1,0.444,Salaried,Bachelor,Education,0,2023-06-08 11:24:13.684561522,Rejected_Review,Rejected
APP100346,2023-06-03 22:06:40.933644550,62,1161124.0,12,763.0,931362.0,36,1,0.241,Self-Employed,Bachelor,Personal,0,2023-06-06 22:06:40.933644550,Rejected_Review,Rejected
APP100347,2023-06-04 08:49:08.182727578,51,787102.0,8,673.0,495092.0,36,2,0.231,Salaried,Master,Home,0,2023-06-11 08:49:08.182727578,Rejected_Review,Rejected
APP100348,2023-06-04 19:31:35.431810604,23,1764116.0,5,700.0,971794.0,36,1,0.179,Salaried,High School,Business,0,2023-06-08 19:31:35.431810604,Rejected_Review,Rejected
APP100349,2023-06-05 06:14:02.680893632,60,321424.0,7,734.0,427889.0,12,1,0.266,Business,Master,Business,0,2023-06-10 06:14:02.680893632,Rejected_Review,Rejected
APP100350,2023-06-05 16:56:29.929976660,44,589477.0,3,659.0,458523.0,48,2,0.128,Salaried,Bachelor,Vehicle,0,2023-06-07 16:56:29.929976660,Rejected_Review,Rejected
APP100351,2023-06-06 03:38:57.179059688,52,398988.0,4,621.0,429003.0,48,2,0.34,Salaried,Bachelor,Education,0,2023-06-09 03:38:57.179059688,Rejected_Review,Rejected
APP100352,2023-06-06 14:21:24.428142716,42,411439.0,6,632.0,422855.0,48,1,0.185,Self-Employed,High School,Personal,0,2023-06-10 14:21:24.428142716,Rejected_Review,Rejected
APP100353,2023-06-07 01:03:51.677225744,43,413121.0,22,553.0,871213.0,60,0,0.353,Self-Employed,Master,Home,0,2023-06-09 01:03:51.677225744,Standard_Review,Rejected
APP100354,2023-06-07 11:46:18.926308770,22,700959.0,17,729.0,733878.0,60,0,0.209,Salaried,High School,Education,0,2023-06-10 11:46:18.926308770,Rejected_Review,Rejected
APP100355,2023-06-07 22:28:46.175391798,47,719681.0,3,728.0,1017589.0,36,2,0.378,Business,Doctorate,Personal,0,2023-06-12 22:28:46.175391798,Rejected_Review,Closed
APP100356,2023-06-08 09:11:13.424474826,62,787866.0,3,793.0,170927.0,48,1,0.135,Salaried,Master,Business,0,2023-06-14 09:11:13.424474826,Rejected_Review,Rejected
APP100357,2023-06-08 19:53:40.673557854,22,392131.0,7,717.0,575541.0,12,0,0.394,Salaried,Bachelor,Personal,0,2023-06-09 19:53:40.673557854,Rejected_Review,Rejected
APP100358,2023-06-09 06:36:07.922640882,46,561758.0,4,733.0,579623.0,60,2,0.315,Self-Employed,Master,Personal,0,2023-06-18 06:36:07.922640882,Rejected_Review,Rejected
APP100359,2023-06-09 17:18:35.171723910,37,421171.0,3,685.0,718667.0,60,0,0.289,Self-Employed,Diploma,Personal,0,2023-06-11 17:18:35.171723910,Rejected_Review,Rejected
APP100360,2023-06-10 04:01:02.420806938,60,990410.0,8,,709433.0,12,2,0.229,Salaried,Doctorate,Education,0,2023-06-12 04:01:02.420806938,Rejected_Review,Rejected
APP100361,2023-06-10 14:43:29.669889964,53,439374.0,2,761.0,784560.0,36,1,0.246,Business,Master,Vehicle,0,2023-06-17 14:43:29.669889964,Rejected_Review,Rejected
APP100362,2023-06-11 01:25:56.918972992,29,590401.0,10,702.0,731786.0,60,0,0.327,Business,High School,Personal,0,2023-06-16 01:25:56.918972992,Rejected_Review,Rejected
APP100363,2023-06-11 12:08:24.168056020,63,836403.0,1,656.0,556508.0,24,1,0.184,Business,Bachelor,Personal,0,2023-06-17 12:08:24.168056020,Rejected_Review,Rejected
APP100364,2023-06-11 22:50:51.417139048,59,492719.0,15,676.0,573242.0,36,2,0.216,Salaried,Master,Business,0,2023-06-13 22:50:51.417139048,Rejected_Review,Rejected
APP100365,2023-06-12 09:33:18.666222076,49,888218.0,8,739.0,681755.0,36,0,0.223,Business,Bachelor,Vehicle,1,2023-06-17 09:33:18.666222076,Approved_Review,Disbursed
APP100366,2023-06-12 20:15:45.915305104,62,1333028.0,4,658.0,900907.0,36,3,0.199,Business,Bachelor,Personal,0,2023-06-21 20:15:45.915305104,Rejected_Review,Rejected
APP100367,2023-06-13 06:58:13.164388130,46,707928.0,19,748.0,730427.0,12,1,0.294,Contract,Diploma,Vehicle,0,2023-06-15 06:58:13.164388130,Rejected_Review,Rejected
APP100368,2023-06-13 17:40:40.413471158,55,,13,814.0,472713.0,36,3,0.341,Contract,Diploma,Personal,0,2023-06-18 17:40:40.413471158,Standard_Review,Rejected
APP100369,2023-06-14 04:23:07.662554186,45,255682.0,9,749.0,460364.0,36,3,0.459,Salaried,Master,Education,0,2023-06-16 04:23:07.662554186,Rejected_Review,Rejected
APP100370,2023-06-14 15:05:34.911637214,44,535874.0,9,739.0,903276.0,60,1,0.269,Salaried,Diploma,Personal,0,2023-06-16 15:05:34.911637214,Rejected_Review,Closed
APP100371,2023-06-15 01:48:02.160720242,33,706397.0,2,713.0,1022266.0,36,1,0.431,Salaried,Doctorate,Business,0,2023-06-19 01:48:02.160720242,Rejected_Review,Rejected
APP100372,2023-06-15 12:30:29.409803270,27,404697.0,8,640.0,1195820.0,36,0,0.508,Salaried,Diploma,Business,0,2023-06-19 12:30:29.409803270,Rejected_Review,Rejected
APP100373,2023-06-15 23:12:56.658886296,56,713666.0,12,634.0,547640.0,36,3,0.064,Business,Bachelor,Vehicle,0,2023-06-19 23:12:56.658886296,Rejected_Review,Rejected
APP100374,2023-06-16 09:55:23.907969324,65,1047274.0,9,633.0,273756.0,24,2,0.165,Business,High School,Home,0,2023-06-20 09:55:23.907969324,Rejected_Review,Rejected
APP100375,2023-06-16 20:37:51.157052352,40,278988.0,10,726.0,847171.0,60,1,0.405,Business,Master,Personal,0,2023-06-24 20:37:51.157052352,Rejected_Review,Rejected
APP100376,2023-06-17 07:20:18.406135380,21,380654.0,7,665.0,489441.0,60,1,0.274,Salaried,High School,Home,0,2023-06-24 07:20:18.406135380,Rejected_Review,Rejected
APP100377,2023-06-17 18:02:45.655218408,28,706369.0,10,688.0,664739.0,36,0,0.397,,Bachelor,Education,0,2023-06-21 18:02:45.655218408,Rejected_Review,Rejected
APP100378,2023-06-18 04:45:12.904301436,36,799640.0,11,717.0,753851.0,36,0,0.171,Salaried,Master,Home,0,2023-06-22 04:45:12.904301436,Rejected_Review,Rejected
APP100379,2023-06-18 15:27:40.153384462,34,906063.0,3,635.0,923255.0,48,1,0.178,Self-Employed,Master,Home,0,2023-06-25 15:27:40.153384462,Rejected_Review,Closed
APP100380,2023-06-19 02:10:07.402467490,32,683258.0,7,657.0,1094092.0,36,1,0.335,Business,Master,Vehicle,0,2023-06-24 02:10:07.402467490,Rejected_Review,Rejected
APP100381,2023-06-19 12:52:34.651550518,43,800033.0,5,711.0,1256264.0,12,2,0.281,Business,Master,Home,1,2023-06-24 12:52:34.651550518,Approved_Review,Disbursed
APP100382,2023-06-19 23:35:01.900633546,35,976074.0,12,671.0,1353893.0,36,0,0.299,Salaried,Master,Business,0,2023-06-27 23:35:01.900633546,Rejected_Review,Rejected
APP100383,2023-06-20 10:17:29.149716574,48,539405.0,2,677.0,737380.0,60,1,0.322,Contract,Master,Business,0,2023-06-22 10:17:29.149716574,Standard_Review,Rejected
APP100384,2023-06-20 20:59:56.398799602,54,494283.0,2,623.0,300894.0,24,2,0.119,Salaried,Bachelor,Personal,0,2023-06-24 20:59:56.398799602,Rejected_Review,Rejected
APP100385,2023-06-21 07:42:23.647882628,22,602534.0,10,678.0,516105.0,36,0,0.269,Salaried,Bachelor,Education,0,2023-06-25 07:42:23.647882628,Rejected_Review,Rejected
APP100386,2023-06-21 18:24:50.896965656,52,711049.0,2,797.0,1415366.0,12,1,0.336,Salaried,High School,Education,0,2023-06-26 18:24:50.896965656,Rejected_Review,Rejected
APP100387,2023-06-22 05:07:18.146048684,43,483354.0,7,661.0,754051.0,24,0,0.412,Salaried,Master,Education,0,2023-06-24 05:07:18.146048684,Rejected_Review,Rejected
APP100388,2023-06-22 15:49:45.395131712,42,544453.0,17,615.0,2080301.0,48,2,0.547,Contract,Diploma,Personal,0,2023-06-27 15:49:45.395131712,Rejected_Review,Rejected
APP100389,2023-06-23 02:32:12.644214740,45,777387.0,7,752.0,579165.0,36,0,0.19,Business,Master,Vehicle,0,2023-06-26 02:32:12.644214740,Standard_Review,Closed
APP100390,2023-06-23 13:14:39.893297768,42,697819.0,1,724.0,2224999.0,60,1,0.467,Salaried,Bachelor,Business,0,2023-06-29 13:14:39.893297768,Rejected_Review,Rejected
APP100391,2023-06-23 23:57:07.142380796,42,597988.0,1,704.0,699472.0,36,1,0.261,Salaried,Doctorate,Vehicle,0,2023-06-26 23:57:07.142380796,Rejected_Review,Rejected
APP100392,2023-06-24 10:39:34.391463822,62,296928.0,3,604.0,567479.0,24,2,0.278,Salaried,Diploma,Home,0,2023-06-27 10:39:34.391463822,Rejected_Review,Rejected
APP100393,2023-06-24 21:22:01.640546850,26,648975.0,7,614.0,490413.0,36,5,0.277,Salaried,Master,Home,0,2023-06-29 21:22:01.640546850,Rejected_Review,Rejected
APP100394,2023-06-25 08:04:28.889629878,35,420091.0,3,590.0,973607.0,48,2,0.391,Self-Employed,Bachelor,Personal,0,2023-06-29 08:04:28.889629878,Standard_Review,Rejected
APP100395,2023-06-25 18:46:56.138712906,63,1011672.0,2,718.0,345348.0,12,0,0.248,Self-Employed,Master,Education,0,2023-06-28 18:46:56.138712906,Rejected_Review,Rejected
APP100396,2023-06-26 05:29:23.387795934,57,565691.0,15,756.0,531765.0,36,0,0.267,Salaried,Diploma,Medical,0,2023-06-30 05:29:23.387795934,Rejected_Review,Rejected
APP100397,2023-06-26 16:11:50.636878962,53,415162.0,4,720.0,681836.0,48,1,0.467,Salaried,High School,Medical,0,2023-06-29 16:11:50.636878962,Standard_Review,Rejected
APP100398,2023-06-27 02:54:17.885961988,28,632246.0,10,817.0,226368.0,24,0,0.175,Salaried,Bachelor,Vehicle,0,2023-07-05 02:54:17.885961988,Standard_Review,Rejected
APP100399,2023-06-27 13:36:45.135045016,64,1151461.0,3,661.0,666715.0,60,1,0.194,Salaried,Bachelor,Medical,0,2023-07-02 13:36:45.135045016,Rejected_Review,Closed
APP100400,2023-06-28 00:19:12.384128044,64,863367.0,3,669.0,1654623.0,36,2,0.421,Business,Bachelor,Home,0,2023-07-04 00:19:12.384128044,Rejected_Review,Rejected
APP100401,2023-06-28 11:01:39.633211072,25,717616.0,17,697.0,868752.0,24,1,0.15,Contract,Doctorate,Home,0,2023-07-03 11:01:39.633211072,Standard_Review,Rejected
APP100402,2023-06-28 21:44:06.882294100,59,357891.0,5,675.0,503739.0,48,1,0.285,Salaried,High School,Education,0,2023-07-03 21:44:06.882294100,Rejected_Review,Rejected
APP100403,2023-06-29 08:26:34.131377128,24,1348425.0,6,722.0,551225.0,24,1,0.193,Salaried,Bachelor,Education,0,2023-07-02 08:26:34.131377128,Standard_Review,Rejected
APP100404,2023-06-29 19:09:01.380460154,26,491391.0,1,648.0,828530.0,48,1,0.403,Salaried,Diploma,Education,0,2023-07-02 19:09:01.380460154,Rejected_Review,Rejected
APP100405,2023-06-30 05:51:28.629543182,65,989476.0,13,599.0,542239.0,36,0,0.281,Salaried,High School,Vehicle,0,2023-07-03 05:51:28.629543182,Rejected_Review,Rejected
APP100406,2023-06-30 16:33:55.878626210,52,561470.0,7,574.0,884799.0,24,1,0.417,Salaried,Doctorate,Home,0,2023-07-05 16:33:55.878626210,Rejected_Review,Rejected
APP100407,2023-07-01 03:16:23.127709238,50,947523.0,21,721.0,534640.0,60,3,0.197,Contract,Bachelor,Business,0,2023-07-04 03:16:23.127709238,Rejected_Review,Rejected
APP100408,2023-07-01 13:58:50.376792266,55,1170359.0,6,656.0,419446.0,48,3,0.141,Business,Master,Education,0,2023-07-08 13:58:50.376792266,Rejected_Review,Rejected
APP100409,2023-07-02 00:41:17.625875294,60,870123.0,9,614.0,1263294.0,36,1,0.328,Salaried,Master,Home,0,2023-07-09 00:41:17.625875294,Rejected_Review,Rejected
APP100410,2023-07-02 11:23:44.874958320,36,913339.0,10,650.0,997847.0,36,4,0.262,Salaried,Master,Personal,0,2023-07-03 11:23:44.874958320,Rejected_Review,Rejected
APP100411,2023-07-02 22:06:12.124041348,33,621835.0,7,817.0,272289.0,24,1,0.085,Salaried,Bachelor,Business,1,2023-07-09 22:06:12.124041348,Approved_Review,Disbursed
APP100412,2023-07-03 08:48:39.373124376,62,534690.0,6,618.0,591494.0,48,2,0.294,Salaried,Master,Personal,0,2023-07-05 08:48:39.373124376,Rejected_Review,Rejected
APP100413,2023-07-03 19:31:06.622207404,50,691738.0,11,737.0,1179151.0,60,1,0.291,Self-Employed,Bachelor,Medical,0,2023-07-06 19:31:06.622207404,Rejected_Review,Rejected
APP100414,2023-07-04 06:13:33.871290432,39,557806.0,9,717.0,644201.0,24,0,0.273,Self-Employed,Bachelor,Business,0,2023-07-08 06:13:33.871290432,Rejected_Review,Rejected
APP100415,2023-07-04 16:56:01.120373460,37,1972810.0,4,777.0,523641.0,36,1,0.162,Salaried,Diploma,Personal,0,2023-07-05 16:56:01.120373460,Rejected_Review,Rejected
APP100416,2023-07-05 03:38:28.369456488,39,415886.0,14,682.0,616963.0,36,1,0.478,Business,Bachelor,Home,0,2023-07-08 03:38:28.369456488,Rejected_Review,Rejected
APP100417,2023-07-05 14:20:55.618539514,48,1020360.0,11,589.0,739918.0,36,2,0.3,Self-Employed,Doctorate,Vehicle,0,2023-07-09 14:20:55.618539514,Rejected_Review,Rejected
APP100418,2023-07-06 01:03:22.867622542,46,820333.0,5,755.0,639868.0,48,3,0.288,Salaried,Bachelor,Business,0,2023-07-08 01:03:22.867622542,Rejected_Review,Rejected
APP100419,2023-07-06 11:45:50.116705570,57,720838.0,7,674.0,671653.0,24,0,0.33,Salaried,Master,Business,0,2023-07-07 11:45:50.116705570,Rejected_Review,Rejected
APP100420,2023-07-06 22:28:17.365788598,46,1265119.0,10,773.0,649440.0,24,2,0.187,Salaried,Diploma,Personal,1,2023-07-14 22:28:17.365788598,Approved_Review,Disbursed
APP100421,2023-07-07 09:10:44.614871626,43,743406.0,8,743.0,430209.0,12,0,0.132,Self-Employed,Doctorate,Personal,1,2023-07-11 09:10:44.614871626,Approved_Review,Disbursed
APP100422,2023-07-07 19:53:11.863954654,29,488463.0,20,755.0,419264.0,36,0,0.102,Self-Employed,High School,Business,0,2023-07-13 19:53:11.863954654,Rejected_Review,Rejected
APP100423,2023-07-08 06:35:39.113037680,32,741186.0,6,844.0,405898.0,36,1,0.254,Business,Master,Home,1,2023-07-16 06:35:39.113037680,Approved_Review,Disbursed
APP100424,2023-07-08 17:18:06.362120708,21,598569.0,7,708.0,732769.0,60,0,0.336,Business,Master,Vehicle,0,2023-07-14 17:18:06.362120708,Rejected_Review,Rejected
APP100425,2023-07-09 04:00:33.611203736,21,815214.0,20,784.0,936794.0,48,1,0.235,Business,High School,Business,1,2023-07-12 04:00:33.611203736,Approved_Review,Disbursed
APP100426,2023-07-09 14:43:00.860286764,54,937161.0,10,664.0,437217.0,24,3,0.161,Self-Employed,Bachelor,Vehicle,0,2023-07-12 14:43:00.860286764,Rejected_Review,Rejected
APP100427,2023-07-10 01:25:28.109369792,52,,10,725.0,330637.0,48,0,0.184,Self-Employed,Master,Home,1,2023-07-15 01:25:28.109369792,Approved_Review,Disbursed
APP100428,2023-07-10 12:07:55.358452820,45,1113066.0,9,657.0,452787.0,48,1,0.143,Business,Bachelor,Medical,0,2023-07-15 12:07:55.358452820,Rejected_Review,Rejected
APP100429,2023-07-10 22:50:22.607535846,60,579559.0,4,721.0,1411322.0,36,3,0.407,Salaried,High School,Medical,0,2023-07-15 22:50:22.607535846,Standard_Review,Rejected
APP100430,2023-07-11 09:32:49.856618874,65,793615.0,6,714.0,598559.0,12,0,0.264,Salaried,Master,Personal,0,2023-07-17 09:32:49.856618874,Rejected_Review,Rejected
APP100431,2023-07-11 20:15:17.105701902,21,858027.0,4,556.0,628941.0,24,1,0.312,Salaried,Bachelor,Home,0,2023-07-15 20:15:17.105701902,Rejected_Review,Rejected
APP100432,2023-07-12 06:57:44.354784930,36,766855.0,12,650.0,469761.0,36,2,0.222,Salaried,Diploma,Vehicle,0,2023-07-16 06:57:44.354784930,Standard_Review,Rejected
APP100433,2023-07-12 17:40:11.603867958,59,618857.0,10,705.0,931628.0,60,4,0.419,Business,High School,Vehicle,0,2023-07-15 17:40:11.603867958,Rejected_Review,Rejected
APP100434,2023-07-13 04:22:38.852950986,25,521706.0,5,543.0,658137.0,36,0,0.467,Salaried,Bachelor,Business,0,2023-07-15 04:22:38.852950986,Rejected_Review,Rejected
APP100435,2023-07-13 15:05:06.102034012,42,575895.0,8,684.0,486755.0,60,1,0.279,Business,High School,Home,0,2023-07-15 15:05:06.102034012,Rejected_Review,Rejected
APP100436,2023-07-14 01:47:33.351117040,49,1314616.0,6,756.0,418060.0,48,1,0.184,Salaried,Master,Vehicle,0,2023-07-17 01:47:33.351117040,Rejected_Review,Closed
APP100437,2023-07-14 12:30:00.600200068,23,440245.0,8,775.0,845564.0,36,0,0.218,Contract,Master,Personal,0,2023-07-19 12:30:00.600200068,Rejected_Review,Rejected
APP100438,2023-07-14 23:12:27.849283096,32,470273.0,11,639.0,798770.0,60,0,0.396,Self-Employed,Bachelor,Medical,0,2023-07-18 23:12:27.849283096,Rejected_Review,Rejected
APP100439,2023-07-15 09:54:55.098366124,46,461073.0,7,779.0,376885.0,24,0,0.252,Contract,Bachelor,Business,0,2023-07-18 09:54:55.098366124,Rejected_Review,Rejected
APP100440,2023-07-15 20:37:22.347449152,36,690946.0,18,769.0,1293066.0,12,2,0.381,Salaried,Bachelor,Medical,0,2023-07-18 20:37:22.347449152,Rejected_Review,Rejected
APP100441,2023-07-16 07:19:49.596532180,57,327293.0,4,550.0,507825.0,48,1,0.321,Contract,Doctorate,Medical,0,2023-07-17 07:19:49.596532180,Rejected_Review,Rejected
APP100442,2023-07-16 18:02:16.845615206,42,353495.0,3,698.0,230144.0,36,1,0.198,Salaried,Bachelor,Vehicle,0,2023-07-19 18:02:16.845615206,Rejected_Review,Rejected
APP100443,2023-07-17 04:44:44.094698234,49,577982.0,6,705.0,1503269.0,36,0,0.392,Self-Employed,Doctorate,Business,0,2023-07-23 04:44:44.094698234,Rejected_Review,Rejected
APP100444,2023-07-17 15:27:11.343781262,34,364116.0,12,789.0,665015.0,48,0,0.426,Salaried,Bachelor,Education,0,2023-07-19 15:27:11.343781262,Rejected_Review,Rejected
APP100445,2023-07-18 02:09:38.592864290,48,377719.0,8,709.0,869846.0,60,1,0.237,Business,Bachelor,Vehicle,0,2023-07-19 02:09:38.592864290,Rejected_Review,Rejected
APP100446,2023-07-18 12:52:05.841947318,25,365348.0,2,781.0,1615215.0,36,4,0.712,Contract,High School,Home,0,2023-07-20 12:52:05.841947318,Rejected_Review,Rejected
APP100447,2023-07-18 23:34:33.091030346,50,444077.0,2,639.0,424015.0,36,1,0.158,Business,Bachelor,Home,0,2023-07-21 23:34:33.091030346,Standard_Review,Rejected
APP100448,2023-07-19 10:17:00.340113372,25,903281.0,18,586.0,889579.0,36,1,0.358,Self-Employed,Bachelor,Personal,0,2023-07-23 10:17:00.340113372,Rejected_Review,Rejected
APP100449,2023-07-19 20:59:27.589196400,32,999286.0,7,648.0,1259846.0,48,3,0.278,Salaried,Master,Personal,0,2023-07-23 20:59:27.589196400,Rejected_Review,Rejected
APP100450,2023-07-20 07:41:54.838279428,36,1541518.0,12,793.0,438704.0,24,0,0.223,Salaried,Doctorate,Education,0,2023-07-25 07:41:54.838279428,Rejected_Review,Rejected
APP100451,2023-07-20 18:24:22.087362456,46,1516310.0,6,750.0,1453034.0,60,2,0.278,Salaried,Doctorate,Vehicle,0,2023-07-24 18:24:22.087362456,Rejected_Review,Rejected
APP100452,2023-07-21 05:06:49.336445484,46,925943.0,12,841.0,346021.0,48,0,0.278,Salaried,Diploma,Vehicle,0,2023-07-26 05:06:49.336445484,Rejected_Review,Rejected
APP100453,2023-07-21 15:49:16.585528512,41,1032179.0,5,596.0,667406.0,48,3,0.357,Business,Bachelor,Business,0,2023-07-23 15:49:16.585528512,Rejected_Review,Rejected
APP100454,2023-07-22 02:31:43.834611538,59,689501.0,3,758.0,408876.0,60,3,0.302,,Diploma,Home,0,2023-07-28 02:31:43.834611538,Rejected_Review,Closed
APP100455,2023-07-22 13:14:11.083694566,56,821319.0,9,739.0,991285.0,60,2,0.338,Contract,Diploma,Personal,0,2023-07-27 13:14:11.083694566,Rejected_Review,Rejected
APP100456,2023-07-22 23:56:38.332777594,53,1558679.0,18,671.0,431982.0,24,3,0.163,Salaried,Diploma,Vehicle,1,2023-07-23 23:56:38.332777594,Approved_Review,Disbursed
APP100457,2023-07-23 10:39:05.581860622,50,768175.0,5,740.0,514104.0,24,3,0.264,Self-Employed,Bachelor,Home,0,2023-07-27 10:39:05.581860622,Rejected_Review,Rejected
APP100458,2023-07-23 21:21:32.830943650,57,1092179.0,3,699.0,451059.0,48,1,0.272,Self-Employed,Master,Business,0,2023-08-01 21:21:32.830943650,Rejected_Review,Rejected
APP100459,2023-07-24 08:04:00.080026678,43,426885.0,17,720.0,383796.0,60,2,0.231,Self-Employed,Bachelor,Personal,0,2023-08-01 08:04:00.080026678,Rejected_Review,Rejected
APP100460,2023-07-24 18:46:27.329109704,30,481625.0,2,734.0,477039.0,48,2,0.274,Salaried,Master,Personal,0,2023-07-28 18:46:27.329109704,Rejected_Review,Rejected
APP100461,2023-07-25 05:28:54.578192732,25,748001.0,3,754.0,684312.0,36,0,0.206,Business,Doctorate,Business,0,2023-07-30 05:28:54.578192732,Standard_Review,Rejected
APP100462,2023-07-25 16:11:21.827275760,56,695368.0,3,696.0,665789.0,48,2,0.326,Salaried,Bachelor,Home,0,2023-07-27 16:11:21.827275760,Rejected_Review,Rejected
APP100463,2023-07-26 02:53:49.076358788,54,491766.0,11,806.0,628191.0,24,4,0.338,Salaried,Master,Business,0,2023-07-27 02:53:49.076358788,Rejected_Review,Rejected
APP100464,2023-07-26 13:36:16.325441816,51,1920407.0,16,676.0,501603.0,60,3,0.092,Business,High School,Personal,1,2023-07-30 13:36:16.325441816,Approved_Review,Pending_Disbursement
APP100465,2023-07-27 00:18:43.574524844,30,702496.0,11,812.0,585850.0,36,3,0.274,Contract,Bachelor,Vehicle,0,2023-07-30 00:18:43.574524844,Rejected_Review,Rejected
APP100466,2023-07-27 11:01:10.823607872,39,532587.0,6,617.0,316805.0,60,1,0.208,Business,Bachelor,Medical,0,2023-07-31 11:01:10.823607872,Rejected_Review,Rejected
