Customer_ID,Age,Gender,Contract_Type,Education_Level,Satisfaction_Level,Is_Member,Payment_Method,City,Product_Category,Customer_Segment,Referral_Source,Monthly_Charges,Tenure_Months,Support_Calls,Churn
CUST00674,49,Male,Quarterly,Bachelor,Medium,Yes,Credit Card,Delhi,Sports,Basic,Facebook,2889.35,62,3,No
CUST00675,62,Female,Monthly,High School,Medium,Yes,UPI,Vellore,Electronics,Basic,Google,2049.48,62,1,Yes
CUST00676,64,Male,Monthly,Bachelor,Medium,Yes,UPI,Delhi,Home Appliances,Premium,Website,3706.06,70,0,No
CUST00677,38,Female,Quarterly,High School,Medium,Yes,Bank Transfer,Thanjavur,Home Appliances,Basic,Advertisement,3248.16,15,3,No
CUST00678,33,Female,Monthly,High School,Medium,No,Credit Card,Bangalore,Grocery,Basic,Friend,6210.47,7,1,No
CUST00679,38,Female,Monthly,Master,High,Yes,Bank Transfer,Coimbatore,Sports,Premium,Google,9966.37,6,2,No
CUST00680,28,Female,Quarterly,PhD,High,Yes,UPI,Erode,Electronics,Basic,Google,998.84,27,5,No
CUST00681,54,Male,Monthly,High School,Medium,Yes,Credit Card,Bangalore,Electronics,Basic,Email,7895.21,2,3,No
CUST00682,53,Female,Yearly,Bachelor,High,Yes,Credit Card,Pune,Home Appliances,Basic,Website,1715.92,6,2,No
CUST00683,52,Female,Monthly,Bachelor,Medium,No,UPI,Madurai,Grocery,Standard,Friend,688.43,61,6,No
CUST00684,36,Male,Monthly,High School,High,No,UPI,Bangalore,Clothing,Premium,Google,6566.48,32,2,No
CUST00685,37,Male,Quarterly,Bachelor,Low,Yes,Credit Card,Mumbai,Grocery,Standard,Friend,8796.49,29,2,No
CUST00686,35,Female,Monthly,Bachelor,Medium,Yes,Bank Transfer,Mysore,Clothing,Basic,Advertisement,2174.84,65,4,Yes
CUST00687,64,Female,Monthly,High School,High,Yes,Credit Card,Thanjavur,Home Appliances,Basic,Google,3745.33,15,2,No
CUST00688,58,Male,Monthly,Bachelor,Medium,Yes,UPI,Madurai,Grocery,Standard,Facebook,2103.13,10,6,No
CUST00689,31,Female,Monthly,High School,High,Yes,UPI,Salem,Electronics,Standard,Advertisement,9111.82,10,5,Yes
CUST00690,32,Female,Monthly,Bachelor,Medium,Yes,UPI,Mysore,Sports,Standard,Advertisement,3068.42,10,4,No
CUST00691,48,Male,Monthly,High School,Medium,Yes,Bank Transfer,Madurai,Books,Standard,Email,4724.77,37,2,No
CUST00692,18,Other,Monthly,Master,Medium,Yes,Bank Transfer,Bangalore,Electronics,Premium,Google,9000.04,32,4,Yes
CUST00693,20,Female,Monthly,Master,High,No,Credit Card,Coimbatore,Sports,Basic,Facebook,5752.26,36,1,No
CUST00694,33,Female,Quarterly,Master,Medium,Yes,UPI,Hyderabad,Clothing,Basic,Friend,9362.07,64,4,No
CUST00695,40,Female,Quarterly,Bachelor,Medium,No,Bank Transfer,Coimbatore,Home Appliances,Premium,Facebook,9301.28,15,3,No
CUST00696,28,Male,Monthly,Bachelor,High,Yes,UPI,Coimbatore,Grocery,Basic,Advertisement,4885.21,16,4,No
CUST00697,29,Male,Quarterly,Bachelor,High,No,UPI,Jaipur,Home Appliances,Basic,Google,6032.63,46,6,No
CUST00698,27,Male,Yearly,High School,High,Yes,Bank Transfer,Pune,Home Appliances,Standard,Facebook,2687.99,44,6,No
CUST00699,49,Male,Quarterly,Master,Medium,No,UPI,Tiruppur,Clothing,Basic,Facebook,9910.09,35,4,No
CUST00700,33,Male,Quarterly,Bachelor,High,Yes,Credit Card,Pune,Home Appliances,Basic,Advertisement,3144.01,51,2,No
CUST00701,25,Female,Monthly,Bachelor,High,No,Bank Transfer,Hyderabad,Grocery,Premium,Friend,7941.42,58,1,No
CUST00702,55,Female,Yearly,Bachelor,High,No,Bank Transfer,Coimbatore,Electronics,Basic,Facebook,3473.21,5,3,No
CUST00703,29,Female,Monthly,Bachelor,Low,Yes,Cash,Lucknow,Home Appliances,Standard,Email,3473.9,38,1,Yes
CUST00704,41,Female,Monthly,PhD,Medium,Yes,UPI,Coimbatore,Grocery,Basic,Facebook,1486.7,6,2,Yes
CUST00705,45,Female,Quarterly,Bachelor,Medium,No,Bank Transfer,Delhi,Grocery,Standard,Website,5819.01,51,2,No
CUST00706,25,Male,Monthly,Bachelor,Medium,No,Bank Transfer,Coimbatore,Clothing,Basic,Advertisement,2825.91,14,1,No
CUST00707,45,Male,Monthly,Bachelor,Medium,No,Bank Transfer,Chennai,Home Appliances,Standard,Website,1909.75,48,2,No
CUST00708,53,Female,Quarterly,PhD,Low,No,UPI,Chennai,Clothing,Basic,Advertisement,2653.33,12,2,Yes
CUST00709,43,Female,Quarterly,Bachelor,Medium,No,Cash,Mumbai,Electronics,Standard,Advertisement,2885.38,52,2,No
CUST00710,25,Male,Quarterly,Bachelor,Medium,Yes,UPI,Thanjavur,Electronics,Standard,Website,5288.79,68,5,No
CUST00711,45,Female,Yearly,High School,Medium,Yes,Credit Card,Pune,Sports,Basic,Friend,4166.27,59,2,No
CUST00712,45,Male,Monthly,Master,Medium,Yes,UPI,Pune,Grocery,Basic,Friend,1217.16,18,4,No
CUST00713,54,Female,Monthly,Bachelor,High,Yes,Cash,Visakhapatnam,Home Appliances,Standard,Advertisement,5592.27,53,2,No
CUST00714,58,Female,Quarterly,Bachelor,Medium,Yes,Bank Transfer,Madurai,Sports,Basic,Website,7983.6,31,1,No
CUST00715,53,Female,Monthly,Master,Medium,Yes,Bank Transfer,Vellore,Grocery,Premium,Facebook,5955.23,35,1,No
CUST00716,44,Other,Quarterly,PhD,Low,Yes,Credit Card,Hyderabad,Home Appliances,Basic,Advertisement,9758.13,4,2,Yes
CUST00717,34,Female,Monthly,Bachelor,Medium,Yes,UPI,Vellore,Clothing,Standard,Email,1441.93,9,5,No
CUST00718,26,Female,Monthly,Master,High,Yes,UPI,Pune,Electronics,Standard,Advertisement,8300.95,15,3,No
CUST00719,50,Female,Monthly,High School,Medium,Yes,Bank Transfer,Coimbatore,Sports,Basic,Google,5304.08,42,3,No
CUST00720,37,Female,Quarterly,Master,Medium,Yes,Credit Card,Coimbatore,Sports,Basic,Friend,5455.15,59,4,No
CUST00721,30,Female,Monthly,Bachelor,Medium,Yes,Cash,Chennai,Electronics,Basic,Website,5431.45,32,3,No
CUST00722,45,Male,Monthly,Bachelor,High,No,UPI,Bangalore,Clothing,Premium,Facebook,3590.53,45,0,No
CUST00723,65,Male,Monthly,Master,Low,Yes,Bank Transfer,Tiruppur,Books,Standard,Email,3583.27,5,2,Yes
CUST00724,46,Female,Monthly,Master,Medium,No,UPI,Madurai,Books,Standard,Facebook,6502.52,31,3,No
CUST00725,30,Male,Monthly,Bachelor,Medium,Yes,UPI,Lucknow,Books,Basic,Email,925.27,25,1,No
CUST00726,63,Male,Monthly,Master,Low,Yes,Bank Transfer,Mumbai,Home Appliances,Basic,Advertisement,6093.47,56,2,No
CUST00727,52,Other,Monthly,High School,Low,Yes,Cash,Madurai,Sports,Standard,Facebook,7383.61,1,3,Yes
CUST00728,23,Female,Monthly,Master,Medium,Yes,Credit Card,Chennai,Clothing,Premium,Facebook,3885.1,61,4,Yes
CUST00729,35,Female,Monthly,Master,Low,Yes,Credit Card,Kochi,Home Appliances,Basic,Advertisement,2564.89,67,4,Yes
CUST00730,22,Male,Quarterly,High School,Low,Yes,Bank Transfer,Kochi,Home Appliances,Standard,Friend,2527.18,67,3,No
CUST00731,64,Male,Yearly,Master,Medium,No,UPI,Tiruppur,Clothing,Basic,Google,1277.48,42,1,No
CUST00732,42,Male,Monthly,Bachelor,Low,No,Cash,Mumbai,Home Appliances,Standard,Friend,1352.33,59,3,No
CUST00733,19,Male,Monthly,Bachelor,Medium,No,UPI,Pune,Sports,Basic,Friend,2083.53,50,0,No
CUST00734,27,Male,Monthly,Bachelor,Low,No,Bank Transfer,Chennai,Clothing,Standard,Google,682.14,34,3,Yes
CUST00735,47,Male,Quarterly,Bachelor,Medium,Yes,UPI,Madurai,Books,Premium,Advertisement,3029.24,68,2,No
CUST00736,62,Female,Monthly,Master,High,Yes,Cash,Tiruppur,Books,Standard,Friend,3410.82,54,4,No
CUST00737,22,Female,Monthly,Bachelor,Medium,Yes,Credit Card,Delhi,Home Appliances,Premium,Website,9954.6,14,4,No
CUST00738,50,Male,Quarterly,Bachelor,Medium,Yes,UPI,Coimbatore,Electronics,Basic,Website,9921.03,32,3,No
CUST00739,18,Male,Monthly,Master,Low,No,Credit Card,Bangalore,Clothing,Premium,Google,2276.96,70,1,No
CUST00740,35,Female,Quarterly,High School,Medium,No,Bank Transfer,Hyderabad,Grocery,Premium,Website,2523.81,8,5,No
CUST00741,49,Male,Monthly,Bachelor,Low,No,Bank Transfer,Pune,Grocery,Basic,Advertisement,5173.11,35,2,No
CUST00742,64,Female,Quarterly,Bachelor,Low,No,Credit Card,Bangalore,Home Appliances,Standard,Facebook,1913.45,24,2,No
CUST00743,28,Male,Monthly,Master,Medium,Yes,UPI,Tiruppur,Electronics,Premium,Advertisement,5288.37,3,2,No
CUST00744,38,Male,Yearly,Bachelor,High,Yes,Cash,Bangalore,Clothing,Basic,Google,4294.2,36,2,Yes
CUST00745,43,Male,Quarterly,Bachelor,Medium,Yes,Cash,Coimbatore,Books,Standard,Facebook,3583.92,51,1,No
CUST00746,42,Male,Monthly,Bachelor,Low,No,UPI,Trichy,Home Appliances,Standard,Website,8314.75,57,3,Yes
CUST00747,39,Female,Monthly,Master,High,No,Bank Transfer,Pune,Clothing,Basic,Friend,8367.12,59,1,No
CUST00748,44,Female,Monthly,High School,Low,Yes,Bank Transfer,Trichy,Clothing,Standard,Website,9884.95,22,7,No
CUST00749,30,Female,Yearly,PhD,High,Yes,UPI,Bangalore,Clothing,Basic,Advertisement,2619.34,37,5,No
CUST00750,50,Male,Yearly,Bachelor,Medium,Yes,UPI,Coimbatore,Electronics,Basic,Advertisement,8938.64,12,1,No
CUST00751,51,Female,Monthly,Master,Medium,Yes,UPI,Coimbatore,Clothing,Standard,Google,5609.54,21,1,No
CUST00752,58,Female,Yearly,Bachelor,Medium,No,Bank Transfer,Coimbatore,Electronics,Standard,Friend,6118.86,15,4,No
CUST00753,52,Female,Monthly,Bachelor,High,Yes,UPI,Trichy,Electronics,Premium,Friend,9014.79,12,2,Yes
CUST00754,18,Male,Monthly,Master,High,Yes,Cash,Bangalore,Sports,Standard,Facebook,9454.99,56,2,No
CUST00755,38,Male,Yearly,High School,Medium,Yes,Credit Card,Kanpur,Clothing,Standard,Facebook,7404.71,16,3,No
CUST00756,65,Female,Quarterly,High School,Medium,No,Bank Transfer,Salem,Sports,Standard,Advertisement,3804.5,33,1,No
CUST00757,23,Female,Monthly,Bachelor,Medium,Yes,Cash,Delhi,Books,Standard,Google,5151.85,43,9,No
CUST00758,45,Male,Quarterly,PhD,Medium,Yes,UPI,Surat,Sports,Premium,Advertisement,6343.01,49,4,No
CUST00759,34,Male,Yearly,Bachelor,High,Yes,UPI,Bangalore,Sports,Standard,Email,8372.08,18,2,No
CUST00760,22,Female,Quarterly,Bachelor,Low,Yes,Credit Card,Chennai,Clothing,Standard,Friend,6750.5,16,4,Yes
CUST00761,48,Female,Yearly,Master,Medium,Yes,Bank Transfer,Madurai,Books,Basic,Friend,3971.75,40,4,No
CUST00762,22,Male,Quarterly,Bachelor,High,No,Cash,Chennai,Home Appliances,Premium,Advertisement,4469.86,67,7,No
CUST00763,55,Female,Monthly,Master,High,No,UPI,Lucknow,Grocery,Standard,Friend,979.16,62,1,No
CUST00764,20,Female,Yearly,Bachelor,Low,Yes,Credit Card,Surat,Home Appliances,Basic,Facebook,9280.54,27,2,No
CUST00765,40,Female,Monthly,Master,Medium,Yes,Credit Card,Kolkata,Electronics,Standard,Friend,1337.13,14,7,No
CUST00766,54,Female,Yearly,Bachelor,High,No,UPI,Jaipur,Home Appliances,Standard,Facebook,6009.34,66,3,No
CUST00767,54,Male,Monthly,Bachelor,Medium,No,Credit Card,Delhi,Grocery,Basic,Website,8780.69,27,3,Yes
CUST00768,27,Female,Quarterly,Bachelor,Medium,Yes,UPI,Kochi,Grocery,Standard,Google,4498.22,54,6,No
CUST00769,27,Male,Monthly,Bachelor,Low,Yes,Credit Card,Coimbatore,Books,Basic,Google,8101.19,60,0,Yes
CUST00770,36,Female,Monthly,Bachelor,High,No,UPI,Salem,Home Appliances,Standard,Friend,8136.25,40,7,Yes
CUST00771,34,Female,Monthly,Bachelor,Medium,Yes,UPI,Chennai,Electronics,Basic,Google,1068.54,45,4,Yes
CUST00772,38,Male,Yearly,Bachelor,Medium,No,Bank Transfer,Tiruppur,Sports,Basic,Email,4415.37,68,3,No
CUST00773,31,Female,Yearly,Bachelor,Medium,No,UPI,Lucknow,Sports,Basic,Website,7064.74,68,2,No
CUST00774,26,Other,Monthly,Bachelor,High,Yes,UPI,Chennai,Electronics,Standard,Friend,4512.36,63,1,No
CUST00775,63,Male,Yearly,High School,High,No,Credit Card,Coimbatore,Books,Basic,Facebook,5679.09,40,5,No
CUST00776,18,Female,Yearly,Bachelor,High,Yes,UPI,Hyderabad,Sports,Premium,Website,6147.35,41,4,No
CUST00777,62,Female,Quarterly,Bachelor,Medium,No,Bank Transfer,Trichy,Books,Basic,Email,1936.68,61,7,No
CUST00778,30,Female,Monthly,Bachelor,High,Yes,Credit Card,Salem,Sports,Premium,Website,4413.82,65,1,No
CUST00779,21,Male,Yearly,Bachelor,High,Yes,Credit Card,Kochi,Sports,Standard,Google,770.4,1,3,No
CUST00780,18,Male,Quarterly,PhD,High,No,Credit Card,Erode,Home Appliances,Premium,Email,1921.45,9,4,No
CUST00781,57,Male,Yearly,Master,High,No,UPI,Chennai,Books,Basic,Facebook,5366.41,15,3,No
CUST00782,49,Female,Yearly,Bachelor,Medium,No,UPI,Pune,Grocery,Basic,Advertisement,5949.07,59,5,No
CUST00783,51,Male,Yearly,Bachelor,Medium,Yes,Credit Card,Delhi,Electronics,Standard,Website,1889.23,66,1,No
CUST00784,45,Female,Quarterly,Master,High,Yes,Credit Card,Coimbatore,Sports,Standard,Google,7678.38,10,3,No
CUST00785,48,Male,Monthly,Bachelor,High,Yes,Bank Transfer,Hyderabad,Grocery,Basic,Website,4043.38,49,2,No
CUST00786,25,Female,Monthly,Master,Medium,No,UPI,Tiruppur,Clothing,Basic,Facebook,9246.17,11,2,Yes
CUST00787,56,Male,Monthly,High School,Low,Yes,UPI,Indore,Grocery,Standard,Facebook,4182.8,30,4,No
CUST00788,43,Male,Monthly,Master,Medium,Yes,Bank Transfer,Pune,Electronics,Basic,Friend,1923.2,23,8,No
CUST00789,51,Male,Quarterly,Bachelor,Medium,Yes,UPI,Kolkata,Clothing,Basic,Advertisement,7700.72,22,2,No
CUST00790,20,Male,Quarterly,Bachelor,Medium,Yes,Bank Transfer,Coimbatore,Home Appliances,Standard,Advertisement,5894.11,51,5,No
CUST00791,29,Female,Yearly,Bachelor,High,No,Bank Transfer,Indore,Clothing,Standard,Google,4173.54,42,3,No
CUST00792,18,Female,Monthly,PhD,Medium,No,Credit Card,Coimbatore,Books,Premium,Advertisement,3881.59,29,3,No
CUST00793,61,Female,Monthly,Master,Medium,No,UPI,Mumbai,Electronics,Basic,Facebook,1932.31,45,3,Yes
CUST00794,22,Female,Monthly,Bachelor,Medium,No,UPI,Chennai,Books,Standard,Advertisement,3737.93,33,2,Yes
CUST00795,47,Female,Monthly,High School,Medium,Yes,Bank Transfer,Erode,Grocery,Basic,Google,778.77,39,3,No
CUST00796,47,Female,Monthly,Bachelor,Low,Yes,UPI,Chennai,Home Appliances,Basic,Website,5272.82,65,4,Yes
CUST00797,34,Female,Quarterly,Bachelor,Medium,No,Cash,Coimbatore,Electronics,Standard,Advertisement,9018.88,50,6,No
CUST00798,65,Female,Monthly,High School,Low,No,Bank Transfer,Hyderabad,Home Appliances,Standard,Advertisement,8055.64,48,0,No
CUST00799,64,Male,Quarterly,Bachelor,Medium,Yes,Bank Transfer,Coimbatore,Sports,Premium,Facebook,770.95,37,5,No
CUST00800,40,Female,Monthly,Master,Low,Yes,Bank Transfer,Chennai,Electronics,Standard,Facebook,8871.97,33,1,No
CUST00801,32,Male,Yearly,Master,Medium,Yes,Cash,Pune,Books,Basic,Website,4797.09,6,6,No
CUST00802,54,Female,Yearly,Bachelor,Medium,Yes,Bank Transfer,Chennai,Grocery,Basic,Email,2313.47,70,4,No
CUST00803,38,Female,Yearly,Bachelor,Medium,Yes,Credit Card,Chennai,Clothing,Standard,Email,7647.91,55,0,No
CUST00804,31,Male,Yearly,PhD,High,No,Cash,Coimbatore,Home Appliances,Standard,Friend,3567.3,44,4,Yes
CUST00805,19,Male,Yearly,Master,Medium,No,Cash,Coimbatore,Electronics,Basic,Advertisement,2906.53,50,6,No
CUST00806,28,Female,Yearly,Master,High,Yes,UPI,Mumbai,Electronics,Standard,Facebook,2032.52,54,2,No
CUST00807,56,Female,Quarterly,PhD,Medium,Yes,Credit Card,Kochi,Sports,Premium,Friend,5122.91,63,1,No
CUST00808,55,Male,Monthly,Master,High,No,UPI,Hyderabad,Home Appliances,Standard,Advertisement,1387.24,16,0,No
CUST00809,51,Female,Monthly,High School,Medium,Yes,Credit Card,Coimbatore,Clothing,Standard,Advertisement,7963.32,47,9,No
CUST00810,55,Female,Monthly,Bachelor,Medium,Yes,UPI,Pune,Grocery,Premium,Friend,4971.41,57,9,Yes
CUST00811,51,Female,Quarterly,PhD,Medium,Yes,UPI,Mumbai,Electronics,Standard,Facebook,4746.28,2,2,No
CUST00812,35,Other,Monthly,Bachelor,Medium,Yes,Bank Transfer,Bangalore,Electronics,Basic,Website,517.61,37,2,No
CUST00813,47,Female,Yearly,High School,Medium,Yes,Credit Card,Bangalore,Home Appliances,Basic,Email,8269.71,23,2,No
CUST00814,32,Male,Yearly,Bachelor,Medium,Yes,Bank Transfer,Chennai,Home Appliances,Standard,Advertisement,5181.95,13,4,No
CUST00815,44,Female,Monthly,Master,High,No,Credit Card,Coimbatore,Electronics,Basic,Google,4679.0,65,4,No
CUST00816,51,Female,Monthly,PhD,Medium,No,UPI,Bangalore,Electronics,Standard,Google,7733.16,48,5,No
CUST00817,55,Male,Yearly,Bachelor,Low,Yes,UPI,Coimbatore,Sports,Premium,Google,1097.54,7,3,No
CUST00818,50,Male,Monthly,Bachelor,Medium,Yes,UPI,Hyderabad,Electronics,Basic,Website,3983.46,31,2,No
CUST00819,41,Male,Quarterly,Master,High,No,Bank Transfer,Delhi,Books,Standard,Email,5969.47,63,3,No
CUST00820,32,Female,Monthly,Bachelor,Medium,No,Cash,Ahmedabad,Electronics,Standard,Advertisement,4875.49,45,1,Yes
CUST00821,47,Female,Quarterly,High School,Medium,Yes,Cash,Delhi,Grocery,Basic,Facebook,2225.57,56,1,No
CUST00822,59,Female,Monthly,PhD,Medium,Yes,UPI,Delhi,Grocery,Standard,Facebook,3343.13,64,2,No
CUST00823,34,Female,Yearly,Bachelor,Medium,No,Cash,Bangalore,Sports,Standard,Email,3351.91,22,1,No
CUST00824,22,Female,Quarterly,Bachelor,High,Yes,UPI,Coimbatore,Clothing,Standard,Website,9923.72,63,1,No
CUST00825,46,Male,Monthly,Bachelor,High,Yes,Credit Card,Hyderabad,Home Appliances,Basic,Email,3598.87,28,5,No
CUST00826,21,Male,Monthly,High School,Low,Yes,Bank Transfer,Delhi,Clothing,Standard,Advertisement,2449.23,44,5,No
CUST00827,27,Male,Monthly,PhD,Medium,Yes,Bank Transfer,Madurai,Electronics,Basic,Friend,8315.05,14,2,Yes
CUST00828,34,Male,Yearly,Bachelor,Medium,Yes,UPI,Erode,Home Appliances,Standard,Friend,4501.13,19,4,No
CUST00829,27,Female,Quarterly,Bachelor,Low,Yes,Bank Transfer,Chennai,Electronics,Basic,Advertisement,4716.71,60,3,No
CUST00830,34,Female,Monthly,High School,Medium,Yes,Cash,Chennai,Home Appliances,Standard,Advertisement,5714.45,2,5,Yes
CUST00831,37,Male,Monthly,Bachelor,Medium,Yes,UPI,Delhi,Sports,Basic,Facebook,6159.05,51,1,No
CUST00832,41,Female,Monthly,Master,Medium,Yes,UPI,Delhi,Books,Basic,Website,6110.28,34,1,No
CUST00833,22,Female,Quarterly,Master,High,Yes,Bank Transfer,Chennai,Books,Basic,Website,827.75,51,4,No
CUST00834,51,Male,Quarterly,PhD,Medium,No,Cash,Delhi,Books,Standard,Email,8279.0,19,2,No
CUST00835,23,Male,Monthly,Bachelor,High,Yes,UPI,Bangalore,Sports,Basic,Facebook,2351.1,36,5,No
CUST00836,19,Male,Quarterly,Master,High,Yes,UPI,Pune,Clothing,Standard,Google,3277.25,26,4,No
CUST00837,30,Male,Quarterly,Bachelor,High,Yes,UPI,Chennai,Home Appliances,Basic,Friend,2147.58,35,2,No
CUST00838,60,Female,Yearly,Master,Low,No,UPI,Delhi,Clothing,Standard,Advertisement,7787.23,63,5,No
CUST00839,60,Male,Yearly,Master,High,Yes,UPI,Salem,Home Appliances,Standard,Email,6044.75,4,3,No
CUST00840,65,Male,Quarterly,Bachelor,High,Yes,UPI,Nagpur,Electronics,Basic,Friend,7675.31,3,1,No
CUST00841,28,Female,Quarterly,Bachelor,Medium,Yes,UPI,Visakhapatnam,Books,Basic,Friend,6707.28,5,2,No
CUST00842,64,Other,Monthly,Bachelor,Medium,Yes,Bank Transfer,Mumbai,Books,Basic,Email,1489.51,29,2,No
CUST00843,40,Male,Yearly,Bachelor,Medium,No,Bank Transfer,Hyderabad,Home Appliances,Standard,Website,3364.25,19,0,Yes
CUST00844,33,Male,Monthly,PhD,High,No,Cash,Hyderabad,Clothing,Basic,Facebook,5319.02,17,2,No
CUST00845,48,Male,Monthly,Bachelor,High,No,Bank Transfer,Coimbatore,Clothing,Standard,Google,3396.98,34,1,Yes
CUST00846,28,Male,Monthly,High School,High,Yes,Bank Transfer,Chennai,Grocery,Basic,Google,2469.39,20,0,No
CUST00847,33,Male,Yearly,High School,High,Yes,Credit Card,Coimbatore,Books,Standard,Email,8763.21,28,2,No
CUST00848,25,Female,Monthly,Master,Medium,No,Bank Transfer,Kochi,Books,Standard,Email,7603.94,67,6,No
CUST00849,21,Male,Monthly,Bachelor,Medium,Yes,Credit Card,Hyderabad,Clothing,Basic,Facebook,3779.59,10,1,Yes
CUST00850,57,Male,Monthly,Bachelor,Medium,No,UPI,Coimbatore,Books,Standard,Friend,7767.62,21,4,No
CUST00851,21,Female,Monthly,Bachelor,Low,Yes,UPI,Kochi,Clothing,Premium,Facebook,6461.62,4,7,No
CUST00852,42,Male,Monthly,Bachelor,Medium,Yes,UPI,Pune,Grocery,Basic,Facebook,535.96,22,3,No
CUST00853,20,Male,Yearly,Bachelor,High,Yes,UPI,Madurai,Home Appliances,Standard,Advertisement,4112.49,71,3,No
CUST00854,49,Male,Yearly,Master,High,Yes,Cash,Delhi,Home Appliances,Basic,Advertisement,3259.63,62,6,No
CUST00855,20,Other,Monthly,Bachelor,Medium,Yes,Credit Card,Coimbatore,Grocery,Standard,Friend,2570.13,12,6,No
CUST00856,44,Male,Yearly,Bachelor,Medium,Yes,Bank Transfer,Coimbatore,Books,Basic,Website,2890.1,11,4,Yes
CUST00857,46,Female,Quarterly,High School,Medium,Yes,UPI,Erode,Electronics,Premium,Google,9452.47,22,3,Yes
CUST00858,49,Female,Monthly,High School,Medium,Yes,Bank Transfer,Chennai,Books,Basic,Advertisement,5120.01,29,5,No
CUST00859,36,Male,Quarterly,Bachelor,Medium,Yes,UPI,Mumbai,Clothing,Premium,Friend,8553.23,61,2,No
CUST00860,38,Other,Yearly,Bachelor,Medium,Yes,UPI,Hyderabad,Sports,Standard,Email,2535.06,61,1,No
CUST00861,22,Male,Monthly,Bachelor,High,Yes,UPI,Kolkata,Electronics,Basic,Facebook,2156.84,27,2,No
CUST00862,35,Male,Monthly,High School,High,Yes,UPI,Mumbai,Grocery,Basic,Advertisement,8943.5,47,3,No
CUST00863,45,Female,Yearly,High School,High,Yes,Credit Card,Delhi,Home Appliances,Standard,Facebook,5209.19,14,3,No
CUST00864,59,Female,Quarterly,Master,Medium,Yes,UPI,Bangalore,Home Appliances,Basic,Facebook,9003.95,7,4,No
CUST00865,39,Female,Monthly,Bachelor,Low,No,Credit Card,Lucknow,Books,Premium,Advertisement,1098.77,15,1,Yes
CUST00866,38,Male,Quarterly,Master,Medium,Yes,UPI,Delhi,Home Appliances,Premium,Friend,9206.14,46,5,Yes
CUST00867,23,Male,Monthly,Master,High,No,Bank Transfer,Coimbatore,Books,Standard,Email,4446.73,28,0,No
CUST00868,18,Female,Yearly,Bachelor,High,No,Credit Card,Mumbai,Clothing,Standard,Google,1976.02,43,2,No
CUST00869,22,Male,Monthly,Master,Medium,No,UPI,Bangalore,Clothing,Basic,Friend,6992.14,10,4,Yes
CUST00870,58,Male,Monthly,Bachelor,High,Yes,Cash,Coimbatore,Grocery,Premium,Website,8070.58,51,4,No
CUST00871,29,Male,Quarterly,Bachelor,Medium,Yes,Credit Card,Hyderabad,Sports,Basic,Website,950.06,3,1,No
CUST00872,43,Male,Monthly,Bachelor,Medium,No,Credit Card,Salem,Clothing,Basic,Google,9878.36,44,3,No
CUST00873,63,Female,Monthly,Bachelor,High,No,Credit Card,Mumbai,Books,Basic,Email,7121.76,54,3,No
CUST00874,51,Male,Quarterly,Bachelor,High,No,Credit Card,Pune,Home Appliances,Premium,Website,3553.32,34,5,No
CUST00875,31,Other,Yearly,Bachelor,Medium,Yes,Credit Card,Pune,Clothing,Basic,Facebook,1937.29,65,0,No
CUST00876,43,Male,Monthly,Bachelor,Medium,Yes,UPI,Pune,Clothing,Premium,Website,4229.05,25,5,Yes
CUST00877,62,Female,Quarterly,High School,Medium,No,UPI,Bangalore,Books,Standard,Advertisement,2595.37,63,5,No
CUST00878,44,Male,Monthly,High School,Medium,No,Bank Transfer,Bangalore,Clothing,Basic,Facebook,5194.46,70,5,No
CUST00879,26,Male,Monthly,High School,High,Yes,Bank Transfer,Coimbatore,Home Appliances,Standard,Friend,7927.98,45,2,No
CUST00880,43,Male,Monthly,High School,Medium,Yes,Cash,Coimbatore,Sports,Basic,Email,6771.24,68,6,No
CUST00881,64,Male,Monthly,Bachelor,Low,Yes,UPI,Jaipur,Home Appliances,Basic,Google,4641.38,26,2,Yes
CUST00882,39,Female,Yearly,Bachelor,Medium,Yes,UPI,Tiruppur,Sports,Standard,Advertisement,1629.97,26,4,Yes
CUST00883,64,Other,Monthly,High School,High,No,UPI,Chennai,Home Appliances,Basic,Advertisement,9592.99,26,0,No
CUST00884,47,Female,Quarterly,Master,High,No,UPI,Bangalore,Home Appliances,Basic,Google,3068.52,62,1,No
CUST00885,60,Male,Monthly,Master,High,No,UPI,Ahmedabad,Electronics,Basic,Website,3139.43,61,3,No
CUST00886,65,Male,Yearly,Bachelor,Low,Yes,Bank Transfer,Chennai,Home Appliances,Standard,Google,6632.27,2,0,No
CUST00887,34,Male,Quarterly,Master,High,No,Credit Card,Mumbai,Electronics,Standard,Google,7819.84,41,5,No
CUST00888,43,Female,Quarterly,Bachelor,Medium,Yes,UPI,Coimbatore,Home Appliances,Basic,Website,9849.45,45,8,No
CUST00889,53,Female,Monthly,High School,Medium,No,UPI,Delhi,Home Appliances,Basic,Friend,9707.06,14,4,Yes
CUST00890,18,Female,Monthly,Master,High,No,Bank Transfer,Kolkata,Books,Basic,Email,9180.72,37,3,No
CUST00891,25,Male,Monthly,High School,Low,Yes,Credit Card,Thanjavur,Sports,Basic,Google,4635.48,2,3,Yes
CUST00892,52,Female,Yearly,PhD,Medium,Yes,Credit Card,Mumbai,Home Appliances,Standard,Website,2083.36,5,2,No
CUST00893,32,Male,Monthly,Bachelor,Low,Yes,Bank Transfer,Pune,Clothing,Basic,Advertisement,6052.48,2,2,Yes
